Lista;Grupo;FamIlia;Especie.Simplificado;NomeComum;CategoriaAmeaCa;Status;Bioma;PrincipaisAmeacas;PresencaAreasProtegidas;PAN;OrdenamentoPesqueiro ;Nivel.Protecao.Estrategia.Nacional;Especie.exclusiva.Brasil;EstadosOcorrencia
Flora;Angiospermas;Bromeliaceae;Pitcairnia encholirioides;-;Em Perigo (EN);EN;Mata Atlântica;Queimadas, Espécies Invasoras, Agropecuária;Sim;Sim;Não;2;Sim;RJ
Flora;Angiospermas;Bromeliaceae;Pitcairnia glaziovii;-;Em Perigo (EN);EN;Mata Atlântica;Queimadas, Espécies Invasoras, Agropecuária;Sim;Não;Não;2;Sim;"ES; RJ"
Flora;Angiospermas;Bromeliaceae;Pitcairnia limae;-;Criticamente em Perigo (CR);CR;Mata Atlântica;Agropecuária, Turismo/Recreação;Sim;Não;Não;2;Sim;CE
Fauna;Peixes Continentais;Rivulidae;Pituna brevirostrata;Peixe-anual;Vulnerável (VU);VU;Cerrado;"Assentamento Humano:cidades; Poluição";Não;Não;Não;1;Sim;GO
Fauna;Peixes Continentais;Rivulidae;Pituna xinguensis;Desconhecido;Criticamente em Perigo (CR);CR;Amazônia;Outras Atividades Econômicas:Energia;Não;Não;Não;1;Sim;PA
Fauna;Répteis;Gymnophthalmidae;Placosoma cipoense;Lagartinho-do-cipó;Em Perigo (EN);EN;"Cerrado; Mata Atlântica";"Agropecuária; Assentamento Humano:cidades; Mineracao; Queimadas";Sim;Sim;Não;2;Sim;MG
Flora;Briófitas;Plagiochilaceae;Plagiochila boryana;-;Em Perigo (EN);EN;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos), Fatores Intrínsecos;Sim;Não;Não;2;Não;RJ
Flora;Angiospermas;Plantaginaceae;Plantago turficola;-;Em Perigo (EN);EN;Mata Atlântica;Agropecuária, Plantação de Madereiras, Desenvolvimento e Infraestrutura, Extração de Madeira, Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;"SC; RS"
Fauna;Aves;Tyrannidae;Platyrinchus mystaceus niveigularis;Patinho-do-nordeste;Vulnerável (VU);VU;Mata Atlântica;Agropecuária;Sim;Sim;Não;2;Sim;"AL; PB; PE; RN"
Flora;Angiospermas;Bignoniaceae;Pleonotoma bracteata;-;Vulnerável (VU);VU;Amazônia;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;"AM; PA"
Flora;Pteridófitas;Polypodiaceae;Pleopeltis alborufula;-;Em Perigo (EN);EN;Mata Atlântica;Plantação de Madereiras;Sim;Não;Não;2;Informação não disponível;ES
Flora;Pteridófitas;Polypodiaceae;Pleopeltis monoides;-;Em Perigo (EN);EN;Mata Atlântica;Extração Madereira, Agropecuária, Telecomunicação, Plantação de Madereiras;Sim;Não;Não;2;Informação não disponível;"BA; ES; MG"
Flora;Pteridófitas;Polypodiaceae;Pleopeltis trindadensis;-;Criticamente em Perigo (CR);CR;Mata Atlântica;Agropecuária;Sim;Não;Não;2;Sim;ES
Fauna;Peixes Continentais;Rivulidae;Plesiolebias altamira;Desconhecido;Criticamente em Perigo (CR);CR;Amazônia;Outras Atividades Econômicas:Energia;Não;Não;Não;1;Sim;PA
Fauna;Peixes Continentais;Rivulidae;Plesiolebias canabravensis;Desconhecido;Vulnerável (VU);VU;Cerrado;Agropecuária;Não;Não;Não;1;Sim;TO
Fauna;Peixes Continentais;Rivulidae;Plesiolebias xavantei;Peixe-anual;Em Perigo (EN);EN;Cerrado;"Agropecuária; Assentamento Humano:cidades; Outras Atividades Econômicas:Energia";Não;Sim;Não;1;Sim;TO
Fauna;Invertebrados Aquáticos;Planorbidae;Plesiophysa dolichomastix;Caramujo-de-água-doce;Criticamente em Perigo (CR);CR;Cerrado;"Agropecuária; Outras Atividades Econômicas:Turismo";Não;Não;Não;1;Sim;GO
Flora;Angiospermas;Cyperaceae;Pleurostachys pilulifera;-;Criticamente em Perigo (CR);CR;Mata Atlântica;Vazio;Sim;Não;Não;2;Informação não disponível;"RJ; SP"
Flora;Angiospermas;Myrtaceae;Plinia callosa;-;Em Perigo (EN);EN;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;BA
Flora;Angiospermas;Myrtaceae;Plinia complanata;-;Em Perigo (EN);EN;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Informação não disponível;"PR; SP"
Flora;Angiospermas;Myrtaceae;Plinia edulis;-;Vulnerável (VU);VU;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;"ES; RJ; RS; SP"
Flora;Angiospermas;Myrtaceae;Plinia hatschbachii;-;Em Perigo (EN);EN;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;PR
Flora;Angiospermas;Myrtaceae;Plinia ilhensis;-;Em Perigo (EN);EN;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos), Desenvolvimento e Infraestrutura,  Espécies Invasoras, Turismo/Recreação, Assentamentos Humanos: Cidades;Sim;Sim;Não;2;Sim;RJ
Flora;Angiospermas;Myrtaceae;Plinia muricata;-;Em Perigo (EN);EN;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos), Plantação de Madereiras, Agropecuária;Sim;Não;Não;2;Sim;BA
Flora;Angiospermas;Myrtaceae;Plinia rara;-;Em Perigo (EN);EN;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;BA
Flora;Angiospermas;Myrtaceae;Plinia renatiana;-;Em Perigo (EN);EN;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;ES
Flora;Angiospermas;Poaceae;Poa bradei;-;Em Perigo (EN);EN;Mata Atlântica;Vazio;Sim;Não;Não;2;Sim;"PR; RJ; RS; SC; SP"
Flora;Angiospermas;Poaceae;Poa reitzii;-;Em Perigo (EN);EN;Mata Atlântica;Agropecuária, Queimadas, Espécies Invasoras;Sim;Não;Não;2;Sim;"SC; RS"
Flora;Gimnospermas;Podocarpaceae;Podocarpus barretoi;-;Criticamente em Perigo (CR);CR;Cerrado;Queimadas;Sim;Sim;Não;3;Sim;GO
Flora;Gimnospermas;Podocarpaceae;Podocarpus brasiliensis;-;Vulnerável (VU);VU;Cerrado;Perda de Habitat/Degradação (Induzida por Humanos), Queimadas;Sim;Não;Não;2;Não;"DF; GO; MT"
Flora;Angiospermas;Podostemaceae;Podostemum ovatum;-;Em Perigo (EN);EN;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;RJ
Flora;Angiospermas;Podostemaceae;Podostemum rutifolium;-;Vulnerável (VU);VU;"Mata Atlântica; Pampa";Agropecuária, Plantação de Madereiras, Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Não;"MS; PR; RS; SC"
Flora;Angiospermas;Podostemaceae;Podostemum saldanhanum;-;Criticamente em Perigo (CR);CR;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Sim;Não;2;Sim;RJ
Fauna;Peixes Marinhos;Sciaenidae;Pogonias cromis;Miragaia;Em Perigo (EN);EN;Marinho;"Assentamento Humano:cidades; Extracao Direta:Caça/Pesca";Sim;Não;Sim;2;Não;"RJ; RS; SP"
Fauna;Peixes Continentais;Loricariidae;Pogonopoma obscurum;Cascudo-preto;Em Perigo (EN);EN;Mata Atlântica;Mudanca Na Dinamica Das Especies Nativas;Sim;Sim;Sim;2;Sim;"RS; SC"
Fauna;Peixes Continentais;Loricariidae;Pogonopoma parahybae;Cascudo;Em Perigo (EN);EN;Mata Atlântica;"Especies Exoticas; Outras Atividades Econômicas:Energia";Não;Sim;Não;1;Sim;"MG; RJ; SP"
Flora;Angiospermas;Polygalaceae;Polygala franchetii;-;Em Perigo (EN);EN;Cerrado;Agropecuária, Espécies Invasoras;Sim;Sim;Não;2;Sim;"DF; GO"
Flora;Angiospermas;Polygalaceae;Polygala selaginoides;-;Em Perigo (EN);EN;"Mata Atlântica; Pampa";Espécies Invasoras, Agropecuária;Sim;Não;Não;2;Informação não disponível;"PR; RS"
Flora;Angiospermas;Polygalaceae;Polygala stephaniana;-;Em Perigo (EN);EN;Cerrado;Perda de Habitat/Degradação (Induzida por Humanos), Mineração;Sim;Não;Não;2;Sim;MG
Flora;Angiospermas;Polygalaceae;Polygala tamariscea;-;Vulnerável (VU);VU;"Cerrado; Mata Atlântica";Espécies Invasoras, Agropecuária, Perda de Habitat/Degradação (Induzida por Humanos);Sim;Sim;Não;3;Sim;"DF; GO; MG; MT; SP; TO"
Fauna;Invertebrados Terrestres;Nymphalidae;Polygrapha suprema;Borboleta;Em Perigo (EN);EN;Mata Atlântica;"Assentamento Humano:cidades; Outras Atividades Econômicas:Turismo";Sim;Sim;Não;3;Sim;"MG; RJ; SP"
Fauna;Peixes Marinhos;Polyprionidae;Polyprion americanus;Cherne-poveiro ;Criticamente em Perigo (CR);CR;Marinho;Extracao Direta:Caça/Pesca;Sim;Sim;Sim;2;Não;"PR; RJ; RS; SC; SP"
Flora;Angiospermas;Orchidaceae;Polystachya rupicola;-;Criticamente em Perigo (CR);CR;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;ES
Flora;Pteridófitas;Dryopteridaceae;Polystichum bradei;-;Em Perigo (EN);EN;Mata Atlântica;Desastres Naturais;Sim;Não;Não;2;Sim;RJ
Fauna;Invertebrados Aquáticos;Ampullariidae;Pomacea sordida;Caramujo-de-água-doce;Em Perigo (EN);EN;Mata Atlântica;"Assentamento Humano:cidades; Poluição";Sim;Não;Não;2;Sim;RJ
Flora;Angiospermas;Violaceae;Pombalia strigoides;-;Em Perigo (EN);EN;Cerrado;Vazio;Sim;Sim;Não;2;Sim;GO
Fauna;Mamíferos;Pontoporiidae;Pontoporia blainvillei;Toninha;Criticamente em Perigo (CR);CR;Marinho;"Extracao Direta:Caça/Pesca; Poluição";Sim;Sim;Sim;3;Não;"BA; ES; PR; RJ; RS; SC; SP"
Flora;Angiospermas;Asteraceae;Porophyllum bahiense;-;Vulnerável (VU);VU;Caatinga;Agropecuária;Sim;Não;Não;2;Sim;BA
Flora;Angiospermas;Bromeliaceae;Portea alatisepala;-;Vulnerável (VU);VU;Mata Atlântica;Vazio;Sim;Não;Não;2;Sim;BA
Flora;Angiospermas;Bromeliaceae;Portea fosteriana;-;Em Perigo (EN);EN;Mata Atlântica;Vazio;Sim;Não;Não;2;Sim;ES
Flora;Angiospermas;Bromeliaceae;Portea grandiflora;-;Vulnerável (VU);VU;Mata Atlântica;Vazio;Sim;Não;Não;2;Sim;BA
Flora;Angiospermas;Bromeliaceae;Portea kermesina;-;Em Perigo (EN);EN;Mata Atlântica;Vazio;Sim;Não;Não;2;Sim;BA
Flora;Angiospermas;Bromeliaceae;Portea nana;-;Em Perigo (EN);EN;Mata Atlântica;Vazio;Sim;Não;Não;2;Sim;BA
Flora;Angiospermas;Portulacaceae;Portulaca hatschbachii;-;Em Perigo (EN);EN;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Informação não disponível;PR
Fauna;Aves;Rallidae;Porzana spiloptera;Sanã-cinza;Em Perigo (EN);EN;Pampa;"Agropecuária; Assentamento Humano:cidades; Especies Exoticas; Mineracao; Outras Atividades Econômicas:Transporte; Poluição; Queimadas";Não;Sim;Não;2;Não;RS
Fauna;Peixes Marinhos;Ariidae;Potamarius grandoculis;Desconhecido;Criticamente em Perigo (CR)/Possivelmente Extinto (PEX);CR/PEX;Marinho;Poluição;Não;Não;Sim;1;Sim;"ES; RJ"
Fauna;Peixes Continentais;Batrachoididae;Potamobatrachus trispinosus;Mangangá;Em Perigo (EN);EN;Amazônia;Outras Atividades Econômicas:Energia;Sim;Sim;Não;2;Sim;PA
Fauna;Invertebrados Aquáticos;Hydrobiidae;Potamolithus karsticus;Caramujo-de-caverna;Criticamente em Perigo (CR);CR;Mata Atlântica;"Agropecuária; Especies Exoticas; Mineracao; Outras Atividades Econômicas:Turismo; Poluição";Não;Não;Não;1;Sim;SP
Fauna;Invertebrados Aquáticos;Hydrobiidae;Potamolithus troglobius;Caramujo-de-caverna;Criticamente em Perigo (CR);CR;Mata Atlântica;"Agropecuária; Especies Exoticas; Mineracao; Outras Atividades Econômicas:Turismo; Poluição";Sim;Não;Não;3;Sim;SP
Flora;Angiospermas;Sapotaceae;Pouteria bapeba;"bapeba; bapeba-branca";Criticamente em Perigo (CR);CR;Mata Atlântica;Vazio;Sim;Não;Não;2;Sim;"BA; ES"
Flora;Angiospermas;Sapotaceae;Pouteria bullata;"guacá; guapeva; guapeva-vermelha";Em Perigo (EN);EN;Mata Atlântica;Agropecuária, Extração de Madeira;Sim;Não;Não;2;Informação não disponível;"BA; ES; PR; RJ; SP"
Flora;Angiospermas;Sapotaceae;Pouteria butyrocarpa;"cupão; fruta-de-manteiga; pão-do-mato";Criticamente em Perigo (CR);CR;Mata Atlântica;Extração de Madeira;Sim;Não;Não;2;Sim;"BA; ES"
Flora;Angiospermas;Sapotaceae;Pouteria coelomatica;"bapeba-branca; guapeba";Vulnerável (VU);VU;Mata Atlântica;Assentamentos Humanos: Cidades;Sim;Não;Não;2;Sim;"BA; ES; RJ"
Flora;Angiospermas;Sapotaceae;Pouteria decussata;preguiceira;Em Perigo (EN);EN;Amazônia;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;3;Sim;"AP; PA"
Flora;Angiospermas;Sapotaceae;Pouteria furcata;"goiaba-leiteira; tuturuba";Em Perigo (EN);EN;"Caatinga; Cerrado";Assentamentos Humanos: Cidades;Sim;Sim;Não;3;Sim;"MA; PI"
Flora;Angiospermas;Sapotaceae;Pouteria macahensis;"massaranduba; massaranduba-mirim";Em Perigo (EN);EN;Mata Atlântica;Queimadas, Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;"AL; BA; ES; RJ; SE"
Flora;Angiospermas;Sapotaceae;Pouteria multiflora;-;Vulnerável (VU);VU;Amazônia;Vazio;Sim;Não;Não;2;Não;"AC; PA"
Flora;Angiospermas;Sapotaceae;Pouteria oxypetala;-;Em Perigo (EN);EN;Mata Atlântica;Vazio;Sim;Não;Não;2;Sim;SP
Flora;Angiospermas;Sapotaceae;Pouteria pachycalyx;-;Vulnerável (VU);VU;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Informação não disponível;"ES; MT; PE"
Flora;Angiospermas;Sapotaceae;Pouteria petiolata;abiurana-cutiti;Vulnerável (VU);VU;Amazônia;Extração de Madeira;Sim;Não;Não;1;Não;"AM; PA"
Flora;Angiospermas;Sapotaceae;Pouteria vernicosa;"abiurana; abiurana-floribunda";Vulnerável (VU);VU;Amazônia;Barragens;Sim;Não;Não;2;Não;AM
Flora;Angiospermas;Sapotaceae;Pouteria virescens;abiurana;Em Perigo (EN);EN;Amazônia;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Não;"AM; PA"
Flora;Angiospermas;Sapotaceae;Pradosia granulosa;-;Vulnerável (VU);VU;Amazônia;Extração de Madeira, Mineração, Barragens;Sim;Não;Não;1;Sim;"MA; PA"
Flora;Angiospermas;Sapotaceae;Pradosia kuhlmannii;"buranhém; casca-doce";Em Perigo (EN);EN;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos), Agropecuária, Espécies Invasoras, Poluição, Assentamentos Humanos: Cidades;Sim;Não;Não;2;Sim;RJ
Flora;Angiospermas;Sapotaceae;Pradosia subverticillata;-;Vulnerável (VU);VU;Amazônia;Vazio;Sim;Não;Não;1;Sim;"AM; PA"
Flora;Angiospermas;Sapotaceae;Pradosia verticillata;-;Em Perigo (EN);EN;Amazônia;Barragens;Sim;Não;Não;2;Não;AM
Fauna;Invertebrados Terrestres;Nymphalidae;Prepona deiphile;Borboleta;Vulnerável (VU);VU;Mata Atlântica;"Agropecuária; Extracao Direta:Caça/Pesca";Sim;Não;Não;3;Sim;"ES; MG; PR; RJ; SC; SP"
Flora;Angiospermas;Gentianaceae;Prepusa hookeriana;-;Em Perigo (EN);EN;Mata Atlântica;Queimadas, Espécies Invasoras;Sim;Sim;Não;2;Sim;RJ
Flora;Angiospermas;Gentianaceae;Prepusa viridiflora;-;Em Perigo (EN);EN;Mata Atlântica;Espécies Invasoras, Queimadas;Sim;Não;Não;2;Sim;ES
Flora;Angiospermas;Apocynaceae;Prestonia solanifolia;-;Em Perigo (EN);EN;Mata Atlântica;Vazio;Sim;Não;Não;2;Informação não disponível;"MG; RJ; SP"
Flora;Briófitas;Bruchiaceae;Pringleella subulata;-;Em Perigo (EN);EN;Mata Atlântica;Agropecuária, Desenvolvimento e Infraestrutura, Queimadas;Sim;Não;Não;2;Sim;"MG; RJ"
Fauna;Mamíferos;Dasypodidae;Priodontes maximus;Tatu-canastra;Vulnerável (VU);VU;"Amazônia; Cerrado; Mata Atlântica; Pantanal";"Agropecuária; Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Transporte; Queimadas";Sim;Sim;Não;4;Não;"AC; AM; AP; BA; DF; ES; GO; MA; MG; MS; MT; PA; PI; RJ; RO; RR; SP; TO"
Fauna;Peixes Marinhos;Pristidae;Pristis pectinata;Peixe-serra;Criticamente em Perigo (CR);CR;Marinho;"Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais";Sim;Sim;Não;2;Não;"AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP"
Fauna;Peixes Marinhos;Pristidae;Pristis pristis;Peixe-serra;Criticamente em Perigo (CR);CR;Marinho;Extracao Direta:Caça/Pesca;Sim;Sim;Não;2;Não;"AP; MA; PA"
Fauna;Aves;Procellariidae;Procellaria aequinoctialis;Pardela-preta;Vulnerável (VU);VU;Marinho;"Especies Exoticas; Extracao Direta:Caça/Pesca; Poluição";Sim;Sim;Sim;3;Não;"BA; ES; PA; PR; RJ; RS; SC; SE; SP"
Fauna;Aves;Procellariidae;Procellaria conspicillata;Pardela-de-óculos;Vulnerável (VU);VU;Marinho;"Desastres Naturais; Especies Exoticas; Extracao Direta:Caça/Pesca; Poluição; Queimadas";Sim;Sim;Sim;3;Não;"BA; ES; PR; RJ; RS; SC; SE; SP"
Fauna;Répteis;Gymnophthalmidae;Procellosaurinus tetradactylus;Desconhecido;Em Perigo (EN);EN;Caatinga;"Assentamento Humano:cidades; Mineracao; Outras Atividades Econômicas:Energia";Sim;Não;Não;1;Sim;BA
Fauna;Anfíbios;Odontophrynidae;Proceratophrys moratoi;Desconhecido;Em Perigo (EN);EN;"Cerrado; Mata Atlântica";"Agropecuária; Assentamento Humano:cidades; Outras Atividades Econômicas: Barrages Abastecimento/Drenagem";Sim;Sim;Não;2;Sim;SP
Fauna;Anfíbios;Odontophrynidae;Proceratophrys palustris;Sapo;Criticamente em Perigo (CR);CR;Mata Atlântica;"Agropecuária; Mineracao";Não;Sim;Não;2;Sim;MG
Fauna;Anfíbios;Odontophrynidae;Proceratophrys sanctaritae;Sapofolha;Criticamente em Perigo (CR);CR;"Caatinga; Cerrado; Mata Atlântica";"Agropecuária; Extracao Florestal; Mudanca Na Dinamica Das Especies Nativas";Não;Sim;Não;2;Sim;BA
Fauna;Peixes Continentais;Prochilodontidae;Prochilodus britskii;Curimatã;Em Perigo (EN);EN;Amazônia;"Agropecuária; Assentamento Humano:cidades";Não;Sim;Não;2;Sim;MT
Fauna;Peixes Continentais;Prochilodontidae;Prochilodus vimboides;Desconhecido;Vulnerável (VU);VU;"Cerrado; Mata Atlântica";"Outras Atividades Econômicas:Turismo; Queimadas";Sim;Sim;Não;3;Sim;"BA; ES; MG; RJ; SP"
Fauna;Aves;Cotingidae;Procnias albus wallacei;Araponga-da-amazônia;Vulnerável (VU);VU;Amazônia;"Agropecuária; Mineracao";Sim;Sim;Não;3;Sim;"PA; RR"
Fauna;Invertebrados Terrestres;Olpiidae;Progarypus nigrimanus;Pseudoescorpião;Criticamente em Perigo (CR);CR;Mata Atlântica;"Outras Atividades Econômicas:Turismo; Poluição";Sim;Não;Não;1;Sim;SP
Fauna;Peixes Marinhos;Chaetodontidae;Prognathodes obliquus;Peixe-borboleta-de-são-pedro-e-são-paulo;Vulnerável (VU);VU;Marinho;"Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais; Mudanca Na Dinamica Das Especies Nativas; Outras Atividades Econômicas:Transporte; Poluição";Sim;Sim;Sim;3;Sim;PE
Flora;Angiospermas;Asteraceae;Proteopsis argentea;-;Vulnerável (VU);VU;Cerrado;Extração Direta;Sim;Sim;Não;2;Sim;MG
Flora;Angiospermas;Burseraceae;Protium bahianum;-;Em Perigo (EN);EN;Mata Atlântica;Assentamentos Humanos: Cidades;Sim;Não;Não;2;Sim;"BA; SE"
Flora;Angiospermas;Burseraceae;Protium giganteum var. crassifolium;-;Vulnerável (VU);VU;Amazônia;Agropecuária;Sim;Não;Não;1;Não;"AM; AP; PA"
Flora;Angiospermas;Burseraceae;Protium icicariba var. talmonii;-;Em Perigo (EN);EN;Mata Atlântica;Extração Direta, Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;BA
Flora;Angiospermas;Burseraceae;Protium inodorum;breu sem cheiro;Em Perigo (EN);EN;Amazônia;Agropecuária, Extração de Madeira;Sim;Não;Não;3;Não;"AP; PA"
Fauna;Invertebrados Terrestres;Chthoniidae;Pseudochthonius biseriatus;Pseudoescorpião;Criticamente em Perigo (CR);CR;Cerrado;"Assentamento Humano:cidades; Assentamento Humano:rurais";Sim;Não;Não;3;Sim;MG
Fauna;Invertebrados Terrestres;Hesperiidae;Pseudocroniades machaon seabrai;Borboleta;Criticamente em Perigo (CR);CR;Mata Atlântica;Assentamento Humano:cidades;Não;Sim;Não;1;Sim;RJ
Flora;Angiospermas;Orchidaceae;Pseudolaelia brejetubensis;-;Criticamente em Perigo (CR);CR;Mata Atlântica;Turismo/Recreação;Não;Não;Não;2;Sim;ES
Flora;Angiospermas;Orchidaceae;Pseudolaelia canaanensis;-;Vulnerável (VU);VU;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;"ES; MG"
Flora;Angiospermas;Orchidaceae;Pseudolaelia cipoensis;-;Criticamente em Perigo (CR);CR;Cerrado;Turismo/Recreação;Sim;Sim;Não;3;Sim;MG
Flora;Angiospermas;Orchidaceae;Pseudolaelia citrina;-;Em Perigo (EN);EN;Mata Atlântica;Turismo/Recreação, Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;"ES; MG"
Flora;Angiospermas;Orchidaceae;Pseudolaelia dutrae;-;Vulnerável (VU);VU;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;"ES; MG"
Flora;Pteridófitas;Lycopodiaceae;Pseudolycopodiella benjaminiana;-;Em Perigo (EN);EN;Cerrado;Vazio;Sim;Não;Não;2;Sim;"GO; MG; MT"
Fauna;Invertebrados Terrestres;Spirostreptidae;Pseudonannolene ambuatinga;Piolho-de-cobra;Em Perigo (EN);EN;Cerrado;Mineracao;Não;Não;Não;1;Sim;MG
Fauna;Invertebrados Terrestres;Spirostreptidae;Pseudonannolene gogo;Piolho-de-cobra;Vulnerável (VU);VU;Mata Atlântica;Mineracao;Não;Não;Não;0;Sim;MG
Fauna;Invertebrados Terrestres;Spirostreptidae;Pseudonannolene imbirensis;Piolho-de-cobra;Em Perigo (EN);EN;Cerrado;"Outras Atividades Econômicas:Turismo; Poluição Assoreamento";Sim;Não;Não;1;Sim;GO
Fauna;Invertebrados Terrestres;Spirostreptidae;Pseudonannolene spelaea;Piolho-de-cobra;Criticamente em Perigo (CR);CR;Amazônia;Mineracao;Não;Não;Não;1;Sim;PA
Fauna;Invertebrados Terrestres;Spirostreptidae;Pseudonannolene tocaiensis;Piolho-de-cobra;Criticamente em Perigo (CR);CR;Cerrado;Mudanca Na Dinamica Das Especies Nativas;Sim;Não;Não;1;Sim;SP
Fauna;Aves;Furnariidae;Pseudoseisura lophotes;Coperete;Vulnerável (VU);VU;Pampa;"Agropecuária; Extracao Florestal; Queimadas";Sim;Sim;Não;2;Não;RS
Fauna;Peixes Continentais;Loricariidae;Pseudotocinclus juquiae;Cascudinho-do-Juquiá;Criticamente em Perigo (CR);CR;Mata Atlântica;Poluição;Não;Sim;Não;1;Sim;SP
Fauna;Peixes Continentais;Loricariidae;Pseudotocinclus tietensis;Cascudinho-do-tietê ;Em Perigo (EN);EN;"Cerrado; Mata Atlântica";"Assentamento Humano:cidades; Poluição";Sim;Sim;Não;2;Sim;SP
Flora;Angiospermas;Iridaceae;Pseudotrimezia brevistamina;-;Criticamente em Perigo (CR);CR;Cerrado;Extração de Madeira;Sim;Sim;Não;3;Sim;MG
Flora;Angiospermas;Iridaceae;Pseudotrimezia concava;-;Criticamente em Perigo (CR);CR;Cerrado;Agropecuária;Sim;Sim;Não;2;Sim;MG
Flora;Angiospermas;Iridaceae;Pseudotrimezia elegans;-;Criticamente em Perigo (CR);CR;Cerrado;Agropecuária;Sim;Não;Não;2;Sim;MG
Flora;Angiospermas;Iridaceae;Pseudotrimezia gracilis;-;Criticamente em Perigo (CR);CR;Cerrado;Extração de Madeira;Sim;Sim;Não;3;Informação não disponível;MG
Flora;Angiospermas;Iridaceae;Pseudotrimezia synandra;-;Em Perigo (EN);EN;Cerrado;Agropecuária;Sim;Sim;Não;2;Informação não disponível;MG
Flora;Angiospermas;Iridaceae;Pseudotrimezia tenuissima;-;Em Perigo (EN);EN;Cerrado;Mineração;Sim;Sim;Não;2;Sim;MG
Flora;Angiospermas;Myrtaceae;Psidium giganteum;-;Em Perigo (EN);EN;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;SP
Flora;Angiospermas;Myrtaceae;Psidium reptans;-;Em Perigo (EN);EN;Mata Atlântica;Agropecuária, Espécies Invasoras;Sim;Não;Não;2;Sim;PR
Fauna;Aves;Psophiidae;Psophia dextralis;Jacamim-de-costas-marrons;Vulnerável (VU);VU;Amazônia;"Agropecuária; Extracao Direta:Caça/Pesca";Sim;Sim;Não;4;Sim;"MT; PA"
Fauna;Aves;Psophiidae;Psophia interjecta;jacamim-do-xingu;Vulnerável (VU);VU;Amazônia;"Agropecuária; Extracao Direta:Caça/Pesca";Sim;Sim;Não;4;Sim;PA
Fauna;Aves;Psophiidae;Psophia obscura;Jacamim-de-costas-escuras;Criticamente em Perigo (CR);CR;Amazônia;"Agropecuária; Extracao Direta:Caça/Pesca";Sim;Sim;Não;3;Sim;"MA; PA"
Flora;Angiospermas;Rubiaceae;Psychotria loefgrenii;-;Em Perigo (EN);EN;Mata Atlântica;Vazio;Sim;Não;Não;2;Sim;SP
Flora;Angiospermas;Rubiaceae;Psychotria microcarpa;-;Em Perigo (EN);EN;"Cerrado; Mata Atlântica";Vazio;Sim;Sim;Não;2;Informação não disponível;"MG; SP"
Flora;Angiospermas;Rubiaceae;Psychotria paludosa;-;Em Perigo (EN);EN;"Cerrado; Mata Atlântica";Vazio;Não;Não;Não;1;Sim;"MG; SP"
Fauna;Invertebrados Terrestres;Theraphosidae;Pterinopelma sazimai;Aranha-caranguejeira;Vulnerável (VU);VU;"Caatinga; Cerrado";"Extracao Direta:Caça/Pesca; Mineracao; Queimadas";Sim;Não;Não;3;Sim;"BA; MG"
