Familia	nomeCientifico	Autor	Categoria	Criterio
Podostemaceae	Apinagia yguazuensis	Chodat & Vischer	CR	B1ab(iii)+2ab(iii)
Podostemaceae	Marathrum azarensis	Tur	CR	B1ab(i,ii,iii)+2ab(i,ii)
Podostemaceae	Podostemum comatum	Hicken	EN	B2b(i,ii,iii,iv)c(i)
Podostemaceae	Podostemum irgangii	C. Philbrick & Novelo	CR	B2b(i,ii,iii,iv)c(i,ii)
Polygalaceae	Polygala selaginoides	A. W. Ben.	VU	D2
Polygonaceae	Coccoloba argentinensis	Speg.	VU	B1ab(i,ii,iii)
Pontederiaceae	Heteranthera limosa	(Sw.) Willd.	EN	B2ab(ii)
Pontederiaceae	Heteranthera zosterifolia	Mart.	EN	B2ab(ii)
Pontederiaceae	Pontederia subovata	(Seub.) Lowden	EN	B1ab(i)+2ab(ii)
Portulacaceae	Portulaca papulifera	D. Lengrand	CR	B2ab(i,ii,iii)
Potamogetonaceae	Potamogeton ferrugineus	Hagstr.	EN	B2ab(iii,iv)
Potamogetonaceae	Potamogeton gayi	A.Benn.	EN	B2ab(iii)
Potamogetonaceae	Potamogeton illinoensis	Morong	EN	B2ab(iii); E	
Potamogetonaceae	Potamogeton montevidensis	A.Benn.	EN	B2ab(iii,iv); E
Potamogetonaceae	Potamogeton polygonus	Cham. & Schltdl.	EN	B2ab(iii)
Potamogetonaceae	Potamogeton pusillus	L.	EN	B2ab(ii,iv)
Potamogetonaceae	Potamogeton spirilliformis	Hagstr.	CR	E
Potamogetonaceae	Stuckenia pectinata	(L.) Börner	EN	B1ac(iii)+2ab(iv); E
Proteaceae	Euplassa nebularis	Rambo & Sleumer	EN	B1ab(i,iii)
Rhamnaceae	Colletia paradoxa	(Spreng.) Escalante	VU	A3c
Rhamnaceae	Colubrina glandulosa var reitzii	(M.C. Johnst.) M.C. Johnst.	VU	B1ab(iii)
Rhamnaceae	Condalia buxifolia	Reissek	VU	A3c
Rhamnaceae	Discaria americana	Gillies & Hooker	VU	A3c
Rhamnaceae	Rhamnus sphaerosperma var.	pubescens (Reissek) M.C.Johnst.	VU	B1ab(iii)
Rubiaceae	Bathysa australis	(A. St.-Hil.) K.Schum.	EN	B1ab(i,ii,iii)
Rubiaceae	Hillia parasitica	Jacq.	EN	B1ab(i,ii,iii)
Rubiaceae	Manettia verticillata	Wernham	VU	A4a
Rutaceae	Esenbeckia hieronymi	Engl.	CR	A2ce+4ce
Salicaceae	Azara uruguayensis	(Speg.) Sleumer	VU	A3c
Santalaceae	Phoradendron berteroanum	(DC.) Griseb.	CR	D
Santalaceae	Phoradendron habrostachyum	Eichler	CR	D
Santalaceae	Phoradendron hexastichum	(DC.) Griseb.	EN	D
Santalaceae	Phoradendron inaequidentatum	Rusby	CR	D
Santalaceae	Phoradendron undulatum	(Pohl ex DC.) Eichler	EN	D
Sapindaceae	Allophylus puberulus	(Cambess.) Randlk.	VU	A2c+4c
Simaroubaceae	Castela tweediei	Planch.	EN	B2ab(iii)
Simaroubaceae	Picramnia parvifolia	Engl.	VU	A4c
Simaroubaceae	Picramnia sellowii	Planch.	VU	A4c; B1ab(i,iii)
Simaroubaceae	Picrasma crenata	(Vell.) Engl.	VU	A2c+4c; B1ab(iii)
Smilacaceae	Smilax quinquenervia	Vell.	VU	B1ab(iii)
Solanaceae	Athenaea picta	(Mart.) Sendtn.	EN	B1ab(i,ii,iii,iv)
Solanaceae	Calibrachoa cordifolia	Stehmann & L.W. Aguiar	CR	B1ab(i,ii,iii)
Solanaceae	Calibrachoa humilis	(R.E. Fr.) Stehmann & Semir	VU	B1ab(i,ii,iii)
Solanaceae	Calibrachoa irgangiana	Stehmann	CR	B1ab(i,ii,iii)
Solanaceae	Calibrachoa linoides	(Sendtn.) Wijsman	EN	B1ab(i,ii,iii)
Solanaceae	Calibrachoa missionica	Stehmann & Semir	EN	B1ab(i,ii,iii)
Solanaceae	Calibrachoa pygmaea	(R.E.Fr.) Wijsman	EN	B2b(i,ii)c(i,ii); E
Solanaceae	Calibrachoa thymifolia	(A. St.-Hil.) Stehmann & Semir	CR	B1ab(i,ii,iii)
Solanaceae	Dyssochroma longipes	(Sendt.) Miers	EN	B1ab(i,ii,iii,iv)
Solanaceae	Lycianthes rantonnei	(Carrière) Bitter	CR	B1ab(iii)
Solanaceae	Nicotiana mutabilis	Stehmann & Semir	EN	B1ab(i,ii,iii)
Solanaceae	Nierembergia pinifolia	Miers	CR	B1ab(i,ii,iii)
Solanaceae	Petunia exserta	Stehmann	CR	B1ab(i,ii,iii)
Solanaceae	Petunia secreta	Stehmann & Semir	CR	B1ab(i,ii,iii)
Solanaceae	Sessea regnellii	Taub.	CR	B1ab(i,ii,iii)+2ab(i,ii,iii)
Solanaceae	Sessea vestioides	(Schltdl.) Hunz.	EN	B1ab(iii)
Solanaceae	Solandra grandiflora	Sw.	CR	B1b(i,ii,iii,iv)
Solanaceae	Solanum affine	Sendtn.	CR	B1ab(i,ii,iii)
Solanaceae	Solanum alatirameum	Bitter	EN	B1ab(i,ii,iii,iv)
Solanaceae	Solanum amygdalifolium	Steud.	VU	A2ce+3ce+4c; B2b(iii,iv)c(ii,iii)
Solanaceae	Solanum aparadense	L.A. Mentz & M. Nee	EN	B1ab(i,ii,iii,iv)
Solanaceae	Solanum arenarium	Sendtn.	EN	B2ab(i,ii,iii)
Solanaceae	Solanum chacoense	Bitter	EN	B1ab(i,ii,iii,iv)
Solanaceae	Solanum delicatulum	L.B. Sm. & Downs	EN	B2ab(i,ii,iii,iv)
Solanaceae	Solanum diploconos	(Mart.) Bohs	EN	B1ab(i,ii,iii,iv)
Solanaceae	Solanum fusiforme	L.B. Sm. & Downs	EN	B2ab(i,ii,iii,iv)
Solanaceae	Solanum neei	Chiarini & L.A. Mentz	EN	A2c; B2ab(i,ii,iii,iv)
Solanaceae	Solanum reitzii	L.B. Sm. & Downs	EN	B1ab(i,ii,iii,iv)
Solanaceae	Solanum sciadostylis	(Sendtn.) Bohs	EN	B1ab(i,ii,iii,iv)
Solanaceae	Solanum viscosissimum	Sendtn.	EN	B1ab(i,ii,iii,iv)
Solanaceae	Solanum wacketii	Witasek	EN	B1ab(i,ii,iii,iv)
Styracaceae	Styrax acuminatus	Pohl	EN	B1ab(i,iii)
Theaceae	Laplacea fructicosa	(Schrader) Kobuski	EN	B1ab(i,iii)
Triuridaceae	Triuris hyalina	Miers	CR	B2ab(iii)
Urticaceae	Pilea aparadensis	P. Brack	EN	B1ab(ii)c(ii)+2ab(ii)
Urticaceae	Pilea flammula	P. Brack	EN	B2ab(ii)
Urticaceae	Pilea hilariana	Weddel	VU	B1ab(ii)c(ii,iv)+2ab(ii)
Urticaceae	Pilea hydra	P. Brack	EN	B1ab(ii); C2a(i); D
Urticaceae	Urera nitida	(Vell.) Brack	VU	B1ab(ii)
Verbenaceae	Aloysia virgata	(Ruiz & Pav.) Pers.	EN	B1ab(i,ii,iii)
Verbenaceae	Glandularia guaibensis	P. Peralta & Thode	CR	B1ab(i,ii,iii)
Verbenaceae	Glandularia guaranitica	Tronc.	VU	B1ab(iii)
Verbenaceae	Glandularia hasslerana	(Briq.) Troncoso	VU	B1ab(i,ii,iii)
Verbenaceae	Glandularia herteri	(Moldenke) Tronc.	CR	B1ab(i,ii,iii)
Verbenaceae	Glandularia jordanensis	(Moldenke) O'Leary & P.Peralta	EN	B1ab(i,ii,iii)
Verbenaceae	Glandularia megapotamica	(Spreng.) Cabrera & Dawson	CR	B2ab(i,ii,iii)
Verbenaceae	Glandularia nana	(Moldenke) Tronc.	CR	B1ab(i,ii,iii)
Verbenaceae	Glandularia platensis	(Spreng.) Schnack & Covas	VU	D2
Verbenaceae	Glandularia pulchra	(Moldenke) Botta	CR	B1ab(i,iii)
Verbenaceae	Glandularia rectiloba	(Moldenke) P. Peralta & Thode	CR	B1ab(i,ii,iii)
Verbenaceae	Lippia angustifolia	Cham.	EN	B1ab(i,ii,iii)
Verbenaceae	Lippia coarctata	Tronc.	EN	B1ab(i,iii)
Verbenaceae	Lippia ekmanii	Moldenke	VU	B1ab(i,ii,iii)
Verbenaceae	Lippia villafloridana	Kuntze	EN	B1ab(i,ii,iii)	
Verbenaceae	Recordia reitzii	(Moldenke) Thode & O'Leary	EN	B1ab(iii)
Verbenaceae	Verbena intercedens	Briq.	VU	B1ab(i,ii,iii)
Verbenaceae	Verbena ovata	Cham.	EN	B1ab(i,ii,iii)
Violaceae	Viola gracillima	A.St.-Hil.	CR	B2ab(iii,iv)
Vochysiaceae	Callistene inundata	Bueno, Magalhães & Nilson	EN	A1c; B1ab(i,ii,iii)+2ab(ii,iii); C1; D; E
Winteraceae	Drimys angustifolia	Miers	VU	B1b(ii,iii,v)c(iii)
Xyridaceae	Xyris capensis	Thunb.	VU	B1ab(ii,iii)
Xyridaceae	Xyris filifolia	L.A. Nilsson	CR	B2ab(i,iii)
Xyridaceae	Xyris guaranitica	Malme	VU	B1ab(i,ii,iii)
Xyridaceae	Xyris rigida	Kunth	EN	B1ab(i,ii,iii)
Xyridaceae	Xyris teres	L.A. Nilsson	VU	B1ab(i,ii,iii)
Xyridaceae	Xyris vacillans	Malme	EN	B1ab(i,ii,iii)
Araucariaceae	Araucaria angustifolia	(Bert.) O. Ktze.	VU	A2cd+3cd+4c; E
Ephedraceae	Ephedra tweediana	Fish. & C.A. Mey.	VU	A2c; B1b(ii,iii)c(ii)+2b(ii,iii)c(iii)
Podocarpaceae	Podocarpus sellowii	Klotzsch ex Endl.	CR	B1ab(ii,iii)
Anemiaceae	Anemia warmingii	Plantl	EN	B1ab(i,iv)
Aspleniaceae	Asplenium abscissum	Willd.	CR	B2ab(i,ii,iii)
Aspleniaceae	Asplenium alatum	Humb. & Bonpl. ex Willd.	CR	B2ab(i,ii,iii)
Aspleniaceae	Asplenium auriculatum	Sw.	CR	B2ab(i,ii,iii)
Aspleniaceae	Asplenium bradei	Rosenst.	VU	B1ab(i,ii,iii)
Aspleniaceae	Asplenium mucronatum	C. Presl	VU	B1ab(i,ii,iii)
Athyriaceae	Athyrium dombeyi	Desv.	EN	B1ab(i,ii,iii)
Athyriaceae	Diplazium riedelianum	(Bong. ex Kuhn) Kuhn ex C. Chr.	EN	B2ab(i,ii,iii)
Blechnaceae	Blechnum divergens	Mett.	CR	B2ab(i,ii,iii)
Blechnaceae	Blechnum gracile	Kaulf.	VU	A2c
Blechnaceae	Blechnum lehmannii	Hieron.	CR	B2ab(i,ii,iii)
Blechnaceae	Blechnum mochaenum var. squamipes	de la Sota	CR	B2ab(iii)
Blechnaceae	Blechnum penna-marina	(Poiret) Jun	VU	B1b(i,iii)
Blechnaceae	Blechnum usterianum	(Christ) C. Chr.	EN	B2ab(ii,iii)
Cyatheaceae	Alsophila capensis subsp. polypodioides	(Sw.) Conant	EN	B1ab(ii,iii)
Cyatheaceae	Cyathea corcovadensis	(Raddi) Domin	VU	B1ab(i,ii,iii)
Cyatheaceae	Cyathea phalerata	Mart.	CR	B2ab(ii,iii)
Cystopteridaceae	Cystopteris fragilis	(L.) Benth.	VU	A2c
Dicksoniaceae	Dicksonia sellowiana	Hook.	VU	A2ce
Dryopteridaceae	Ctenitis oreocharis	(Sehnem) R. Bueno	VU	A4c
Dryopteridaceae	Elaphoglossum beaurepairei	(Fée) Brade	EN	B1ab(i,ii,iii)
Dryopteridaceae	Elaphoglossum dutraei	Brade	CR	B2ab(iii)
Dryopteridaceae	Elaphoglossum macrophyllum	(Mett. ex Kuhn) Christ	EN	B1ab(i,ii,iii)+2ab(i,ii,iii)
Dryopteridaceae	Elaphoglossum montanum	Kieling-Rubio & P.G.Windisch	EN	B1ab(i,ii,iii)
Dryopteridaceae	Elaphoglossum scolopendrifolium	(Raddi) J. Sm.	EN	A2c
Dryopteridaceae	Elaphoglossum ulei	Christ	CR	B2ab(iii)
Dryopteridaceae	Polystichum laniceps	Rosenst.	CR	B2ab(iii)
Dryopteridaceae	Polystichum opacum	Rosenst.	EN	A2c
Dryopteridaceae	Rumohra turficola	R.M. Senna	CR	B2ab(i,ii)
Gleicheniaceae	Gleichenella pectinata	(Willd.) Ching	EN	B1ab(i,ii,iii)
Hymenophyllaceae	Hymenophyllum delicatulum	Sehnem	VU	B2ab(ii,iii)
Hymenophyllaceae	Hymenophyllum magellanicum	Willd. ex Kunze	VU	B2ab(ii)
Hymenophyllaceae	Hymenophyllum peltatum	(Poir.) Desv.	VU	D2
Hymenophyllaceae	Trichomanes cristatum	Kaulf.	EN	B1b(ii,iii)
Isoetaceae	Isoetes fusco-marginata	H.P. Fuchs	VU	D2
Isoetaceae	Isoetes maxima	Hickey, Macluf & Link-Pérez	VU	D2
Isoetaceae	Isoetes mourabaptistae	J.B.S. Pereira, P.G.Windisch, Lorscheitter & Labiak	EN	B1ab(ii,iii)
Isoetaceae	Isoetes sehnemii	H.P. Fuchs	CR	B2ab(ii,iii)
Lycopodiaceae	Phlegmariurus erythrocaulon	(Fée) B.Øllg.	VU	D2
Lycopodiaceae	Pseudolycopodiella carnosa	(Silveira) Holub	VU	D2
Lygodiaceae	Lygodium volubile	Sw.	VU	D2
Marattiaceae	Eupodium kaulfussii	(J. Sm.) J. Sm.	VU	B2ab(i,ii,iii)
Marsileaceae	Regnellidium diphyllum	Lindm.	VU	A3c
Ophioglossaceae	Botrychium virginianum	(L.) Sw.	VU	A4ac
Ophioglossaceae	Ophioglossum palmatum	Plum.	VU	B2ab(i,ii,iii)
Ophioglossaceae	Osmundastrum cinnamomeum	(L.) C. Presl	VU	B2ab(i,ii,iii)
Plagiogyriaceae	Plagiogyria fialhoi	(Glaz. & Fee) Copel.	EN	A2c
Polypodiaceae	Ceradenia albidula	(Baker) L.E. Bishop	EN	B1ab(i,ii,iii)+2ab(i,ii,iii)
Polypodiaceae	Lellingeria brevistipes	(Mett. ex Kuhn) A.R.Sm. & R.C. Moran	VU	B1ab(i,iii)
Polypodiaceae	Lellingeria itatimensis	(C. Chr.) A.R. Sm. & R.C.Moran	EN	B1ab(iii)
Polypodiaceae	Pecluma truncorum	(Lindm.) Price	VU	A3c
Pteridaceae	Adiantopsis cheilanthoides	R.M. Senna	CR	B2ab(iii)
Pteridaceae	Adiantum latifolium	Lam.	VU	D2
Pteridaceae	Cheilanthes juergensii	Rosenst.	EN	B2ab(ii,iii)
Pteridaceae	Doryopteris crenulans	(Fée) Christ	EN	B1ab(ii,iii)
Pteridaceae	Doryopteris lomariacea	Klotzsch	EN	B1ab(i,ii,iii)
Pteridaceae	Eriosorus areniticola	Schwartsb. & Labiak	CR	B2ab(i,ii,iii)
Pteridaceae	Jamesonia osteniana	(Dutra) J.G. Gastony	EN	B1ab(i,ii,iii)
Pteridaceae	Microlepia speluncae	(L.) Moore	VU	D2
Pteridaceae	Polytaenium lineatum	(Sw.) J.Sm.	EN	B1ab(i,iii)
Pteridaceae	Vittaria scabrida	Klotzsch	CR	A3c
Schizaeaceae	Actinostachys subtrijuga	(Mart.) C. Presl	CR	B2ab(iii)
Schizaeaceae	Schizaea elegans	(Vahl) Sw.	VU	D2
Thelypteridaceae	Thelypteris podotricha	(Sehnem) Ponce	CR	B2ab(iii)
Archidiaceae	Archidium tenerrimum	Mitt.	EN	B1ab(i,ii,iii)
Balantiopsidaceae	Balantiopsis	crocea Herzog	VU	D2
Bartramiaceae	Leiomela bartramioides	(Hook.) Paris	VU	D2
Bryaceae	Bryum chryseum	Mitt.	VU	D2; E
Fissidentaceae	Fissidens amoenus	Müll. Hal.	VU	D2
Grimmiaceae	Grimmia laevigata	(Brid.) Brid.	VU	D2
Hedwigiaceae	Braunia plicata	(Mitt.) A. Jaeger	VU	D2
Leugeniaceae	Sclerodontium clavinerve	(Müll. Hal.) H.A. Crum	EN	B1ab(iii)
Orthotrichaceae	Schlotheimia appressifolia	Mitt.	VU	B1ab(i,ii,iii)
Pilotrichaceae	Callicostella guatemalensis	(Bartr.) Florsch.-de Waard	VU	D2
Pottiaceae	Pleurochaete luteola	(Besch.) Thér.	VU	D2
Pottiaceae	Weissia riograndense	(Broth.) R.H. Zander	VU	B1ab(iii)
Ricciaceae	Riccia jovet-astiae	E. Vianna	VU	B1ab(iii); D2
Ricciaceae	Riccia taeniaeformis	Jovet-Ast	VU	D2
Sphaerocarpaceae	Sphaerocarpos mucilloi	E. Vianna	CR	B1ab(iii)
Asteraceae	Trichocline maxima	Less.	RE
Cyperaceae	Rhynchospora latibracteata	Guagl.	RE
Cyperaceae	Rhynchospora pseudomacrostachya	Gerry Moore, Guagl. & Zartman	EX
Dioscoreaceae	Dioscorea microcephala	Uline	EX
Dioscoreaceae	Dioscorea sellowiana	Uline ex R. Knuth	EX
Fabaceae	Aeschynomene selloi	Vogel	RE
Fabaceae	Lathyrus hasslerianus	Burkart	RE
Fabaceae	Lathyrus hookeri	G. Don	RE
Fabaceae	Mimosa bracteolaris	Benth.	EX
Fabaceae	Neptunia pubescens	Benth.	RE
Fabaceae	Senna leiophylla	(Vogel) H.S. Irwin & Barneby	RE
Fabaceae	Vicia pampicola	Burkart	RE
Malvaceae	Pavonia belophylla	Hochr.	RE
Poaceae	Melica argyrea	Hack. ex Stuck.	RE
Santalaceae	Arjona megapotamica	Malme	RE
Violaceae	Hybanthus paraguariensis	(Chodat) Schulze-Menz	RE
Violaceae	Hybanthus velutinus	Schulze-Menz	RE
Aspleniaceae	Asplenium balansae	(Baker) Sylvestre	RE
Aspleniaceae	Asplenium resiliens	Kunze	RE
Dennstaedtiaceae	Hypolepis acantha	Schwartsb.	RE
Dennstaedtiaceae	Hypolepis rugosula subsp. pradoana	Schwartsb.	RE
Dryopteridaceae	Ctenitis abyssi	(Sehnem) Salino & Morais	EX
Isoetaceae	Isoetes brasiliensis	H.P. Fuchs	RE
Isoetaceae	Isoetes ramboi	Herter	EX
Isoetaceae	Isoetes weberi	Herter	RE
Lycopodiaceae	Austrolycopodium erectum	(Philippi) Holub	RE
Lygodiaceae	Lygodium venustum	Sw.	RE
Marsileaceae	Pilularia americana	A. Braun	RE
Pteridaceae	Anogramma lorentzii	(Hieron.) Diels	RE
Pteridaceae	Doryopteris juergensii	Rosenst.	EX
Amaranthaceae	Alternanthera micrantha	R.E. Fr.	NT	B1b(iii,v)c(iv)
Amaranthaceae	Alternanthera paronychioides	A. St.-Hil.	NT	B1b(i)c(i)
Amaranthaceae	Chamissoa acuminata	Mart.	NT	A2ab
Amaranthaceae	Gomphrena graminea	Moq.	NT	A2acd
Amaranthaceae	Gomphrena perenis	L.	NT	B1b(i,ii,iii)
Amaranthaceae	Gomphrena vaga	Mart.	NT	B1b(i,ii,iii)
Amaranthaceae	Pfaffia gnaphaloides	(L. f.) Mart.	NT	A2a
Apiaceae	Eryngium divaricatum	Hook. & Arn.	NT	B1ab(i,ii,iii)
Asteraceae	Mikania hastato-cordata	Malme	NT	B1ab(iii)
Asteraceae	Moquiniastrum cordatum	(Less. ) G. Sancho	NT	B1ab(iii)
Asteraceae	Schlechtendahlia luzulifolia	Less.	NT	B1ab(iii)
Bignoniaceae	Jacaranda puberula	Cham.	NT	A1ac
Bromeliaceae	Bromelia balansae	Mez	NT	B1ab(iii)
Bromeliaceae	Tillandsia mallemontii	Glaz. ex Mez	NT	B1ab(iii)
Bromeliaceae	Tillandsia streptocarpa	Baker	NT	B1ab(iii)
Bromeliaceae	Vriesea carinata	Wawra	NT	B1ab(iii)
Bromeliaceae	Vriesea gigantea	Gaudich.	NT	B1ab(iii)
Bromeliaceae	Vriesea platynema	Gaudich.	NT	B1ab(iii)
Caricaceae	Jacaratia spinosa	(Aubl.) A. DC.	NT	B1ab(i,ii,iii)
Celastraceae	Maytenus aquifolia	Mart.	NT	B1ab(iii)
Convolvulaceae	Convolvulus hasslerianus	(Chodat) O'Donell	NT	B1ab(i,ii,iii)
Cunoniaceae	Weinmannia paulliniifolia	Pohl ex Ser.	NT	A1ab; B1b(i,ii); C1; D
Fabaceae	Inga lentiscifolia	Benth.	NT	A3c
Gentianaceae	Voyria aphylla	(Jacq.) Pers.	NT	B1ab(i,ii,iii)
Hypericaceae	Hypericum mutilum	L.	NT	B1b(iii)c(ii)
Iridaceae	Herbertia quareimana	Ravenna	NT	B1ab(iii)
Lauraceae	Nectantra grandiflora	Nees	NT	B1ab(ii,iii)
Lauraceae	Ocotea elegans	Mez	NT	A1a
Onagraceae	Fuchsia regia	(Vell.) Munz	NT	B1ab(iii)
Passifloraceae	Passiflora edulis	Sims	NT	B1ab(iii)
Passifloraceae	Passiflora tricuspis	Mast.	NT	B1ab(iii)
Poaceae	Chusquea mimosa ssp. australis	L.G. Clark	NT	B1b(i,iii)
Poaceae	Melica brevicoronata	Roseng., B.R. Arrill. & Izag.	NT	B1ab(iii)
Santalaceae	Phoradendron argentinum	Urb.	NT	D2
Solanaceae	Bouchetia anomala	(Miers) Britton & Rusby	NT	B1b(i,ii)
Solanaceae	Calibrachoa heterophylla	(Sendtn.) Wijsman	NT	B1ab(iii)
Solanaceae	Cestrum bracteatum	Link & Otto	NT	B1ab(i,ii,iii)
Solanaceae	Nierembergia micrantha	Cabrera	NT	B1ab(i,ii,iii)
Violaceae	Viola cerasifolia	A. St.-Hil.	NT	B1ab(iii)
Violaceae	Viola subdimidiata 	A. St.-Hil.	NT	A2c
Cryphaeaceae	Cryphaea filiformis	(Hedw.) Brid.	NT	B1ab(iii)
Bryopteridaceae	Bryopteris diffusa	(Sw.) Nees	NT	B1ab(iii)
Lunulariaceae	Lunularia cruciata	(L.) Dumort. ex Lindenb.	NT	B1ab(iii)
Ricciaceae	Riccia cavernosa	Hoffm.	NT	B1ab(iii)
