"Supplied Name","guid","scientificName","family","kingdom","family","status","statusSource"
"Ischnosiphon gracilis (Rudge) Körn.","337291","Ischnosiphon gracilis","Marantaceae",,"Marantaceae","V","Vulnerável"
"Campomanesia macrobracteolata Landrum  ","340131","Campomanesia macrobracteolata","Myrtaceae",,"Myrtaceae","EN","Em Perigo"
"Canistropsis albiflora (L. B. Sm.) H. Luther & Leme","327334","Canistropsis albiflora","Bromeliaceae",,"Bromeliaceae","V","Vulnerável"
"Jacobinia clausseniana (Nees) Profice",,,,,,"V","Vulnerável"
"Cryptanthus caulescens I. Ramírez","327456","Cryptanthus caulescens","Bromeliaceae",,"Bromeliaceae","V","Vulnerável"
"Pleurothallis  tigridens Loefgr.","345335","Pleurothallis tigridens","Orchidaceae",,"Orchidaceae","CR","CriticamEm Perigote em Perigo"
"Salvia espirito-santensis Brade & Barb. Per.","334298","Salvia espirito-santensis","Lamiaceae",,"Lamiaceae","CR","CriticamEm Perigote em Perigo"
"Miconia rimalis Naudin","338513","Miconia rimalis","Melastomataceae",,"Melastomataceae","V","Vulnerável"
"Ischnosiphon ovatus Körn.","337295","Ischnosiphon ovatus","Marantaceae",,"Marantaceae","EN","Em Perigo"
"Oxalis mandiocana Raddi","274257","Oxalis mandioccana","Oxalidaceae",,"Oxalidaceae","V","Vulnerável"
"Palicourea veterinariorum Kirkbride","279706","Palicourea veterinariorum","Rubiaceae",,"Rubiaceae","CR","CriticamEm Perigote em Perigo"
"Begonia rufa Thunb.","313730","Begonia rufa","Begoniaceae",,"Begoniaceae","EN","Em Perigo"
"Vanhouttea calcarata Lem.","333250","Vanhouttea calcarata","Gesneriaceae",,"Gesneriaceae","V","Vulnerável"
"Elaphoglossum beaurepairei (Fée) Brade","360608","Elaphoglossum beaurepairei","Dryopteridaceae",,"Dryopteridaceae","V","Vulnerável"
"Syagrus ruschiana (Bondar) Glassman","353452","Syagrus ruschiana","Arecaceae",,"Arecaceae","V","Vulnerável"
"Calathea cylindrica (Roscoe) K. Schum.","337139","Calathea cylindrica","Marantaceae",,"Marantaceae","V","Vulnerável"
"Vriesea colnagoi E. Pereira & I. A. Penna","328807","Vriesea colnagoi","Bromeliaceae",,"Bromeliaceae","V","Vulnerável"
"Maxillaria phoenicanthera Barb. Rodr.  ","363370","Maxillaria phoenicanthera","Orchidaceae",,"Orchidaceae","V","Vulnerável"
"Scaphyglottis prolifera Cogn.","345782","Scaphyglottis prolifera","Orchidaceae",,"Orchidaceae","EN","Em Perigo"
"Lessingianthus elegans (Gardner) H. Rob.","312731","Lessingianthus elegans","Asteraceae",,"Asteraceae","V","Vulnerável"
"Oncidium kautskyi Pabst","363845","Oncidium kautskyi","Orchidaceae",,"Orchidaceae","CR","CriticamEm Perigote em Perigo"
"Phymatidium aquinoi Schltr.","345090","Phymatidium aquinoi","Orchidaceae",,"Orchidaceae","CR","CriticamEm Perigote em Perigo"
"Polygala santosii Wurdack",,,,,,"V","Vulnerável"
"Huperzia fontinaloides (Spring) Trevis.","348240","Huperzia fontinaloides","Lycopodiaceae",,"Lycopodiaceae","V","Vulnerável"
"Alcantarea benzingii Leme","327100","Alcantarea benzingii","Bromeliaceae",,"Bromeliaceae","V","Vulnerável"
"Hyptidendron asperrimum (Epling) Harley","333904","Hyptidendron asperrimum","Lamiaceae",,"Lamiaceae","EN","Em Perigo"
"Rodriguezia obtusifolia (Lindl.) Rchb. f.  ","345652","Rodriguezia obtusifolia","Orchidaceae",,"Orchidaceae","V","Vulnerável"
"Standleya kuhlmannii Brade","280322","Standleya kuhlmanni","Rubiaceae",,"Rubiaceae","CR","CriticamEm Perigote em Perigo"
"Vriesea kautskyana E. Pereira & I. A. Penna","328948","Vriesea kautskyana","Bromeliaceae",,"Bromeliaceae","V","Vulnerável"
"Vellozia nuda L. B. Sm. & Ayensu","350880","Vellozia nuda","Velloziaceae",,"Velloziaceae","EN","Em Perigo"
"Oxalis blackii Lourteig","274154","Oxalis blackii","Oxalidaceae",,"Oxalidaceae","EN","Em Perigo"
"Bunchosia macilenta Dobson  ","335751","Bunchosia macilenta","Malpighiaceae",,"Malpighiaceae","V","Vulnerável"
"Duguetia sooretamae Maas","375518","Duguetia sooretamae","Annonaceae",,"Annonaceae","EN","Em Perigo"
"Orthophytum duartei L. B. Sm.","328320","Orthophytum duartei","Bromeliaceae",,"Bromeliaceae","CR","CriticamEm Perigote em Perigo"
"Bulbophyllum plumosum (Barb. Rodr.) Cogn.","342975","Bulbophyllum plumosum","Orchidaceae",,"Orchidaceae","CR","CriticamEm Perigote em Perigo"
"Cryptophoranthus kautskyi Pabst","313825","Cryptophoranthus kautskyi","Orchidaceae",,"Orchidaceae","EN","Em Perigo"
"Cryptanthus correia-araujoi Leme","327461","Cryptanthus correia-araujoi","Bromeliaceae",,"Bromeliaceae","V","Vulnerável"
"Marlierea sucrei G. M. Barroso & A. L. Peixoto","341020","Marlierea sucrei","Myrtaceae",,"Myrtaceae","EN","Em Perigo"
"Begonia valdensium A. DC.","326617","Begonia valdensium","Begoniaceae",,"Begoniaceae","V","Vulnerável"
"Apteria aphylla (Nutt.) Barnhart ex Small","376269","Apteria aphylla","Burmanniaceae",,"Burmanniaceae","CR","CriticamEm Perigote em Perigo"
"Vriesea menescalii E. Pereira & Leme","328980","Vriesea menescalii","Bromeliaceae",,"Bromeliaceae","EN","Em Perigo"
"Salvia itaguassuensis Brade & Barb. Per.","360114","Salvia itaguassuensis","Lamiaceae",,"Lamiaceae","CR","CriticamEm Perigote em Perigo"
"Nematanthus fornix (Vell.) Chautems","332962","Nematanthus fornix","Gesneriaceae",,"Gesneriaceae","EN","Em Perigo"
"Aneura latissima Spruce",,,,,,"V","Vulnerável"
"Serjania divaricocca Somner","333192","Serjania divaricocca","Sapindaceae",,"Sapindaceae","EN","Em Perigo"
"Aechmea mutica L. B. Sm.","326961","Aechmea mutica","Bromeliaceae",,"Bromeliaceae","V","Vulnerável"
"Sciadotaenia acutifolium Krukoff & Barneby","339376","Sciadotenia acutifolia","Menispermaceae",,"Menispermaceae","V","Vulnerável"
"Cryptanthus maritimus L. B. Sm.","327513","Cryptanthus maritimus","Bromeliaceae",,"Bromeliaceae","V","Vulnerável"
"Epidendrum ecostatum Pabst","343788","Epidendrum ecostatum","Orchidaceae",,"Orchidaceae","CR","CriticamEm Perigote em Perigo"
"Zollernia magnifica A. M. Carvalho & Barneby","280742","Zollernia magnifica","Fabaceae",,"Fabaceae","V","Vulnerável"
"Canistrum triangulare L. B. Sm. & Reitz","327412","Canistrum triangulare","Bromeliaceae",,"Bromeliaceae","V","Vulnerável"
"Neoregelia angustibracteolata E. Pereira & Leme","327864","Neoregelia angustibracteolata","Bromeliaceae",,"Bromeliaceae","V","Vulnerável"
"Cogniauxiocharis euphlebia (Oliv. ex Rchb. f.) Hoehne","372351","Cogniauxiocharis euphlebia","Orchidaceae",,"Orchidaceae","EN","Em Perigo"
"Pelexia laxa (Poepp. & Endl.) Lindl.","304812","Pelexia laxa","Orchidaceae",,"Orchidaceae","V","Vulnerável"
"Williamodendron cinnamomeum van der Werff","334927","Williamodendron cinnamomeum","Lauraceae",,"Lauraceae","CR","CriticamEm Perigote em Perigo"
"Macradenia rubescens Barb. Rodr.  ","294103","Macradenia rubescens","Orchidaceae",,"Orchidaceae","EN","Em Perigo"
"Masdevallia discoidea Luer & Würstle","344644","Masdevallia discoidea","Orchidaceae",,"Orchidaceae","CR","CriticamEm Perigote em Perigo"
"Syagrus macrocarpa Barb. Rodr.","353273","Syagrus macrocarpa","Arecaceae",,"Arecaceae","CR","CriticamEm Perigote em Perigo"
"Terminalia kuhlmannii Alwan & Stace","330154","Terminalia kuhlmannii","Combretaceae",,"Combretaceae","EN","Em Perigo"
"Sloanea obtusifolia (Moric.) K. Schum.","331761","Sloanea obtusifolia","Elaeocarpaceae",,"Elaeocarpaceae","V","Vulnerável"
"Sinningia cooperi (Paxton) Wiehler","333110","Sinningia cooperi","Gesneriaceae",,"Gesneriaceae","EN","Em Perigo"
"Justicia genuflexa Nees & Mart.  ","369159","Justicia genuflexa","Acanthaceae",,"Acanthaceae","V","Vulnerável"
"Centrolobium sclerophyllum H. C. Lima ex G. P. Lewis","318785","Centrolobium sclerophyllum","Fabaceae",,"Fabaceae","EN","Em Perigo"
"Dorstenia conceptionis Carauta","339610","Dorstenia conceptionis","Moraceae",,"Moraceae","CR","CriticamEm Perigote em Perigo"
"Vitalianthus bischlerianus (Pôrto & Grolle) Schust. & Giacontti","364915","Vitalianthus bischlerianus","Lejeuneaceae",,"Lejeuneaceae","V","Vulnerável"
"Elaphoglossum beckeri Brade","347163","Elaphoglossum beckeri","Dryopteridaceae",,"Dryopteridaceae","EN","Em Perigo"
"Sinningia elatior (Kunth) Chautems  ","333122","Sinningia elatior","Gesneriaceae",,"Gesneriaceae","V","Vulnerável"
"Licania arianeae Prance","354952","Licania arianeae","Chrysobalanaceae",,"Chrysobalanaceae","EN","Em Perigo"
"Peperomia pseudoestrellensis C. DC.","275002","Peperomia pseudoestrellensis","Piperaceae",,"Piperaceae","EN","Em Perigo"
"Encholirium horridum L. B. Sm.","327720","Encholirium horridum","Bromeliaceae",,"Bromeliaceae","V","Vulnerável"
"Capanemia superflua (Rchb. f.) Garay","361877","Capanemia superflua","Orchidaceae",,"Orchidaceae","CR","CriticamEm Perigote em Perigo"
"Byrsonima bahiana W. R. Anderson","335768","Byrsonima bahiana","Malpighiaceae",,"Malpighiaceae","EN","Em Perigo"
"Piper fuligineum Kunth","275293","Piper fuligineum","Piperaceae",,"Piperaceae","V","Vulnerável"
"Anathallis  aquinoi (Schltr.) Pridgeon & M. W. Chase","342441","Anathallis aquinoi","Orchidaceae",,"Orchidaceae","EN","Em Perigo"
"Piper juliflorum Nees & Mart.","275354","Piper juliflorum","Piperaceae",,"Piperaceae","EN","Em Perigo"
"Podocarpus sellowii Klotzsch ex Endl.","295408","Podocarpus sellowii","Podocarpaceae",,"Podocarpaceae","V","Vulnerável"
"Oncidium longipes Lindl.","363860","Oncidium longipes","Orchidaceae",,"Orchidaceae","V","Vulnerável"
"Vriesea rhodostachys L. B. Sm.","329126","Vriesea rhodostachys","Bromeliaceae",,"Bromeliaceae","V","Vulnerável"
"Hadrolaelia grandis  (Lindl. & Paxt.) Chiron & V. P. Castro","344354","Hadrolaelia grandis","Orchidaceae",,"Orchidaceae","CR","CriticamEm Perigote em Perigo"
"Pabstia schunkiana V. P. Castro","345031","Pabstia schunkiana","Orchidaceae",,"Orchidaceae","CR","CriticamEm Perigote em Perigo"
"Calathea monophylla (Vell.) Körn.","337171","Calathea monophylla","Marantaceae",,"Marantaceae","V","Vulnerável"
"Cyrtopodium holstii L. C. Menezes","343523","Cyrtopodium holstii","Orchidaceae",,"Orchidaceae","V","Vulnerável"
"Cattleya schilleriana Rchb.f.","343212","Cattleya schilleriana","Orchidaceae",,"Orchidaceae","CR","CriticamEm Perigote em Perigo"
"Maxillaria valenzuelana (A. Rich.) Nash","347884","Maxillaria valenzuelana","Orchidaceae",,"Orchidaceae","EN","Em Perigo"
"Brachymenium hornschuchianum Mart.","359890","Brachymenium hornschuchianum","Bryaceae",,"Bryaceae","V","Vulnerável"
"Heteropterys admirabilis Amorim","335887","Heteropterys admirabilis","Malpighiaceae",,"Malpighiaceae","EN","Em Perigo"
"Maranta bicolor Ker-Gawl","337301","Maranta bicolor","Marantaceae",,"Marantaceae","V","Vulnerável"
"Machaerium fulvovenosum H. C. Lima  ","319562","Machaerium fulvovenosum","Fabaceae",,"Fabaceae","EN","Em Perigo"
"Epidendrum martianum Lindl.","343846","Epidendrum martianum","Orchidaceae",,"Orchidaceae","EN","Em Perigo"
"Gomesa glaziovii Cogn.","344028","Gomesa glaziovii","Orchidaceae",,"Orchidaceae","V","Vulnerável"
"Aechmea amicorum B. R. Silva & H. Luther","326679","Aechmea amicorum","Bromeliaceae",,"Bromeliaceae","EN","Em Perigo"
"Schefflera varisiana Frodin","324856","Schefflera varisiana","Araliaceae",,"Araliaceae","CR","CriticamEm Perigote em Perigo"
"Melanoxylon brauna Schott","315085","Melanoxylon brauna","Fabaceae",,"Fabaceae","CR","CriticamEm Perigote em Perigo"
"Ruellia curviflora Nees & Mart.  ","369300","Ruellia curviflora","Acanthaceae",,"Acanthaceae","V","Vulnerável"
"Aechmea macrochlamys L. B. Sm.","326930","Aechmea macrochlamys","Bromeliaceae",,"Bromeliaceae","V","Vulnerável"
"Cissus stipulata Vell.","283215","Cissus stipulata","Vitaceae",,"Vitaceae","V","Vulnerável"
"Genlisea  lobata  Fromm","335005","Genlisea lobata","Lentibulariaceae",,"Lentibulariaceae","V","Vulnerável"
"Huperzia  biformis (Hook.) Holub","348186","Huperzia biformis","Lycopodiaceae",,"Lycopodiaceae","V","Vulnerável"
"Euterpe espiritosantensis Boudet Fern.","284430","Euterpe edulis","Arecaceae",,"Arecaceae","V","Vulnerável"
"Neoregelia capixaba E. Pereira & Leme","327898","Neoregelia capixaba","Bromeliaceae",,"Bromeliaceae","V","Vulnerável"
"Henriettea gomesii Brade",,,,,,"CR","CriticamEm Perigote em Perigo"
"Rhipsalis cereoides (Backeb. Voll) Backeb.","368268","Rhipsalis cereoides","Cactaceae",,"Cactaceae","EN","Em Perigo"
"Begonia altamiroi Brade","326130","Begonia altamiroi","Begoniaceae",,"Begoniaceae","EN","Em Perigo"
"Zygostates leptosepala Toscano & L. Kollmann","306140","Zygostates leptosepala","Orchidaceae",,"Orchidaceae","CR","CriticamEm Perigote em Perigo"
"Smilax spicata Vell.","281096","Smilax spicata","Smilacaceae",,"Smilacaceae","EN","Em Perigo"
"Polypodium bradei de la Sota","371595","Polypodium bradei","Polypodiaceae",,"Polypodiaceae","EN","Em Perigo"
"Kielmeyera sigillata Saddi","330038","Kielmeyera sigillata","Calophyllaceae",,"Calophyllaceae","CR","CriticamEm Perigote em Perigo"
"Hadrolaelia tenebrosa  (Rolfe) Chiron & V. P. Castro","344383","Hadrolaelia tenebrosa","Orchidaceae",,"Orchidaceae","CR","CriticamEm Perigote em Perigo"
"Myoxanthus ruschii Fraga & L. Kollmann","344776","Myoxanthus ruschii","Orchidaceae",,"Orchidaceae","V","Vulnerável"
"Begonia coccinea Hook.","353517","Begonia coccinea","Begoniaceae",,"Begoniaceae","CR","CriticamEm Perigote em Perigo"
"Prionolejeunea validiuscula Spruce ex Steph.",,,,,,"V","Vulnerável"
"Cryptanthus beuckeri E. Morren","327438","Cryptanthus beuckeri","Bromeliaceae",,"Bromeliaceae","V","Vulnerável"
"Vanilla edwallii Hoehne","346192","Vanilla edwallii","Orchidaceae",,"Orchidaceae","V","Vulnerável"
"Miersiella umbellata (Miers) Urb.","376373","Miersiella umbellata","Burmanniaceae",,"Burmanniaceae","V","Vulnerável"
"Exellodendron gracile (Kuhlm.) Prance","354816","Exellodendron gracile","Chrysobalanaceae",,"Chrysobalanaceae","EN","Em Perigo"
"Catasetum mattosianum Bicalho","343156","Catasetum mattosianum","Orchidaceae",,"Orchidaceae","CR","CriticamEm Perigote em Perigo"
"Justicia wasshauseniana Profice  ","283461","Justicia wasshauseniana","Acanthaceae",,"Acanthaceae","V","Vulnerável"
"Dendropanax cuneatus (DC.) Decne. & Planch.","324731","Dendropanax cuneatus","Araliaceae",,"Araliaceae","EN","Em Perigo"
"Justicia scheidweileri V. A. W. Graham","369199","Justicia scheidweileri","Acanthaceae",,"Acanthaceae","V","Vulnerável"
"Bauhinia grazielae Fonseca Vaz","279748","Bauhinia grazielae","Fabaceae",,"Fabaceae","EN","Em Perigo"
"Begonia bahiensis A. DC.","326146","Begonia bahiensis","Begoniaceae",,"Begoniaceae","CR","CriticamEm Perigote em Perigo"
"Rudgea sessilis (Vell.) Müll. Arg.","280117","Rudgea sessilis","Rubiaceae",,"Rubiaceae","V","Vulnerável"
"Griffinia espiritensis Ravenna","369720","Griffinia espiritensis","Amaryllidaceae",,"Amaryllidaceae","CR","CriticamEm Perigote em Perigo"
"Senecio graciellae Cabrera","278833","Senecio graciellae","Asteraceae",,"Asteraceae","V","Vulnerável"
"Trizeuxis falcata Lindl.","346156","Trizeuxis falcata","Orchidaceae",,"Orchidaceae","V","Vulnerável"
"Vellozia pulchra L. B. Sm.","282779","Vellozia pulchra","Velloziaceae",,"Velloziaceae","EN","Em Perigo"
"Cryptanthus leuzingerae Leme","327500","Cryptanthus leuzingerae","Bromeliaceae",,"Bromeliaceae","V","Vulnerável"
"Justicia symphyantha  Lindau","369207","Justicia symphyantha","Acanthaceae",,"Acanthaceae","V","Vulnerável"
"Vriesea schunkii Leme","329155","Vriesea schunkii","Bromeliaceae",,"Bromeliaceae","V","Vulnerável"
"Saundersia paniculata Brade","345757","Saundersia paniculata","Orchidaceae",,"Orchidaceae","EN","Em Perigo"
"Rhipsalis pilocarpa Loefgr.","368376","Rhipsalis pilocarpa","Cactaceae",,"Cactaceae","EN","Em Perigo"
"Epidendrum vesicatum Lindl.","343917","Epidendrum vesicatum","Orchidaceae",,"Orchidaceae","V","Vulnerável"
"Maxillaria spiritu-sanctensis Pabst","344671","Maxillaria spiritusanctensis","Orchidaceae",,"Orchidaceae","EN","Em Perigo"
"Begonia angularis Raddi","325997","Begonia angularis","Begoniaceae",,"Begoniaceae","V","Vulnerável"
"Byrsonima variabilis Adr. Juss.","292148","Byrsonima variabilis","Malpighiaceae",,"Malpighiaceae","V","Vulnerável"
"Adiantum papillosum Handro","349575","Adiantum papillosum","Pteridaceae",,"Pteridaceae","V","Vulnerável"
"Miltonia cuneata Lindl.","363465","Miltonia cuneata","Orchidaceae",,"Orchidaceae","CR","CriticamEm Perigote em Perigo"
"Jacquiniella globosa (Jacq.) Schltr.","344476","Jacquiniella globosa","Orchidaceae",,"Orchidaceae","EN","Em Perigo"
"Rhodostemonodaphne capixabensis Baitello & Coe-Teixeira","334911","Rhodostemonodaphne capixabensis","Lauraceae",,"Lauraceae","V","Vulnerável"
"Sloanea monosperma Vell.","331757","Sloanea monosperma","Elaeocarpaceae",,"Elaeocarpaceae","V","Vulnerável"
"Senecio mikanioides Otto ex Walp.",,,,,,"V","Vulnerável"
"Solanum sooretamum Carvalho","282009","Solanum sooretamum","Solanaceae",,"Solanaceae","EN","Em Perigo"
"Oreopanax capitatus (Jacq.) Decne. & Planch.","324812","Oreopanax capitatus","Araliaceae",,"Araliaceae","V","Vulnerável"
"Ornithidium parviflorum (Poepp. & Endl.) Rchb. f.","294274","Ornithidium parviflorum","Orchidaceae",,"Orchidaceae","EN","Em Perigo"
"Maxillaria schunkiana Campacci & Kautsky",,,,,,"CR","CriticamEm Perigote em Perigo"
"Cycnoches pentadactylon Lindl.",,,,,,"CR","CriticamEm Perigote em Perigo"
"Barbosella spiritu-sanctensis (Pabst) F. Barros & Toscano","342760","Barbosella spiritu-sanctensis","Orchidaceae",,"Orchidaceae","CR","CriticamEm Perigote em Perigo"
"Epidendrum robustum Cogn.","343894","Epidendrum robustum","Orchidaceae",,"Orchidaceae","V","Vulnerável"
"Pseudolaelia citrina Pabst","348095","Pseudolaelia citrina","Orchidaceae",,"Orchidaceae","CR","CriticamEm Perigote em Perigo"
"Calathea brasilienses Körn.","337125","Calathea brasiliensis","Marantaceae",,"Marantaceae","V","Vulnerável"
"Quesnelia kautskyi C. M. Vieira","354260","Quesnelia kautskyi","Bromeliaceae",,"Bromeliaceae","V","Vulnerável"
"Acianthera  pectinata (Lindl.) Pridgeon & M. W. Chase","342336","Acianthera pectinata","Orchidaceae",,"Orchidaceae","EN","Em Perigo"
"Vriesea calimaniana Leme & W. Till","328792","Vriesea calimaniana","Bromeliaceae",,"Bromeliaceae","V","Vulnerável"
"Ichnanthus bambusiflorus (Trin.) Döll  ","276927","Ichnanthus bambusiflorus","Poaceae",,"Poaceae","EN","Em Perigo"
"Anathallis  gehrtii (Hoehne & Schltr.) F. Barros","342469","Anathallis gehrtii","Orchidaceae",,"Orchidaceae","CR","CriticamEm Perigote em Perigo"
"Centroglossa glaziovii Cogn.","313148","Centroglossa glaziovii","Orchidaceae",,"Orchidaceae","CR","CriticamEm Perigote em Perigo"
"Merianthera pulchra Kuhlm.  ","338237","Merianthera pulchra","Melastomataceae",,"Melastomataceae","CR","CriticamEm Perigote em Perigo"
"Anemia espiritosantensis Brade","298258","Anemia espiritosantensis","Anemiaceae",,"Anemiaceae","CR","CriticamEm Perigote em Perigo"
"Anthurium organense Engl.","324329","Anthurium organense","Araceae",,"Araceae","EN","Em Perigo"
"Cariniana parvifolia S. A. Mori, G.T.Prance & Menandro  ","290295","Cariniana parvifolia","Lecythidaceae",,"Lecythidaceae","EN","Em Perigo"
"Vriesea amadoi Leme","328731","Vriesea amadoi","Bromeliaceae",,"Bromeliaceae","V","Vulnerável"
"Mezia araujoi Schwacke ex Nied.","336059","Mezia araujoi","Malpighiaceae",,"Malpighiaceae","V","Vulnerável"
"Pabstia jugosa (Lindl.) Garay","345023","Pabstia jugosa","Orchidaceae",,"Orchidaceae","CR","CriticamEm Perigote em Perigo"
"Neoregelia guttata Leme","327963","Neoregelia guttata","Bromeliaceae",,"Bromeliaceae","V","Vulnerável"
"Heteropterys alternifolia W. R. Anderson","335890","Heteropterys alternifolia","Malpighiaceae",,"Malpighiaceae","V","Vulnerável"
"Acianthera  bragae (Ruschi) F. Barros","342186","Acianthera bragae","Orchidaceae",,"Orchidaceae","V","Vulnerável"
"Isabelia violacea (Lindl.) C. Berg & M. W. Chase","344466","Isabelia violacea","Orchidaceae",,"Orchidaceae","EN","Em Perigo"
"Rauhiella silvana Toscano","345608","Rauhiella silvana","Orchidaceae",,"Orchidaceae","CR","CriticamEm Perigote em Perigo"
"Chrysoblastella chilensis (Mont.) Reim.","360658","Chrysoblastella chilensis","Ditrichaceae",,"Ditrichaceae","EN","Em Perigo"
"Oncidium crispum Lodd.","347932","Oncidium crispum","Orchidaceae",,"Orchidaceae","V","Vulnerável"
"Kielmeyera occhioniana Saddi","330015","Kielmeyera occhioniana","Calophyllaceae",,"Calophyllaceae","EN","Em Perigo"
"Heteropterys megaptera Adr. Juss.","335959","Heteropterys megaptera","Malpighiaceae",,"Malpighiaceae","CR","CriticamEm Perigote em Perigo"
"Pleurothallis garayi Pabst","364298","Pleurothallis garayi","Orchidaceae",,"Orchidaceae","CR","CriticamEm Perigote em Perigo"
"Aechmea podantha L. B. Sm.","327007","Aechmea podantha","Bromeliaceae",,"Bromeliaceae","V","Vulnerável"
"Costus scaber Ruiz & Pav.","376467","Costus scaber","Costaceae",,"Costaceae","V","Vulnerável"
"Anathallis  radialis (Porto & Brade) Pridgeon & M. W. Chase","342560","Anathallis radialis","Orchidaceae",,"Orchidaceae","EN","Em Perigo"
"Heladena bunchosioides (A. Juss.) A. Juss.",,,,,,"CR","CriticamEm Perigote em Perigo"
"Salvia apparicii Brade & Barb. Per.","334250","Salvia apparicii","Lamiaceae",,"Lamiaceae","CR","CriticamEm Perigote em Perigo"
"Hadrolaelia praestans (Linden & Rchb.f.) Chiron & V. P. Castro","317945","Hadrolaelia praestans","Orchidaceae",,"Orchidaceae","CR","CriticamEm Perigote em Perigo"
"Hadrolaelia perrinii  (Lindl.) Chiron & V. P. Castro","344365","Hadrolaelia perrinii","Orchidaceae",,"Orchidaceae","CR","CriticamEm Perigote em Perigo"
"Hadrolaelia pumila (Hook.) Chiron & V. P. Castro","344369","Hadrolaelia pumila","Orchidaceae",,"Orchidaceae","CR","CriticamEm Perigote em Perigo"
"Lopidium plumarium (Mitt.) Hampe","389623","Lopidium plumarium","Hypopterygiaceae",,"Hypopterygiaceae","V","Vulnerável"
"Saranthe composita (Link ex Körn.) K. Schum.","337319","Saranthe composita","Marantaceae",,"Marantaceae","V","Vulnerável"
"Clidemia capilliflora (Naud.) Cogn.","337578","Clidemia capilliflora","Melastomataceae",,"Melastomataceae","V","Vulnerável"
"Aphelandra margaritae E. Morr.","329257","Aphelandra margaritae","Acanthaceae",,"Acanthaceae","EN","Em Perigo"
"Vriesea harry-lutheri Leme & G. Brown","328906","Vriesea harrylutheri","Bromeliaceae",,"Bromeliaceae","EN","Em Perigo"
"Calathea zebrina (Sims) Lindl.","337223","Calathea zebrina","Marantaceae",,"Marantaceae","V","Vulnerável"
"Aechmea triangularis L. B. Sm.","327055","Aechmea triangularis","Bromeliaceae",,"Bromeliaceae","V","Vulnerável"
"Trigonidium acuminatum Bateman ex Lindl.  ","346144","Trigonidium acuminatum","Orchidaceae",,"Orchidaceae","V","Vulnerável"
"Hoehneella heloisae Ruschi","344418","Hoehneella heloisae","Orchidaceae",,"Orchidaceae","CR","CriticamEm Perigote em Perigo"
"Heteropterys capixaba Amorim","335817","Heteropterys capixaba","Malpighiaceae",,"Malpighiaceae","EN","Em Perigo"
"Amblostoma tridactylum (Lindl.) Rchb. f.","310043","Amblostoma tridactylum","Orchidaceae",,"Orchidaceae","CR","CriticamEm Perigote em Perigo"
"Couratari asterotricha Prance  ","334954","Couratari asterotricha","Lecythidaceae",,"Lecythidaceae","EN","Em Perigo"
"Cryptanthus capitatus Leme","327449","Cryptanthus capitatus","Bromeliaceae",,"Bromeliaceae","EN","Em Perigo"
"Epidendrum ansiferum Rchb.f.","293929","Epidendrum ansiferum","Orchidaceae",,"Orchidaceae","EN","Em Perigo"
"Itatiella ulei (Broth. ex C. Muell.) G. Smith","362180","Itatiella ulei","Polytrichaceae",,"Polytrichaceae","V","Vulnerável"
"Cissus nobilis Kuhlm.","283201","Cissus nobilis","Vitaceae",,"Vitaceae","V","Vulnerável"
"Ocotea cryptocarpa Baitello","334808","Ocotea cryptocarpa","Lauraceae",,"Lauraceae","CR","CriticamEm Perigote em Perigo"
"Begonia curtii L. B. Sm. & B. G. Schub.","326215","Begonia curtii","Begoniaceae",,"Begoniaceae","EN","Em Perigo"
"Vriesea fosteriana L. B. Sm.","328869","Vriesea fosteriana","Bromeliaceae",,"Bromeliaceae","EN","Em Perigo"
"Cryptanthus grazielae H. Luther","327493","Cryptanthus grazielae","Bromeliaceae",,"Bromeliaceae","V","Vulnerável"
"Jensenia difformis (Nees) Grolle","365507","Jensenia difformis","Pallaviciniaceae",,"Pallaviciniaceae","EN","Em Perigo"
"Trigoniodendron spiritusanctense E. F. Guim. & Miguel","282352","Trigoniodendron spiritusanctense","Trigoniaceae",,"Trigoniaceae","EN","Em Perigo"
"Begonia sylvatica Meisn. ex A. DC.","326600","Begonia sylvatica","Begoniaceae",,"Begoniaceae","EN","Em Perigo"
"Orthophytum foliosum L. B. Sm.","328328","Orthophytum foliosum","Bromeliaceae",,"Bromeliaceae","V","Vulnerável"
"Aphelandra prismatica (Vell.) Hieron.","369035","Aphelandra prismatica","Acanthaceae",,"Acanthaceae","V","Vulnerável"
"Epidendrum janeirense Porto & Brade","343820","Epidendrum janeirense","Orchidaceae",,"Orchidaceae","EN","Em Perigo"
"Cochleanthes wailesiana (Lindl.) R. E. Schult. & Garay","362269","Cochleanthes wailesiana","Orchidaceae",,"Orchidaceae","EN","Em Perigo"
"Ditassa arianeae Fontella & E. A. Schwarz","370077","Ditassa arianeae","Apocynaceae",,"Apocynaceae","CR","CriticamEm Perigote em Perigo"
"Mollinedia marquetiana A. L. Peixoto  ",,,,,,"V","Vulnerável"
"Vriesea breviscapa (E. Pereira & I. A. Penna) Leme","328782","Vriesea breviscapa","Bromeliaceae",,"Bromeliaceae","V","Vulnerável"
"Justicia cydoniaefolia (Nees) Lindau ","307583","Justicia cydoniifolia","Acanthaceae",,"Acanthaceae","V","Vulnerável"
"Costus cuspidatus (Nees & Mart.) Maas","377762","Costus cuspidatus","Costaceae",,"Costaceae","CR","CriticamEm Perigote em Perigo"
"Sinningia kautskyi   Chautems","333154","Sinningia kautskyi","Gesneriaceae",,"Gesneriaceae","CR","CriticamEm Perigote em Perigo"
