"Supplied Name","guid","scientificName","family","kingdom","family","status","statusSource","year"
"Colliguaja brasillensis Klotzsch ex Baill.","357873","Colliguaja brasiliensis","Euphorbiaceae",,"Euphorbiaceae","VU","Vulnerável","2014"
"Mollinedia eugeniifolia Perkins","373364","Mollinedia eugeniifolia","Monimiaceae",,"Monimiaceae","EX","Extinta","2014"
"Erythroxylum catharinense Amaral","332462","Erythroxylum catharinense","Erythroxylaceae",,"Erythroxylaceae","VU","Vulnerável","2014"
"Raulinoa echinata R.S.Cowan","366545","Raulinoa echinata","Rutaceae",,"Rutaceae","CR","Criticamente em Perigo","2014"
"Verbesina arnottii Baker","371152","Verbesina arnotii","Asteraceae",,"Asteraceae","EX","Extinta","2014"
"Acianthera murexoidea (Pabst) Pridgeon & M.W.Chase","361563","Acianthera murexoidea","Orchidaceae",,"Orchidaceae","VU","Vulnerável","2014"
"Tibouchina nitida (Graham) Cogn.","339076","Tibouchina nitida","Melastomataceae",,"Melastomataceae","VU","Vulnerável","2014"
"Senegalia catharinensis","326107","Senegalia catharinensis","Fabaceae",,"Fabaceae","VU","Vulnerável","2014"
"Paepalanthus henriquei Alv. Silveira & Ruhl.","332202","Paepalanthus henriquei","Eriocaulaceae",,"Eriocaulaceae","EX","Extinta","2014"
"Aeschynomene fructipendula Abruzzi de Oliveira","326242","Aeschynomene fructipendula","Fabaceae",,"Fabaceae","VU","Vulnerável","2014"
"Plagiogyria fialhoi (Fée & Glaz.) Mett.","348643","Plagiogyria fialhoi","Plagiogyriaceae",,"Plagiogyriaceae","DD","Dados Insuficientes","2014"
"Baccharis medullosa A. P. de Candolle","325041","Baccharis medullosa","Asteraceae",,"Asteraceae","EX","Extinta","2014"
"Vriesea pinottii Reitz","329066","Vriesea pinottii","Bromeliaceae",,"Bromeliaceae","VU","Vulnerável","2014"
"Hyptis lorentziana O. Hoffmann","334035","Hyptis lorentziana","Lamiaceae",,"Lamiaceae","EX","Extinta","2014"
"Mimosa ramentacea Burkart","326035","Mimosa ramentacea","Fabaceae",,"Fabaceae","VU","Vulnerável","2014"
"Cunila spicata Benth.","333790","Cunila spicata","Lamiaceae",,"Lamiaceae","EX","Extinta","2014"
"Anthurium pilonense Reitz","324342","Anthurium pilonense","Araceae",,"Araceae","EN","Em Perigo","2014"
"Jacquemontia mucronifera (Choisy) Hallier","330674","Jacquemontia mucronifera","Convolvulaceae",,"Convolvulaceae","EX","Extinta","2014"
"Asplenium muellerianum Rosenst.","298601","Asplenium muellerianum","Aspleniaceae",,"Aspleniaceae","VU","Vulnerável","2014"
"Perezia eryngioides (Cabrera) Crisci & Martic.","370605","Perezia eryngioides","Asteraceae",,"Asteraceae","DD","Dados Insuficientes","2014"
"Rapanea laetevirens Mez","327345","Rapanea laetevirens","Primulaceae",,"Primulaceae","EX","Extinta","2014"
"Panicum bresolinii L.B.Sm. & Wassh.","277283","Panicum bresolinii","Poaceae",,"Poaceae","DD","Dados Insuficientes","2014"
"Lycopodium assurgens Fée","348503","Lycopodium assurgens","Lycopodiaceae",,"Lycopodiaceae","VU","Vulnerável","2014"
"Lonchocarpus grazielae M.J.Silva & A.M.G.Azevedo","326432","Lonchocarpus grazielae","Fabaceae",,"Fabaceae","DD","Dados Insuficientes","2014"
"Byttneria triadenia Cristóbal","336377","Byttneria triadenia","Malvaceae",,"Malvaceae","EX","Extinta","2014"
"Pilostyles ulei Solms-Laubach","309955","Pilostyles ulei","Apodanthaceae",,"Apodanthaceae","EX","Extinta","2014"
"Terminalia reitzii Exell","330160","Terminalia reitzii","Combretaceae",,"Combretaceae","VU","Vulnerável","2014"
"Pilostyles ulei Solms-Laubach","309955","Pilostyles ulei","Apodanthaceae",,"Apodanthaceae","VU","Vulnerável","2014"
"Achatocarpus praecox","369460","Achatocarpus praecox","Achatocarpaceae",,"Achatocarpaceae","VU","Vulnerável","2014"
"Matelea dusenii Morillo","323399","Matelea dusenii","Apocynaceae",,"Apocynaceae","VU","Vulnerável","2014"
"Cayaponia alarici M.L.Porto. FB, HBR, MA","387954","Cayaponia alarici","Cucurbitaceae",,"Cucurbitaceae","VU","Vulnerável","2014"
"Megalastrum adenopteris (C. Chr.) A. R. Sm.","347408","Megalastrum adenopteris","Dryopteridaceae",,"Dryopteridaceae","DD","Dados Insuficientes","2014"
"Dolichandra cynanchoides Cham.","384146","Dolichandra cynanchoides","Bignoniaceae",,"Bignoniaceae","EX","Extinta","2014"
"Oxypetalum morilloanum Fontella","323791","Oxypetalum morilloanum","Apocynaceae",,"Apocynaceae","VU","Vulnerável","2014"
"Microtea scabrida Urb.","294608","Microtea scabrida","Phytolaccaceae",,"Phytolaccaceae","EX","Extinta","2014"
"Berberis kleinii Mattos","326637","Berberis kleinii","Berberidaceae",,"Berberidaceae","VU","Vulnerável","2014"
"Chamaecrista punctata","314894","Chamaecrista punctata","Fabaceae",,"Fabaceae","EX","Extinta","2014"
"Conyza reitziana Cabrera","325274","Conyza reitziana","Asteraceae",,"Asteraceae","VU","Vulnerável","2014"
"Mimosa sanguinolenta Barneby","326046","Mimosa sanguinolenta","Fabaceae",,"Fabaceae","VU","Vulnerável","2014"
"Symphyopappus lymansmithii B. L. Rob.","332938","Symphyopappus lymansmithii","Asteraceae",,"Asteraceae","VU","Vulnerável","2014"
"Calamagrostis reitzii Swallen","337085","Calamagrostis reitzii","Poaceae",,"Poaceae","EX","Extinta","2014"
"Microlepia speluncae (L.) Moore","299101","Microlepia speluncae","Dennstaedtiaceae",,"Dennstaedtiaceae","EX","Extinta","2014"
"Piptochaetium palustre Muj.-Sall. & Longhi-Wagner","370864","Piptochaetium palustre","Poaceae",,"Poaceae","VU","Vulnerável","2014"
"Asclepias bracteolata Fourn.","369949","Asclepias bracteolata","Apocynaceae",,"Apocynaceae","VU","Vulnerável","2014"
"Symplocos bidana Aranha","327777","Symplocos bidana","Symplocaceae",,"Symplocaceae","VU","Vulnerável","2014"
"Alstroemeria amabilis M.C. Assis","369532","Alstroemeria amabilis","Alstroemeriaceae",,"Alstroemeriaceae","VU","Vulnerável","2014"
"Petunia saxicola L.B.Sm. & Downs","281487","Petunia saxicola","Solanaceae",,"Solanaceae","CR","Criticamente em Perigo","2014"
"Waltheria carpinifolia Saint Hilaire & Naudin","350321","Waltheria carpinifolia","Malvaceae",,"Malvaceae","EX","Extinta","2014"
"Maxillaria binotii De Wild.","363259","Maxillaria binotii","Orchidaceae",,"Orchidaceae","DD","Dados Insuficientes","2014"
"Samolus valerandi L.","282242","Samolus valerandi","Primulaceae",,"Primulaceae","VU","Vulnerável","2014"
"Eriocaulon ulaei Ruhland","331999","Eriocaulon ulaei","Eriocaulaceae",,"Eriocaulaceae","EX","Extinta","2014"
"Baccharis pentziifolia Schultz Bipontinus ex Baker","325101","Baccharis pentziifolia","Asteraceae",,"Asteraceae","EX","Extinta","2014"
"Begonia insularis Brade","326336","Begonia insularis","Begoniaceae",,"Begoniaceae","EX","Extinta","2014"
"Vriesea triangularis Reitz","329188","Vriesea triangularis","Bromeliaceae",,"Bromeliaceae","EX","Extinta","2014"
"Perezia multiflora Less. subsp. multiflora","383375","Perezia multiflora subsp. multiflora","Asteraceae",,"Asteraceae","DD","Dados Insuficientes","2014"
"Vanilla dietschiana Edwall","305638","Vanilla dietschiana","Orchidaceae",,"Orchidaceae","VU","Vulnerável","2014"
"Campuloclinium tubaracense (Hieron.) R.M.King & H.Rob.","378038","Campuloclinium tubaracense","Asteraceae",,"Asteraceae","VU","Vulnerável","2014"
"Matelea reitzii Font.","323562","Matelea reitzii","Apocynaceae",,"Apocynaceae","VU","Vulnerável","2014"
"Anathallis globifera (Pabst) F.Barros & Barberena","383950","Anathallis globifera","Orchidaceae",,"Orchidaceae","DD","Dados Insuficientes","2014"
"Octomeria rohrii Pabst","344937","Octomeria rohrii","Orchidaceae",,"Orchidaceae","VU","Vulnerável","2014"
"Begonia garuvae L.B.Sm. & R.C.Sm.","326290","Begonia garuvae","Begoniaceae",,"Begoniaceae","DD","Dados Insuficientes","2014"
"Cortaderia vaginata Swallen","379115","Cortaderia vaginata","Poaceae",,"Poaceae","EX","Extinta","2014"
"Zygostates dasyrhiza (Krzl.) Schltr","365276","Zygostates dasyrhiza","Orchidaceae",,"Orchidaceae","VU","Vulnerável","2014"
"Mimosa capillipes Bentham","385953","Mimosa capillipes","Fabaceae",,"Fabaceae","EX","Extinta","2014"
"Mimosa serra","281038","Mimosa serra","Fabaceae",,"Fabaceae","VU","Vulnerável","2014"
"Eryngium raulinii Mathias & Constance",,,,,,"VU","Vulnerável","2014"
"Adiantum poiretii Wickstr.","349598","Adiantum poiretii","Pteridaceae",,"Pteridaceae","EX","Extinta","2014"
"Dyckia brevifolia","327605","Dyckia brevifolia","Bromeliaceae",,"Bromeliaceae","CR","Criticamente em Perigo","2014"
"Alsophila acantha Sehnem","331388","Alsophila acantha","Cyatheaceae",,"Cyatheaceae","EX","Extinta","2014"
"Alsophila sternbergii (Sternb.) D.S.Conant","298876","Alsophila sternbergii","Cyatheaceae",,"Cyatheaceae","DD","Dados Insuficientes","2014"
"Oxalis refracta Saint Hilaire","274296","Oxalis refracta","Oxalidaceae",,"Oxalidaceae","EX","Extinta","2014"
"Eugenia pseudomalacantha D.Legrand","340680","Eugenia pseudomalacantha","Myrtaceae",,"Myrtaceae","VU","Vulnerável","2014"
"Blechnum spannagelii Ros.","298822","Blechnum spannagelii","Blechnaceae",,"Blechnaceae","EX","Extinta","2014"
"Inga edwallii (Harms) T. D. Penn.","325181","Inga edwallii","Fabaceae",,"Fabaceae","VU","Vulnerável","2014"
"Asplenium praemorsum Sw.","298625","Asplenium praemorsum","Aspleniaceae",,"Aspleniaceae","EX","Extinta","2014"
"Sciaphila schwackeana Johow","376577","Sciaphila schwackeana","Triuridaceae",,"Triuridaceae","EX","Extinta","2014"
"Pecluma filicula (Kaulf.) Price","349160","Pecluma filicula","Polypodiaceae",,"Polypodiaceae","DD","Dados Insuficientes","2014"
"Pteroglossa lurida (M.N.Correa) Garay","391707","Pteroglossa lurida","Orchidaceae",,"Orchidaceae","DD","Dados Insuficientes","2014"
"Anemia organensis Rosenst.","298336","Anemia organensis","Anemiaceae",,"Anemiaceae","DD","Dados Insuficientes","2014"
"Brachystele scabrilingua Szlach.","361704","Brachystele scabrilingua","Orchidaceae",,"Orchidaceae","DD","Dados Insuficientes","2014"
"Hypochaeris gardneri (Sch. Bip.) Bak.","312474","Hypochaeris gardneri","Asteraceae",,"Asteraceae","EX","Extinta","2014"
"Araucaria angustifolia","353101","Araucaria angustifolia","Araucariaceae",,"Araucariaceae","CR","Criticamente em Perigo","2014"
"Eryngium reitzii Mathias & Constance","331746","Eryngium reitzii","Apiaceae",,"Apiaceae","VU","Vulnerável","2014"
"Hydrocleys nymphoides (H.B.W.) Buch.","331095","Hydrocleys nymphoides","Alismataceae",,"Alismataceae","EX","Extinta","2014"
"Dasyphyllum synacanthum (Bak.) Cabrera","325334","Dasyphyllum synacanthum","Asteraceae",,"Asteraceae","EX","Extinta","2014"
"Tessaria absinthioides (Hook. & Arn.) DC.","332158","Tessaria absinthioides","Asteraceae",,"Asteraceae","DD","Dados Insuficientes","2014"
"Marattia raddii Desv.","379122","Marattia raddii","Marattiaceae",,"Marattiaceae","EX","Extinta","2014"
"Galianthe thalictroides (K. Schumann) E.L.Cabral","279304","Galianthe thalictroides","Rubiaceae",,"Rubiaceae","EX","Extinta","2014"
"Petunia bonjardinensis T. Ando & Hashim.","281470","Petunia bonjardinensis","Solanaceae",,"Solanaceae","VU","Vulnerável","2014"
"Mimosa ramosissima Bentham","326038","Mimosa ramosissima","Fabaceae",,"Fabaceae","EX","Extinta","2014"
"Anemia imbricata Sturm","298294","Anemia imbricata","Anemiaceae",,"Anemiaceae","DD","Dados Insuficientes","2014"
"Eugenia pachyclada D.Legrand","340601","Eugenia pachyclada","Myrtaceae",,"Myrtaceae","VU","Vulnerável","2014"
"Dyckia leptostachya Baker","327645","Dyckia leptostachya","Bromeliaceae",,"Bromeliaceae","EX","Extinta","2014"
"Begonia squamipes Irmsch","326584","Begonia squamipes","Begoniaceae",,"Begoniaceae","VU","Vulnerável","2014"
"Anathallis pabstii (Garay) Pridgeon & M.W. Chase","342533","Anathallis pabstii","Orchidaceae",,"Orchidaceae","VU","Vulnerável","2014"
"Dendrophorbium paranense ( Malme) Matzenb. & Baptista","391230","Dendrophorbium paranense","Asteraceae",,"Asteraceae","VU","Vulnerável","2014"
"Brachystele bicrinita Szlach.","361686","Brachystele bicrinita","Orchidaceae",,"Orchidaceae","DD","Dados Insuficientes","2014"
"Leandra niederleinii Cogn.","338000","Leandra niederleinii","Melastomataceae",,"Melastomataceae","EX","Extinta","2014"
"Hippeastrum santacatarina (Traub.) Dutilh","369801","Hippeastrum santacatarina","Amaryllidaceae",,"Amaryllidaceae","VU","Vulnerável","2014"
"Peperomia pseudobcordata Yunck.","274999","Peperomia pseudobcordata","Piperaceae",,"Piperaceae","VU","Vulnerável","2014"
"Handroanthus catarinensis - (A.H. Gentry) S. Grose","371514","Handroanthus catarinensis","Bignoniaceae",,"Bignoniaceae","VU","Vulnerável","2014"
"Dichondra sericea Swartz","330371","Dichondra sericea","Convolvulaceae",,"Convolvulaceae","EX","Extinta","2014"
"Verbena campestris Moldenke","276971","Verbena campestris","Verbenaceae",,"Verbenaceae","EX","Extinta","2014"
"Passiflora catharinensis Sacco","274383","Passiflora catharinensis","Passifloraceae",,"Passifloraceae","VU","Vulnerável","2014"
"Vriesea biguassuensis Reitz","328760","Vriesea biguassuensis","Bromeliaceae",,"Bromeliaceae","EX","Extinta","2014"
"Brasilidium concolor (Hook.) F. Barros & V. T. Rodrigues","378419","Brasilidium concolor","Orchidaceae",,"Orchidaceae","VU","Vulnerável","2014"
"Aechmea apocalyptica Reitz","326692","Aechmea apocalyptica","Bromeliaceae",,"Bromeliaceae","VU","Vulnerável","2014"
"Leandra urbaniana Cogn.","338150","Leandra urbaniana","Melastomataceae",,"Melastomataceae","EX","Extinta","2014"
"Eryngium aloifolium Martius ex Urban","330088","Eryngium aloifolium","Apiaceae",,"Apiaceae","EX","Extinta","2014"
"Agrostis exasperata Trinius","337043","Agrostis exasperata","Poaceae",,"Poaceae","EX","Extinta","2014"
"Begonia camposportoana Brade","326180","Begonia camposportoana","Begoniaceae",,"Begoniaceae","DD","Dados Insuficientes","2014"
"Baccharis arassatubensis Malag. & Hatschbach","324889","Baccharis arassatubaensis","Asteraceae",,"Asteraceae","VU","Vulnerável","2014"
"Senna septemtrionalis","339157","Senna septemtrionalis","Fabaceae",,"Fabaceae","DD","Dados Insuficientes","2014"
"Verbena gracilescens (Cham.) Herter","369119","Verbena gracilescens","Verbenaceae",,"Verbenaceae","EX","Extinta","2014"
