"Supplied Name","guid","scientificName","family","kingdom","family","status","statusSource","year"
"Aburria jacutinga (Spix, 1825)","156033","Aburria jacutinga","Cracidae",,"Cracidae","NT","Em perigo","2014"
"Antilophia galeata (Lichtenstein, 1823)","178001","Antilophia galeata","Pipridae",,"Pipridae","NT","Quase Ameaçada","2014"
"Euryoryzomys russatus (Wagner, 1848)","220450","Euryoryzomys russatus","Cricetidae",,"Cricetidae","NT","Em perigo","2014"
"Primolius maracana (Vieillot, 1816)","273787","Primolius maracana","Psittacidae","Animalia","Psittacidae","NT","Em perigo","2014"
"Pilherodius pileatus (Boddaert, 1783)","134895","Pilherodius pileatus","Ardeidae",,"Ardeidae","NT","Quase Ameaçada","2014"
"Molossus cf. aztecus Sausurre, 1860",,,,,,"DD","Dados Insuficientes","2014"
"Leopardus tigrinus (Schreber, 1775)","226826","Leopardus tigrinus","Felidae","Animalia","Felidae","NT","Em perigo","2014"
"Polytmus guainumbi (Pallas, 1764)","115462","Polytmus guainumbi","Trochilidae",,"Trochilidae","NT","Em perigo","2014"
"Neothraupis fasciata (Lichtenstein, 1823)","264723","Neothraupis fasciata","Thraupidae","Animalia","Thraupidae","NT","Em perigo","2014"
"Actinote zikani d'Almeida, 1951","168510","Actinote zikani","Nymphalidae",,"Nymphalidae","NT","Em perigo","2014"
"Tonna galea (Linnaeus, 1758)","234649","Tonna galea","Tonnidae",,"Tonnidae","NT","Em perigo","2014"
"Fulica armillata Vieillot, 1817","242542","Fulica armillata","Rallidae",,"Rallidae","DD","Dados Insuficientes","2014"
"Sarda sarda (Bloch, 1793)","228363","Sarda sarda","Scombridae",,"Scombridae","DD","Dados Insuficientes","2014"
"Echinaster (Othilia) brasiliensis Müller & Troschel, 1842","246754","Echinaster (Othilia) brasiliensis","Echinasteridae",,"Echinasteridae","NT","Em perigo","2014"
"Menticirrhus americanus (Linnaeus, 1758)","257633","Menticirrhus americanus","Sciaenidae",,"Sciaenidae","NT","Quase Ameaçada","2014"
"Ischnocnema hoehnei (B. Lutz, 1959 ""1958"")",,,,,,"DD","Dados Insuficientes","2014"
"Embernagra platensis (Gmelin, 1789)","170394","Embernagra platensis","Thraupidae","Animalia","Thraupidae","NT","Em perigo","2014"
"Aegla cavernicola Turkay,1972","213242","Aegla cavernicola","Aeglidae",,"Aeglidae","NT","Em perigo","2014"
"Alectrurus tricolor (Vieillot, 1816)","149352","Alectrurus tricolor","Tyrannidae","Animalia","Tyrannidae","NT","Em perigo","2014"
"Hyporhamphus unifasciatus (Ranzani, 1841)","177060","Hyporhamphus unifasciatus","Hemiramphidae",,"Hemiramphidae","DD","Dados Insuficientes","2014"
"Selar crumenophthalmus (Bloch, 1793)","160410","Selar crumenophthalmus","Carangidae",,"Carangidae","DD","Dados Insuficientes","2014"
"Geoplana hina Marcus, 1951","233222","Geoplana hina","Geoplanidae",,"Geoplanidae","NT","Em perigo","2014"
"Dasyatis americana Hildebrand & Schroeder, 1928","142250","Dasyatis americana","Dasyatidae",,"Dasyatidae","DD","Dados Insuficientes","2014"
"Monodelphis unistriata (Wagner, 1842)","178740","Monodelphis unistriata","Didelphidae",,"Didelphidae","DD","Dados Insuficientes","2014"
"Potamolithus troglobius Simone & Moracchioli,1994","193981","Potamolithus troglobius","Tateidae",,"Tateidae","NT","Em perigo","2014"
"Phibalura flavirostris Vieillot, 1816","249579","Phibalura flavirostris","Cotingidae",,"Cotingidae","NT","Quase Ameaçada","2014"
"Almeidaia romualdoi Travassos, 1937","254698","Almeidaia romualdoi","Saturniidae",,"Saturniidae","DD","Dados Insuficientes","2014"
"Emberizoides ypiranganus Ihering & Ihering, 1907","264601","Emberizoides ypiranganus","Thraupidae","Animalia","Thraupidae","NT","Em perigo","2014"
"Asio flammeus (Pontoppidan, 1763)","125046","Asio flammeus","Strigidae",,"Strigidae","NT","Quase Ameaçada","2014"
"Crenicichla jupiaensis Britski & Luengo, 1968","148818","Crenicichla jupiaensis","Cichlidae",,"Cichlidae","NT","Em perigo","2014"
"Leptolebias itanhaensis Costa, 2008",,,,,,"NT","Em perigo","2014"
"Delomys sublineatus (Thomas, 1903)","188570","Delomys sublineatus","Cricetidae",,"Cricetidae","NT","Quase Ameaçada","2014"
"Sicalis citrina Pelzeln, 1870","138859","Sicalis citrina","Thraupidae","Animalia","Thraupidae","NT","Quase Ameaçada","2014"
"Speothos venaticus (Lund, 1842)","253012","Speothos venaticus","Canidae",,"Canidae","NT","Em perigo","2014"
"Eumops perotis (Schinz, 1821)","121447","Eumops perotis","Molossidae",,"Molossidae","DD","Dados Insuficientes","2014"
"Dichotomius superbus Felsche, 1901","192300","Dichotomius (Luederwaldtinia) superbus","Scarabaeidae",,"Scarabaeidae","NT","Em perigo","2014"
"Eurytellina punicea (Born, 1778)","256498","Eurytellina punicea","Tellinidae",,"Tellinidae","NT","Em perigo","2014"
"Higginsia strigilata (Lamarck, 1813)",,,,,,"NT","Em perigo","2014"
"Trogolaphysa aelleni Yosii, 1988","132165","Trogolaphysa aelleni","Paronellidae",,"Paronellidae","NT","Em perigo","2014"
"Myocastor coypus (Molina, 1782)","183812","Myocastor coypus","Echimyidae",,"Echimyidae","DD","Dados Insuficientes","2014"
"Steindachneridion punctatum (Miranda-Ribeiro, 1918)","174909","Steindachneridion punctatum","Pimelodidae",,"Pimelodidae","NT","Em perigo","2014"
"Merulaxis ater Lesson, 1830","244664","Merulaxis ater","Rhinocryptidae",,"Rhinocryptidae","NT","Quase Ameaçada","2014"
"Coturnicops notatus (Gould, 1841)","148698","Coturnicops notatus","Rallidae",,"Rallidae","NT","Em perigo","2014"
"Coryphaspiza melanotis (Temminck, 1822)","264617","Coryphaspiza melanotis","Thraupidae","Animalia","Thraupidae","NT","Em perigo","2014"
"Pterodroma incerta (Schlegel, 1863)","172311","Pterodroma incerta","Procellariidae",,"Procellariidae","DD","Dados Insuficientes","2014"
"Caenoptychia boulleti Le Cerf, 1919",,,,,,"NT","Em perigo","2014"
"Metachirus nudicaudatus (É. Geoffroy, 1803)","116246","Metachirus nudicaudatus","Didelphidae",,"Didelphidae","NT","Quase Ameaçada","2014"
"Pteroglossus bailloni (Vieillot, 1819)","115548","Pteroglossus bailloni","Ramphastidae",,"Ramphastidae","NT","Em perigo","2014"
"Agrias claudina godmani Fruhstorfer, 1895",,,,,,"NT","Em perigo","2014"
"Anodontites trapezeus Spix, 1827","126791","Anodontites trapezeus","Mycetopodidae",,"Mycetopodidae","NT","Em perigo","2014"
"Branchiostoma caribaeum (Sundevall, 1853)","118922","Branchiostoma caribaeum","Branchiostomidae",,"Branchiostomidae","NT","Quase Ameaçada","2014"
"Diomedea dabbenena Mathews, 1929","115936","Diomedea dabbenena","Diomedeidae",,"Diomedeidae","NT","Em perigo","2014"
"Phrynomedusa vanzolinii Cruz, 1991","186532","Phrynomedusa vanzolinii","Hylidae",,"Hylidae","DD","Dados Insuficientes","2014"
"Cyrtopleura costata (Linnaeus, 1758)","266356","Cyrtopleura costata","Pholadidae",,"Pholadidae","NT","Em perigo","2014"
"Anchoa spinifera (Valenciennes, 1848)",,,,,,"DD","Dados Insuficientes","2014"
"Megalobulimus grandis Martens, 1885","239658","Megalobulimus grandis","Megalobulimidae",,"Megalobulimidae","NT","Em perigo","2014"
"Orthopsittaca manilata (Boddaert, 1783)","237085","Orthopsittaca manilatus","Psittacidae","Animalia","Psittacidae","NT","Em perigo","2014"
"Leptinopterus suturalis Lüderwaldt, 1930","141822","Leptinopterus suturalis","Lucanidae",,"Lucanidae","NT","Em perigo","2014"
"Geoplana chiuna Froelich, 1955","138763","Geoplana chiuna","Geoplanidae",,"Geoplanidae","NT","Em perigo","2014"
"Pteroglossus aracari (Linnaeus, 1758)","180312","Pteroglossus aracari","Ramphastidae",,"Ramphastidae","NT","Em perigo","2014"
"Amphisbaena steindachneri Strauch, 1881","213655","Amphisbaena steindachneri","Amphisbaenidae",,"Amphisbaenidae","DD","Dados Insuficientes","2014"
"Hypsiboas cymbalum (Bokermann, 1963)","155670","Hypsiboas cymbalum","Hylidae",,"Hylidae","NT","Em perigo","2014"
"Eurytium limosum (Say, 1818)","194185","Eurytium limosum","Panopeidae",,"Panopeidae","DD","Dados Insuficientes","2014"
"Donacospiza albifrons (Vieillot, 1817)","233053","Donacospiza albifrons","Thraupidae","Animalia","Thraupidae","NT","Em perigo","2014"
"Macrobrachium carcinus (Linnaeus, 1758)","161860","Macrobrachium carcinus","Palaemonidae",,"Palaemonidae","NT","Em perigo","2014"
"Seira eidmanni (Stach, 1935)","219326","Seira eidmanni","Entomobryidae",,"Entomobryidae","DD","Dados Insuficientes","2014"
"Lophornis magnificus (Vieillot, 1817)","115367","Lophornis magnificus","Trochilidae",,"Trochilidae","NT","Em perigo","2014"
"Patagioenas speciosa (Gmelin, 1789)","120036","Patagioenas speciosa","Columbidae",,"Columbidae","NT","Em perigo","2014"
"Cabassous tatouay (Desmarest, 1804)","236445","Cabassous tatouay","Dasypodidae",,"Dasypodidae","DD","Dados Insuficientes","2014"
"Trichogenes longipinnis Britski & Ortega, 1986","237278","Trichogenes longipinnis","Trichomycteridae",,"Trichomycteridae","NT","Em perigo","2014"
"Higginsia strigilata (Lamarck, 1813)",,,,,,"NT","Em perigo","2014"
"Pontoporia blainvillei (Gervais & d’Orbigny, 1844)","234454","Pontoporia blainvillei","Pontoporiidae",,"Pontoporiidae","NT","Em perigo","2014"
"Sphyrna tiburo (Linnaeus, 1758)","201983","Sphyrna tiburo","Sphyrnidae",,"Sphyrnidae","NT","Em perigo","2014"
"Asterina stellifera (Möbius, 1859)","200487","Asterina stellifera","Asterinidae",,"Asterinidae","NT","Em perigo","2014"
"Schoeniophylax phryganophilus (Vieillot, 1817)","231954","Schoeniophylax phryganophilus","Furnariidae",,"Furnariidae","DD","Dados Insuficientes","2014"
"Physalaemus jordanensis Bokermann, 1967","136212","Physalaemus jordanensis","Leptodactylidae",,"Leptodactylidae","DD","Dados Insuficientes","2014"
"Campylorhamphus trochilirostris (Lichtenstein, 1820)","267931","Campylorhamphus trochilirostris","Dendrocolaptidae",,"Dendrocolaptidae","NT","Em perigo","2014"
"Merluccius hubbsi Marini, 1933","116158","Merluccius hubbsi","Merlucciidae",,"Merlucciidae","NT","Quase Ameaçada","2014"
"Scinax faivovichi Brasileiro, Oyamaguchi & Haddad, 2007","123173","Scinax faivovichi","Hylidae",,"Hylidae","NT","Em perigo","2014"
"Sapajus cucullatus (Spix 1823)",,,,,,"NT","Quase Ameaçada","2014"
"Anthus hellmayri Hartert, 1909","155309","Anthus hellmayri","Motacillidae",,"Motacillidae","NT","Quase Ameaçada","2014"
"Cygnus melancoryphus (Molina, 1782)","118274","Cygnus melancoryphus","Anatidae",,"Anatidae","DD","Dados Insuficientes","2014"
"Pulsatrix perspicillata (Latham, 1790)","157259","Pulsatrix perspicillata","Strigidae",,"Strigidae","DD","Dados Insuficientes","2014"
"Adelomelon beckii (Broderip, 1836)","183723","Adelomelon beckii","Volutidae",,"Volutidae","NT","Em perigo","2014"
"Formicivora paludicola Buzetti, Belmote-Lopes,Reinert, Silveira e Bornschein, 2013","262319","Formicivora paludicola","Thamnophilidae",,"Thamnophilidae","NT","Em perigo","2014"
"Polioptila lactea Sharpe, 1885","123442","Polioptila lactea","Polioptilidae",,"Polioptilidae","DD","Dados Insuficientes","2014"
"Piprites pileata (Temminck, 1822)","114914","Piprites pileata","Pipritidae",,"Pipritidae","NT","Em perigo","2014"
"Ophiodes aff. striatus (sp.2 de Márcio Borges-Martins, Serra da Mantiqueira)",,,,"Animalia",,"NT","Em perigo","2014"
"Hylocryptus rectirostris (Wied, 1831)",,,,,,"NT","Quase Ameaçada","2014"
"Sporophila plumbea (Wied, 1830)","202733","Sporophila plumbea","Thraupidae","Animalia","Thraupidae","NT","Em perigo","2014"
"Eunice sebastiani Nonato, 1965","190723","Eunice sebastiani","Eunicidae",,"Eunicidae","NT","Em perigo","2014"
"Cyanocorax cyanomelas (Vieillot, 1818)","154560","Cyanocorax cyanomelas","Corvidae",,"Corvidae","DD","Dados Insuficientes","2014"
"Listrura picinguabae Villa-Verde & Costa, 2006","237226","Listrura picinguabae","Trichomycteridae",,"Trichomycteridae","NT","Em perigo","2014"
"Oligoryzomys fornesi (Massoia, 1973)",,,,,,"DD","Dados Insuficientes","2014"
"Euscarthmus rufomarginatus (Pelzeln, 1868)","212179","Euscarthmus rufomarginatus","Tyrannidae","Animalia","Tyrannidae","NT","Em perigo","2014"
"Blarinomys breviceps (Winge, 1887)","174934","Blarinomys breviceps","Cricetidae",,"Cricetidae","DD","Dados Insuficientes","2014"
"Phrynomedusa marginata (Izecksohn & Cruz, 1976)","186453","Phrynomedusa marginata","Hylidae",,"Hylidae","DD","Dados Insuficientes","2014"
"Athyreus capricornis Howden, 1978","170593","Athyreus capricornis","Geotrupidae",,"Geotrupidae","DD","Dados Insuficientes","2014"
"Cerianthomorphe brasiliensis Carlgreen, 1931",,,,,,"NT","Em perigo","2014"
"Vanellus cayanus (Latham, 1790)","202749","Vanellus cayanus","Charadriidae",,"Charadriidae","NT","Em perigo","2014"
"Furipterus horrens (F. Cuvier, 1828)","231749","Furipterus horrens","Furipteridae",,"Furipteridae","NT","Em perigo","2014"
"Trichomycterus paolence (Eigenmann, 1917)","237015","Trichomycterus paolence","Trichomycteridae",,"Trichomycteridae","NT","Em perigo","2014"
"Ditaxodon taeniatus (Peters in Hensel, 1868)","180894","Ditaxodon taeniatus","Dipsadidae",,"Dipsadidae","NT","Em perigo","2014"
"Mobula thurstoni (Lloyd, 1908)","126945","Mobula thurstoni","Myliobatidae",,"Myliobatidae","NT","Quase Ameaçada","2014"
"Paralichthys orbignyanus (Valenciennes, 1839)","225327","Paralichthys orbignyanus","Paralichthyidae",,"Paralichthyidae","NT","Quase Ameaçada","2014"
"Ascidia santosi Millar, 1958","230917","Ascidia santosi","Ascidiidae",,"Ascidiidae","NT","Em perigo","2014"
"Bothrops cotiara (Gomes, 1913)","183323","Bothrops cotiara","Viperidae",,"Viperidae","NT","Em perigo","2014"
"Sarkidiornis sylvicola Ihering & Ihering, 1907","244971","Sarkidiornis sylvicola","Anatidae",,"Anatidae","NT","Em perigo","2014"
"Zonia zonia diabo Mielke & Casagrande, 1998","209506","Zonia zonia diabo","Hesperiidae",,"Hesperiidae","NT","Em perigo","2014"
"Mesoclemmys cf. vanderhaegei",,,,"Animalia",,"DD","Dados Insuficientes","2014"
"Phyllomys thomasi (Ihering, 1871)","246668","Phyllomys thomasi","Echimyidae",,"Echimyidae","NT","Em perigo","2014"
"Tayassu pecari (Link, 1795)","225421","Tayassu pecari","Tayassuidae",,"Tayassuidae","NT","Em perigo","2014"
"Aliger costatus (Gmelin, 1791)","251299","Aliger costatus","Strombidae",,"Strombidae","NT","Em perigo","2014"
"Acherontides eleonorae Palacios-Vargas & Gnaspini-Netto, 1992","156082","Acherontides eleonorae","Hypogastruridae",,"Hypogastruridae","NT","Em perigo","2014"
"Ciconia maguari (Gmelin, 1789)","120286","Ciconia maguari","Ciconiidae",,"Ciconiidae","NT","Em perigo","2014"
"Lanio penicillatus (Spix, 1825)",,,,"Animalia",,"NT","Em perigo","2014"
"Panthera onca (Linnaeus, 1758)","257864","Panthera onca","Felidae","Animalia","Felidae","NT","Em perigo","2014"
"Euthynnus alletteratus (Rafinesque 1810)","259258","Euthynnus alleteratus","Scombridae",,"Scombridae","DD","Dados Insuficientes","2014"
"Amadonastur lacernulatus (Temminck, 1827)","210183","Amadonastur lacernulatus","Accipitridae","Animalia","Accipitridae","NT","Em perigo","2014"
"Ameiva aff. parecis (de Itirapina e Santa Bárbara)",,,,"Animalia",,"NT","Em perigo","2014"
"Natalus espiritosantensis (Ruschi, 1951)",,,,"Animalia",,"NT","Em perigo","2014"
"Eudocimus ruber (Linnaeus, 1758)","138966","Eudocimus ruber","Threskiornithidae",,"Threskiornithidae","NT","Em perigo","2014"
"Pimelodus paranaensis Britski & Langeani, 1988","268674","Pimelodus paranaensis","Pimelodidae",,"Pimelodidae","DD","Dados Insuficientes","2014"
"Porichthys porosissimus (Valenciennes, 1837)","235428","Porichthys porosissimus","Batrachoididae",,"Batrachoididae","NT","Quase Ameaçada","2014"
"Apostolepis goiasensis Prado, 1942","149527","Apostolepis goiasensis","Dipsadidae",,"Dipsadidae","DD","Dados Insuficientes","2014"
"Dysithamnus stictothorax (Temminck, 1823)","136592","Dysithamnus stictothorax","Thamnophilidae",,"Thamnophilidae","NT","Quase Ameaçada","2014"
"Triclaria malachitacea (Spix, 1824)","175361","Triclaria malachitacea","Psittacidae","Animalia","Psittacidae","NT","Em perigo","2014"
"Melanopareia torquata (Wied, 1831)","113813","Melanopareia torquata","Melanopareiidae",,"Melanopareiidae","NT","Em perigo","2014"
"Hyphessobrycon flammeus Myers, 1924","264238","Hyphessobrycon flammeus","Characidae",,"Characidae","DD","Dados Insuficientes","2014"
"Scleromystax prionotos Nijssen & Isbrücker, 1980","188461","Scleromystax prionotos","Callichthyidae",,"Callichthyidae","NT","Em perigo","2014"
"Sporophila frontalis (Verreaux, 1869)","264571","Sporophila frontalis","Thraupidae","Animalia","Thraupidae","NT","Em perigo","2014"
"Hemiramphus brasiliensis (Linnaeus, 1758)","208412","Hemiramphus brasiliensis","Hemiramphidae",,"Hemiramphidae","DD","Dados Insuficientes","2014"
"Charitospiza eucosma Oberholser, 1905","264443","Charitospiza eucosma","Thraupidae","Animalia","Thraupidae","NT","Em perigo","2014"
"Achirus lineatus (Linnaeus, 1758)","179073","Achirus lineatus","Achiridae",,"Achiridae","DD","Dados Insuficientes","2014"
"Schistochlamys melanopis (Latham, 1790)","264503","Schistochlamys melanopis","Thraupidae","Animalia","Thraupidae","NT","Em perigo","2014"
"Sporophila angolensis (Linnaeus, 1766)","264619","Sporophila angolensis","Thraupidae","Animalia","Thraupidae","NT","Em perigo","2014"
"Harengula clupeola (Cuvier, 1829)","213113","Harengula clupeola","Clupeidae",,"Clupeidae","DD","Dados Insuficientes","2014"
"Bothus robinsi Topp & Hoff, 1972","206148","Bothus robinsi","Bothidae",,"Bothidae","DD","Dados Insuficientes","2014"
"Folsomiella trisetosa Mendonça et al., 2005","144180","Folsomiella trisetosa","Brachystomellidae",,"Brachystomellidae","DD","Dados Insuficientes","2014"
"Pimelodella rudholphi Miranda-Ribeiro, 1918","112523","Pimelodella rudolphi","Heptapteridae",,"Heptapteridae","DD","Dados Insuficientes","2014"
"Anchoviella lepidentostole (Fowler, 1941)","123700","Anchoviella lepidentostole","Engraulidae",,"Engraulidae","NT","Quase Ameaçada","2014"
"Phaenomys ferrugineus (Thomas, 1894)","220396","Phaenomys ferrugineus","Cricetidae",,"Cricetidae","NT","Em perigo","2014"
"Momotus momota (Linnaeus, 1766)","217175","Momotus momota","Momotidae",,"Momotidae","NT","Em perigo","2014"
"Cyclopsetta chittendeni Bean, 1895","256599","Cyclopsetta chittendeni","Paralichthyidae",,"Paralichthyidae","DD","Dados Insuficientes","2014"
"Antodon goryi (Laporte, 1832)","114800","Antodon goryi","Melolonthidae",,"Melolonthidae","NT","Em perigo","2014"
"Pseudotocinclus parahybae Takako, Oliveira & Oyakawa, 2005","272919","Pseudotocinclus parahybae","Loricariidae",,"Loricariidae","NT","Em perigo","2014"
"Aegla franca Schmitt, 1942","212999","Aegla franca","Aeglidae",,"Aeglidae","NT","Em perigo","2014"
"Scomber japonicus Houttuyn 1782","165278","Scomber japonicus","Scombridae",,"Scombridae","DD","Dados Insuficientes","2014"
"Geotrygon violacea (Temminck, 1809)","120025","Geotrygon violacea","Columbidae",,"Columbidae","NT","Em perigo","2014"
"Falco deiroleucus Temminck, 1825","226326","Falco deiroleucus","Falconidae",,"Falconidae","DD","Dados Insuficientes","2014"
"Sporophila collaris (Boddaert, 1783)","170389","Sporophila collaris","Thraupidae","Animalia","Thraupidae","NT","Quase Ameaçada","2014"
"Cnesterodon iguape Lucinda, 2005","212604","Cnesterodon iguape","Poeciliidae",,"Poeciliidae","NT","Em perigo","2014"
"Bokermannohyla clepsydra (A. Lutz, 1925)","155378","Bokermannohyla clepsydra","Hylidae",,"Hylidae","DD","Dados Insuficientes","2014"
"Catathyridium garmani (Jordan, 1889)","210568","Catathyridium garmani","Achiridae",,"Achiridae","DD","Dados Insuficientes","2014"
