"Supplied Name","guid","scientificName","family","kingdom","family","status","statusSource","year"
"Anodontites trapezeus Spix, 1827","126791","Anodontites trapezeus","Mycetopodidae",,"Mycetopodidae","NT","Em perigo","2014"
"Potamolithus troglobius Simone & Moracchioli,1994","193981","Potamolithus troglobius","Tateidae",,"Tateidae","NT","Em perigo","2014"
"Tigrisoma fasciatum (Such, 1825)","270979","Tigrisoma fasciatum","Ardeidae",,"Ardeidae","NT","Em perigo","2014"
"Echinaster (Othilia) brasiliensis Müller & Troschel, 1842","246754","Echinaster (Othilia) brasiliensis","Echinasteridae",,"Echinasteridae","NT","Em perigo","2014"
"Saltatricula atricollis (Vieillot, 1817)","138890","Saltatricula atricollis","Thraupidae","Animalia","Thraupidae","NT","Em perigo","2014"
"Potamolithus aff. 2 troglobius (Caverna Alambari de Cima - Iporanga)",,,,,,"NT","Em perigo","2014"
"Sapajus libidinosus Spix, 1823","129821","Sapajus libidinosus","Cebidae",,"Cebidae","DD","Dados Insuficientes","2014"
"Nebris microps Cuvier, 1830","161274","Nebris microps","Sciaenidae",,"Sciaenidae","DD","Dados Insuficientes","2014"
"Megalobulimus klappenbachi Leme, 1964","208595","Megalobulimus klappenbachi","Megalobulimidae",,"Megalobulimidae","NT","Em perigo","2014"
"Brucepattersonius soricinus Hershkovitz, 1998","220407","Brucepattersonius soricinus","Cricetidae",,"Cricetidae","NT","Quase Ameaçada","2014"
"Nystalus maculatus (Gmelin, 1788)","120009","Nystalus maculatus","Bucconidae","Animalia","Bucconidae","NT","Quase Ameaçada","2014"
"Pseudosinella aff. biunguiculata Ellis, 1967 (Caverna Vista da Cachoeira - Ipeúna)",,,,,,"NT","Em perigo","2014"
"Bothrops aff. jararaca (Ilha de Búzios)",,,,,,"NT","Em perigo","2014"
"Cistothorus platensis (Latham, 1790)","210091","Cistothorus platensis","Troglodytidae",,"Troglodytidae","NT","Em perigo","2014"
"Bellator brachychir (Regan, 1914)","269091","Bellator brachychir","Triglidae",,"Triglidae","DD","Dados Insuficientes","2014"
"Leptodactylus syphax Bokermann, 1969","167850","Leptodactylus syphax","Leptodactylidae",,"Leptodactylidae","DD","Dados Insuficientes","2014"
"Aegla leptochela Bond-Buckup & Buckup,1994","244217","Aegla leptochela","Aeglidae",,"Aeglidae","NT","Em perigo","2014"
"Poospiza cinerea Bonaparte, 1850",,,,,,"NT","Em perigo","2014"
"Paralichthys triocellatus Miranda Ribeiro, 1903","225319","Paralichthys triocellatus","Paralichthyidae",,"Paralichthyidae","DD","Dados Insuficientes","2014"
"Mycteroperca tigris (Valenciennes, 1833)","135314","Mycteroperca tigris","Serranidae",,"Serranidae","NT","Em perigo","2014"
"Selene setapinnis (Linnaeus, 1758)","254352","Selene setapinnis","Carangidae",,"Carangidae","NT","Quase Ameaçada","2014"
"Bothrops alcatraz Marques, Martins & Sazima, 2002","183335","Bothrops alcatraz","Viperidae",,"Viperidae","NT","Em perigo","2014"
"Rhipidomys itoan (Costa, Geise, Pereira & Costa, 2011)","125362","Rhipidomys itoan","Cricetidae",,"Cricetidae","NT","Quase Ameaçada","2014"
"Balaenoptera musculus (Linnaeus, 1758)","140375","Balaenoptera musculus","Balaenopteridae",,"Balaenopteridae","NT","Em perigo","2014"
"Coscinasterias tenuispina (Lamarck, 1816)","200189","Coscinasterias tenuispina","Asteriidae",,"Asteriidae","NT","Em perigo","2014"
"Phyllomedusa ayeaye (B. Lutz, 1966)","186918","Phyllomedusa ayeaye","Hylidae",,"Hylidae","DD","Dados Insuficientes","2014"
"Oecomys catherinae Thomas, 1909","175345","Oecomys catherinae","Cricetidae",,"Cricetidae","DD","Dados Insuficientes","2014"
"Voltinia sanarita (Schaus, 1902)","124560","Voltinia sanarita","Riodinidae",,"Riodinidae","NT","Em perigo","2014"
"Jabiru mycteria (Lichtenstein, 1819)","211716","Jabiru mycteria","Ciconiidae",,"Ciconiidae","NT","Em perigo","2014"
"Hyporhamphus roberti (Valenciennes, 1847)","239493","Hyporhamphus roberti","Hemiramphidae",,"Hemiramphidae","DD","Dados Insuficientes","2014"
"Pararrhopalites wallacei (Palacios-Vargas & Zeppelini, 1995)","169123","Pararrhopalites wallacei","Sminthuridae",,"Sminthuridae","NT","Em perigo","2014"
"Melampus coffeus Linnaeus, 1758",,,,,,"NT","Em perigo","2014"
"Marmosops incanus (Lund, 1840)","147497","Marmosops incanus","Didelphidae",,"Didelphidae","NT","Quase Ameaçada","2014"
"Kannabateomys amblyonyx (Wagner, 1845)","215546","Kannabateomys amblyonyx","Echimyidae",,"Echimyidae","DD","Dados Insuficientes","2014"
"Eugerres brasilianus (Valenciennes, 1830)","201797","Eugerrres brasilianus","Gerreidae",,"Gerreidae","DD","Dados Insuficientes","2014"
"Arenicola brasiliensis Nonato, 1958","149683","Arenicola brasiliensis","Arenicolidae",,"Arenicolidae","DD","Dados Insuficientes","2014"
"Pristis perotteti Müller & Henle, 1841",,,,,,"NT","Em perigo","2014"
"Mycale lilianae Carballo & Hajdu, 1998","158401","Mycale (Aegogropila) lilianae","Mycalidae",,"Mycalidae","DD","Dados Insuficientes","2014"
"Scinax alcatraz (B. Lutz, 1973)","155381","Scinax alcatraz","Hylidae",,"Hylidae","NT","Em perigo","2014"
"Opisthonema oglinum (Lesueur, 1818)","150107","Opisthonema oglinum","Clupeidae",,"Clupeidae","NT","Quase Ameaçada","2014"
"Nothura minor (Spix, 1825)","139630","Nothura minor","Tinamidae",,"Tinamidae","NT","Em perigo","2014"
"Hydropsalis maculicauda (Lawrence, 1862)","159483","Hydropsalis maculicaudus","Caprimulgidae",,"Caprimulgidae","NT","Em perigo","2014"
"Pampasatyrus reticulata (Weymer, 1907)","169177","Pampasatyrus reticulata","Nymphalidae",,"Nymphalidae","NT","Em perigo","2014"
"Apteronotus acidops Triques, 2011","165369","Apteronotus acidops","Apteronotidae",,"Apteronotidae","NT","Em perigo","2014"
"Characidium lauroi Travassos, 1949","156856","Characidium lauroi","Crenuchidae",,"Crenuchidae","NT","Em perigo","2014"
"Megalobulimus parafragilior Leme & Indrusiak, 1990","239632","Megalobulimus parafragilior","Megalobulimidae",,"Megalobulimidae","NT","Em perigo","2014"
"Melanophryniscus moreirae (Miranda-Ribeiro, 1920)","246648","Melanophryniscus moreirae","Bufonidae","Animalia","Bufonidae","DD","Dados Insuficientes","2014"
"Harttia gracilis Oyakawa, 1993","141326","Harttia gracilis","Loricariidae",,"Loricariidae","NT","Em perigo","2014"
"Scomberomorus brasiliensis Collette, Russo & Zavala-Camin, 1978","196152","Scomberomorus brasiliensis","Scombridae",,"Scombridae","DD","Dados Insuficientes","2014"
"Glandulocauda melanopleura ( Ellis, 1911)","232977","Glandulocauda melanopleura","Characidae",,"Characidae","NT","Em perigo","2014"
"Sternarchorhynchus britskii Campos-da-Paz, 2000","228419","Sternarchorhynchus britskii","Apteronotidae",,"Apteronotidae","NT","Em perigo","2014"
"Pseustes sulphureus (Wagler, 1824)",,,,,,"DD","Dados Insuficientes","2014"
"Campellolebias dorsimaculatus Costa, Lacerda & Brasil, 1989","189437","Campellolebias dorsimaculatus","Rivulidae",,"Rivulidae","NT","Em perigo","2014"
"Sporophila melanogaster (Pelzeln, 1870)","138963","Sporophila melanogaster","Thraupidae","Animalia","Thraupidae","NT","Em perigo","2014"
"Ischnocnema antiq (Miranda-Ribeiro, 1923)",,,,,,"DD","Dados Insuficientes","2014"
"Anchoa marinii Hildebrand, 1943","218808","Anchoa marinii","Engraulidae",,"Engraulidae","DD","Dados Insuficientes","2014"
"Cycloramphus granulosus A. Lutz, 1929","264303","Cycloramphus granulosus","Cycloramphidae",,"Cycloramphidae","DD","Dados Insuficientes","2014"
"Actinote morio Oberthür, 1917","262166","Actinote morio","Nymphalidae",,"Nymphalidae","NT","Em perigo","2014"
"Sporophila ruficollis Cabanis, 1851","202739","Sporophila ruficollis","Thraupidae","Animalia","Thraupidae","NT","Em perigo","2014"
"Hemisorubim platyrhynchos (Valenciennes, 1840)","206839","Hemisorubim platyrhynchos","Pimelodidae",,"Pimelodidae","NT","Em perigo","2014"
"Gastrotheca fulvorufa (Andersson, 1911)","111858","Gastrotheca fulvorufa","Hemiphractidae",,"Hemiphractidae","DD","Dados Insuficientes","2014"
"Chiroderma villosum Peters, 1860","142472","Chiroderma villosum","Phyllostomidae",,"Phyllostomidae","DD","Dados Insuficientes","2014"
"Pampasatyrus gyrtone (Berg, 1877)","232155","Pampasatyrus gyrtone","Nymphalidae",,"Nymphalidae","NT","Em perigo","2014"
"Porphyrio flavirostris (Gmelin, 1789)","115505","Porphyrio flavirostris","Rallidae",,"Rallidae","DD","Dados Insuficientes","2014"
"Stenella frontalis (Cuvier, 1829)","268222","Stenella frontalis","Delphinidae",,"Delphinidae","DD","Dados Insuficientes","2014"
"Littoraria angulifera (Lamarck, 1822)","171932","Littoraria angulifera","Littorinidae",,"Littorinidae","NT","Em perigo","2014"
"Anchoa filifera (Fowler, 1915)","187993","Anchoa filifera","Engraulidae",,"Engraulidae","DD","Dados Insuficientes","2014"
"Amphisbaena sanctaeritae Vanzolini, 1994","150964","Amphisbaena sanctaeritae","Amphisbaenidae",,"Amphisbaenidae","NT","Em perigo","2014"
"Athyreus anneae Howden, 1978","233341","Athyreus anneae","Geotrupidae",,"Geotrupidae","DD","Dados Insuficientes","2014"
"Parona signata (Jenyns, 1841)","128025","Parona signata","Carangidae",,"Carangidae","DD","Dados Insuficientes","2014"
"Synallaxis hypospodia Sclater, 1874","168865","Synallaxis hypospodia","Furnariidae",,"Furnariidae","NT","Em perigo","2014"
"Ascidia santosi Millar, 1958","230917","Ascidia santosi","Ascidiidae",,"Ascidiidae","NT","Em perigo","2014"
"Sapajus nigritus (Goldfuss, 1809)","130359","Sapajus nigritus","Cebidae",,"Cebidae","NT","Quase Ameaçada","2014"
"Syacium papilosum (Linnaeus, 1758)","225324","Syacium papillosum","Paralichthyidae",,"Paralichthyidae","DD","Dados Insuficientes","2014"
"Harpia harpyja (Linnaeus, 1758)","210222","Harpia harpyja","Accipitridae","Animalia","Accipitridae","NT","Em perigo","2014"
"Trinectes microphthalmus Chabanaud, 1928","210562","Trinectes microphthalmus","Achiridae",,"Achiridae","DD","Dados Insuficientes","2014"
"Potamolithus aff. 2 troglobius (Caverna Alambari de Cima - Iporanga)",,,,,,"NT","Em perigo","2014"
"Monodelphis theresa Thomas, 1921","147358","Monodelphis theresa","Didelphidae",,"Didelphidae","DD","Dados Insuficientes","2014"
"Minagrion mecistogastrum (Selys, 1876)","151653","Minagrion mecistogastrum","Coenagrionidae",,"Coenagrionidae","DD","Dados Insuficientes","2014"
"Pogonopoma parahybae (Steindachner, 1877)","204074","Pogonopoma parahybae","Loricariidae",,"Loricariidae","NT","Em perigo","2014"
"Megalobulimus parafragilior Leme & Indrusiak, 1990","239632","Megalobulimus parafragilior","Megalobulimidae",,"Megalobulimidae","NT","Em perigo","2014"
"Rhea americana (Linnaeus, 1758)","117350","Rhea americana","Rheidae",,"Rheidae","NT","Em perigo","2014"
"Potamolithus aff. 1 troglobius (Caverna Jeremias - Iporanga)",,,,,,"NT","Em perigo","2014"
"Paralichthys úcida Jordan, 1891",,,,,,"DD","Dados Insuficientes","2014"
"Cyanophrys bertha (Jones, 1912)","267834","Cyanophrys bertha","Lycaenidae",,"Lycaenidae","DD","Dados Insuficientes","2014"
"Halichondria migottea Carvalho & Hajdu, 2001","205464","Halichondria (Halichondria) migottea","Halichondriidae",,"Halichondriidae","DD","Dados Insuficientes","2014"
"Coryphaena hippurus Linnaeus, 1758","154721","Coryphaena hyppurus","Coryphaenidae",,"Coryphaenidae","DD","Dados Insuficientes","2014"
"Bagre bagre (Linnaeus, 1758)","271108","Bagre bagre","Ariidae",,"Ariidae","DD","Dados Insuficientes","2014"
"Eretmochelys imbricata (Linnaeus, 1766)","171196","Eretmochelys imbricata","Cheloniidae",,"Cheloniidae","NT","Em perigo","2014"
"Pluvialis squatarola (Linnaeus, 1758)","233378","Pluvialis squatarola","Charadriidae",,"Charadriidae","NT","Quase Ameaçada","2014"
"Prionotus nudigula Ginsburg, 1950","143571","Prionotus nudigula","Triglidae",,"Triglidae","DD","Dados Insuficientes","2014"
"Campellolebias intermedius Costa & De Luca, 2006","182742","Campellolebias intermedius","Rivulidae",,"Rivulidae","NT","Em perigo","2014"
"Drymophila ochropyga (Hellmayr, 1906)","136669","Drymophila ochropyga","Thamnophilidae",,"Thamnophilidae","NT","Em perigo","2014"
"Eubalaena australis (Desmoulins, 1822)","202658","Eubalaena australis","Balaenidae",,"Balaenidae","DD","Dados Insuficientes","2014"
"Hydropsalis anomala (Gould, 1838)","191313","Hydropsalis anomala","Caprimulgidae",,"Caprimulgidae","NT","Em perigo","2014"
"Pachylospeleus strinatii Silhavy, 1974","272809","Pachylospeleus strinatii","Gonyleptidae",,"Gonyleptidae","NT","Em perigo","2014"
"Tangara peruviana (Desmarest, 1806)","233353","Tangara peruviana","Thraupidae","Animalia","Thraupidae","NT","Em perigo","2014"
"Cynoscion microlepidotus (Cuvier, 1830)","226733","Cynoscion microlepidotus","Sciaenidae",,"Sciaenidae","DD","Dados Insuficientes","2014"
"Membras dissimilis (Carvalho, 1956)","232554","Membras dissimilis","Atherinopsidae",,"Atherinopsidae","DD","Dados Insuficientes","2014"
"Odontophorus capueira (Spix, 1825)","246437","Odontophorus capueira","Odontophoridae",,"Odontophoridae","NT","Quase Ameaçada","2014"
"Formicivora melanogaster Pelzeln, 1868","136559","Formicivora melanogaster","Thamnophilidae",,"Thamnophilidae","NT","Em perigo","2014"
"Blastocerus dichotomus (Illiger, 1815)","230886","Blastocerus dichotomus","Cervidae",,"Cervidae","NT","Em perigo","2014"
"Monodelphis dimidiata (Wagner, 1847)","178887","Monodelphis dimidiata","Didelphidae",,"Didelphidae","NT","Quase Ameaçada","2014"
"Pseudoplatystoma corruscans (Spix & Agassiz, 1829)","143106","Pseudoplatystoma corruscans","Pimelodidae",,"Pimelodidae","NT","Quase Ameaçada","2014"
"Girardia arndti (Marcus, 1946)","152280","Girardia arndti","Dugesiidae",,"Dugesiidae","NT","Em perigo","2014"
"Lobotes surinamensis (Bloch, 1790)","140546","Lobotes surinamensis","Lobotidae",,"Lobotidae","DD","Dados Insuficientes","2014"
"Scleromystax macropterus Regan, 1913","124116","Scleromystax macropterus","Callichthyidae",,"Callichthyidae","NT","Em perigo","2014"
"Seira brasiliana (Arlé, 1939)","123911","Seira brasiliana","Entomobryidae",,"Entomobryidae","NT","Quase Ameaçada","2014"
"Micrablepharus atticolus Rodrigues, 1996","236137","Micrablepharus atticolus","Gymnophthalmidae",,"Gymnophthalmidae","NT","Em perigo","2014"
"Megalobulimus klappenbachi Leme, 1964","208595","Megalobulimus klappenbachi","Megalobulimidae",,"Megalobulimidae","NT","Em perigo","2014"
"Myloplus tiete (Eigenmann & Norris, 1900)","167448","Myloplus tiete","Serrasalmidae",,"Serrasalmidae","NT","Em perigo","2014"
"Tembeassu marauna Triques, 1988","196625","Tembeassu marauna","Apteronotidae",,"Apteronotidae","NT","Em perigo","2014"
"Accipiter poliogaster (Temminck, 1824)","113751","Accipiter poliogaster","Accipitridae","Animalia","Accipitridae","NT","Quase Ameaçada","2014"
"Steno bredanensis (Cuvier, em Lesson, 1828)","205949","Steno bredanensis","Delphinidae",,"Delphinidae","DD","Dados Insuficientes","2014"
"Parabuteo unicinctus (Temminck, 1824)","241212","Parabuteo unicinctus","Accipitridae","Animalia","Accipitridae","NT","Em perigo","2014"
"Pseudupeneus maculatus (Bloch, 1793)","155259","Pseudupeneus maculatus","Mullidae",,"Mullidae","DD","Dados Insuficientes","2014"
"Crotophaga major Gmelin, 1788","159080","Crotophaga major","Cuculidae",,"Cuculidae","NT","Em perigo","2014"
"Sphoeroides spengleri (Bloch, 1785)","134642","Sphoeroides spengleri","Tetraodontidae",,"Tetraodontidae","DD","Dados Insuficientes","2014"
"Paraeugyrioides vannamei Monniot, 1970","184719","Paraeugyrioides vannamei","Molgulidae",,"Molgulidae","DD","Dados Insuficientes","2014"
"Geoplana livia Froelich, 1955",,,,,,"NT","Em perigo","2014"
"Umbrina úcida Cuvier, 1830",,,,,,"DD","Dados Insuficientes","2014"
"Notogynaphalia parca (Froelich, 1955)","264094","Notogynaphallia parca","Geoplanidae",,"Geoplanidae","NT","Em perigo","2014"
"Uca vocator (Herbst, 1804)","119155","Uca (Minuca) vocator","Ocypodidae",,"Ocypodidae","DD","Dados Insuficientes","2014"
"Mimon crenulatum (É. Geoffroy, 1803)","142444","Mimon crenulatum","Phyllostomidae",,"Phyllostomidae","DD","Dados Insuficientes","2014"
"Anchoa lyolepis (Evermann & Marsh, 1900)","187987","Anchoa lyolepis","Engraulidae",,"Engraulidae","DD","Dados Insuficientes","2014"
"Odontoscion dentex (Cuvier, 1830)","161309","Odontoscion dentex","Sciaenidae",,"Sciaenidae","DD","Dados Insuficientes","2014"
"Paralichthys brasiliensis (Ranzani, 1842)","130434","Paralichthys brasiliensis","Paralichthyidae",,"Paralichthyidae","NT","Quase Ameaçada","2014"
"Chauna torquata (Oken, 1816)","118353","Chauna torquata","Anhimidae",,"Anhimidae","DD","Dados Insuficientes","2014"
"Thalasseus maximus (Boddaert, 1783)","250532","Thalasseus maximus","Sternidae",,"Sternidae","NT","Em perigo","2014"
"Nonnula rubecula (Spix, 1824)","119906","Nonnula rubecula","Bucconidae","Animalia","Bucconidae","NT","Em perigo","2014"
"Hyporhamphus kronei Miranda Ribeiro, 1915","208419","Hyporhamphus kronei","Hemiramphidae",,"Hemiramphidae","DD","Dados Insuficientes","2014"
"Cyanocorax caeruleus (Vieillot, 1818)","149550","Cyanocorax caeruleus","Corvidae",,"Corvidae","NT","Quase Ameaçada","2014"
"Galeocerdo cuvier (Péron & Lesueur, 1822)","223398","Galeocerdo cuvier","Carcharhinidae",,"Carcharhinidae","DD","Dados Insuficientes","2014"
"Cyanerpes cyaneus (Linnaeus, 1766)","138896","Cyanerpes cyaneus","Thraupidae","Animalia","Thraupidae","DD","Dados Insuficientes","2014"
"Sphoeroides greeleyi Gilbert, 1900","134732","Sphoeroides greeleyi","Tetraodontidae",,"Tetraodontidae","DD","Dados Insuficientes","2014"
"Euvola ziczac (Linnaeus 1758)","229076","Euvola ziczac","Pectinidae",,"Pectinidae","NT","Em perigo","2014"
"Axelsonia tubifera Strenzke, 1958","160045","Axelsonia tubifera","Isotomidae",,"Isotomidae","DD","Dados Insuficientes","2014"
"Hoplias lacerdae Miranda-Ribeiro, 1908","159899","Hoplias lacerdae","Erythrinidae",,"Erythrinidae","NT","Em perigo","2014"
"Tivela mactroides (Born, 1778)","182054","Tivela mactroides","Veneridae",,"Veneridae","NT","Em perigo","2014"
"Leptodactylus sertanejo Giaretta & Costa, 2007","167879","Leptodactylus sertanejo","Leptodactylidae",,"Leptodactylidae","DD","Dados Insuficientes","2014"
"Troglobius brasiliensis Palacios-Vargas & Zeppelini, 1995","195752","Troglobius brasiliensis","Paronellidae",,"Paronellidae","NT","Em perigo","2014"
"Dactyloa punctata (Daudin, 1802)","235531","Dactyloa punctata","Dactyloidae",,"Dactyloidae","NT","Em perigo","2014"
"Sarcoramphus papa (Linnaeus, 1758)","161907","Sarcoramphus papa","Cathartidae",,"Cathartidae","NT","Em perigo","2014"
"Chloroceryle aenea (Pallas, 1764)","116126","Chloroceryle aenea","Alcedinidae",,"Alcedinidae","NT","Quase Ameaçada","2014"
"Molossops neglectus Williams & Genoways, 1980","184853","Molossops neglectus","Molossidae",,"Molossidae","DD","Dados Insuficientes","2014"
"Fossula fossiculifera (Orbigny, 1835)","190268","Fossula fossiculifera","Mycetopodidae",,"Mycetopodidae","NT","Em perigo","2014"
"Pyroderus scutatus (Shaw, 1792)","155655","Pyroderus scutatus","Cotingidae",,"Cotingidae","NT","Em perigo","2014"
"Platyrrhinus recifinus (Thomas, 1901)","267979","Platyrrhinus recifinus","Phyllostomidae",,"Phyllostomidae","DD","Dados Insuficientes","2014"
"Spintherobolus papilliferus Eigenmann, 1911","202296","Spintherobolus papilliferus","Characidae",,"Characidae","NT","Em perigo","2014"
"Morphnus guianensis (Daudin, 1800)","241188","Morphnus guianensis","Accipitridae","Animalia","Accipitridae","NT","Em perigo","2014"
"Negaprion brevirostris (Poey, 1868)","128096","Negaprion brevirostris","Carcharhinidae",,"Carcharhinidae","NT","Em perigo","2014"
"Halichoeres dimidiatus (Agassiz, 1831)","132419","Halichoeres dimidiatus","Labridae",,"Labridae","NT","Quase Ameaçada","2014"
"Marmosops paulensis (Tate, 1931)","147471","Marmosops paulensis","Didelphidae",,"Didelphidae","NT","Em perigo","2014"
"Sphyraena sphyraena (Linnaeus, 1758)","202416","Sphyraena sphyraena","Sphyraenidae",,"Sphyraenidae","DD","Dados Insuficientes","2014"
"Parides burchellanus (Westwood, 1872)","256490","Parides burchellanus","Papilionidae",,"Papilionidae","NT","Em perigo","2014"
"Kentropyx paulensis Boettger, 1893","256531","Kentropyx paulensis","Teiidae",,"Teiidae","NT","Em perigo","2014"
"Menticirrhus littoralis (Holbrook, 1847)","257680","Menticirrhus littoralis","Sciaenidae",,"Sciaenidae","NT","Quase Ameaçada","2014"
"Actinote quadra (Schaus, 1902)","168804","Actinote quadra","Nymphalidae",,"Nymphalidae","NT","Em perigo","2014"
"Leporinus thayeri Borodin, 1929",,,,,,"NT","Em perigo","2014"
"Centropomus parallelus Poey, 1860","162535","Centropomus parallelus","Centropomidae",,"Centropomidae","NT","Quase Ameaçada","2014"
"Hastula cinerea (Born, 1778)","226776","Hastula cinerea","Terebridae",,"Terebridae","NT","Em perigo","2014"
"Vampyrodes caraccioli (Thomas, 1889)","142413","Vampyrodes caraccioli","Phyllostomidae",,"Phyllostomidae","DD","Dados Insuficientes","2014"
"Amazona brasiliensis (Linnaeus, 1758)","273788","Amazona brasiliensis","Psittacidae","Animalia","Psittacidae","NT","Em perigo","2014"
"Bothus ocellatus (Agassiz, 1831)","174724","Bothus ocellatus","Bothidae",,"Bothidae","DD","Dados Insuficientes","2014"
"Sphyraena barracuda (Edwards, 1771)","265240","Sphyraena barracuda","Sphyraenidae",,"Sphyraenidae","DD","Dados Insuficientes","2014"
"Cephalotrigona capitata (Smith, 1854)","132902","Cephalotrigona capitata","Apidae",,"Apidae","NT","Em perigo","2014"
"Cissopis leverianus (Gmelin, 1788)","233417","Cissopis leverianus","Thraupidae","Animalia","Thraupidae","NT","Quase Ameaçada","2014"
"Dromococcyx phasianellus (Spix, 1824)","159131","Dromococcyx phasianellus","Cuculidae",,"Cuculidae","NT","Em perigo","2014"
"Genypterus brasiliensis (Regan, 1903)","250719","Genypterus brasiliensis","Ophidiidae",,"Ophidiidae","NT","Quase Ameaçada","2014"
"Diplodon caipira (Ihering, 1893)",,,,,,"NT","Em perigo","2014"
"Mugil curema Valenciennes, 1836","155247","Mugil curema","Mugilidae",,"Mugilidae","DD","Dados Insuficientes","2014"
"Trinectes paulistanus Miranda Ribeiro, 1915","147622","Trinectes paulistanus","Achiridae",,"Achiridae","DD","Dados Insuficientes","2014"
"Phalotris multipunctatus Puorto & Ferrarezzi, 1994","149503","Phalotris multipunctatus","Dipsadidae",,"Dipsadidae","NT","Em perigo","2014"
"Isurus oxyrinchus Rafinesque, 1810","196214","Isurus oxyrinchus","Lamnidae",,"Lamnidae","DD","Dados Insuficientes","2014"
"Maxchernes iporangae Mahnert & Andrade, 1998","265564","Maxchernes iporangae","Chernetidae",,"Chernetidae","NT","Em perigo","2014"
"Alipiopsitta xanthops (Spix, 1824)","206428","Alipiopsitta xanthops","Psittacidae","Animalia","Psittacidae","NT","Em perigo","2014"
"Diponera úcida Emery, 1901",,,,,,"DD","Dados Insuficientes","2014"
"Thalassarche chrysostoma (Forster, 1785)","180232","Thalassarche chrysostoma","Diomedeidae",,"Diomedeidae","DD","Dados Insuficientes","2014"
"Lycalopex vetulus (Lund, 1842)","126593","Lycalopex vetulus","Canidae",,"Canidae","NT","Em perigo","2014"
"Zungaro jahu (Ihering, 1898)","237520","Zungaro jahu","Pimelodidae",,"Pimelodidae","NT","Em perigo","2014"
"Pseudocorynopoma heterandria Eigenmann, 1914","232967","Pseudocorynopoma heterandria","Characidae",,"Characidae","NT","Em perigo","2014"
"Nycticryphes semicollaris (Vieillot, 1816)","126797","Nycticryphes semicollaris","Rostratulidae",,"Rostratulidae","DD","Dados Insuficientes","2014"
"Anodontites tenebricosus (Lea, 1856)","189953","Anodontites tenebricosus","Mycetopodidae",,"Mycetopodidae","NT","Em perigo","2014"
"Didemnum tetrahedrum Dias & Rodrigues, 2004","114362","Didemnum tetrahedrum","Didemnidae",,"Didemnidae","NT","Em perigo","2014"
"Olafia roscius iphimedia (Pötz, 1886)","113185","Olafia roscius iphimedia","Hesperiidae",,"Hesperiidae","DD","Dados Insuficientes","2014"
"Chloroceryle inda (Linnaeus, 1766)","182142","Chloroceryle inda","Alcedinidae",,"Alcedinidae","NT","Quase Ameaçada","2014"
"Sylvilagus brasiliensis (Linnaeus, 1758)","167672","Sylvilagus brasiliensis","Leporidae",,"Leporidae","DD","Dados Insuficientes","2014"
"Cycloramphus faustoi Brasileiro, Haddad, Sawaya, Sazima 2007","138458","Cycloramphus faustoi","Cycloramphidae",,"Cycloramphidae","NT","Em perigo","2014"
"Anthus nattereri Sclater, 1878","122922","Anthus nattereri","Motacillidae",,"Motacillidae","NT","Em perigo","2014"
"Bothrops aff. jararaca (Ilha da Moela)",,,,,,"NT","Em perigo","2014"
"Carcharhinus obscurus (Lesueur, 1818)","222952","Carcharhinus obscurus","Carcharhinidae",,"Carcharhinidae","DD","Dados Insuficientes","2014"
"Conodon nobilis (Linnaeus, 1758)","142784","Conodon nobilis","Haemulidae",,"Haemulidae","DD","Dados Insuficientes","2014"
"Sphyraena tome Fowler, 1903","202790","Sphyraena tome","Sphyraenidae",,"Sphyraenidae","DD","Dados Insuficientes","2014"
"Amazona farinosa (Boddaert, 1783)","273775","Amazona farinosa","Psittacidae","Animalia","Psittacidae","NT","Em perigo","2014"
"Platyrinchus leucoryphus Wied, 1831","115257","Platyrinchus leucoryphus","Platyrinchidae",,"Platyrinchidae","NT","Em perigo","2014"
"Citharichthys macrops Dresel, 1885","130427","Citharichthys macrops","Paralichthyidae",,"Paralichthyidae","DD","Dados Insuficientes","2014"
"Paralonchurus brasiliensis (Steindachner, 1875)","223912","Paralonchurus brasiliensis","Sciaenidae",,"Sciaenidae","NT","Quase Ameaçada","2014"
"Mobula japanica (Müller & Henle, 1841)","190520","Mobula japanica","Myliobatidae",,"Myliobatidae","DD","Dados Insuficientes","2014"
"Ophioscion punctatissimus Meek & Hildebrand, 1925","194761","Ophioscion punctatissimus","Sciaenidae",,"Sciaenidae","DD","Dados Insuficientes","2014"
"Diodon hystrix Linnaeus, 1758","114595","Diodon hystrix","Diodontidae",,"Diodontidae","DD","Dados Insuficientes","2014"
"Conepatus semistriatus (Boddaert, 1785)","116134","Conepatus semistriatus","Mephitidae",,"Mephitidae","DD","Dados Insuficientes","2014"
"Characidium lagosantense Travassos, 1947","251051","Characidium lagosantense","Crenuchidae",,"Crenuchidae","DD","Dados Insuficientes","2014"
"Anumbius annumbi (Vieillot, 1817)","201060","Anumbius annumbi","Furnariidae",,"Furnariidae","NT","Quase Ameaçada","2014"
"Eurytellina punicea (Born, 1778)","256498","Eurytellina punicea","Tellinidae",,"Tellinidae","NT","Em perigo","2014"
"Megalobulimus yporanganus Ihering & Pilsbry, 1901","239645","Megalobulimus yporanganus","Megalobulimidae",,"Megalobulimidae","NT","Em perigo","2014"
"Aegla microphthalma Bond-Buckup & Buckup,1994","117140","Aegla microphthalma","Aeglidae",,"Aeglidae","NT","Em perigo","2014"
