"id";"taxonID";"scientificName";"family";"taxonRank";"scientificNameAuthorship";"taxonomicStatus";"countryCode";"threatStatus"
"7799";"7799";"Zygostigma australe";"GENTIANACEAE";"species";"(Cham. & Schltdl.) Griseb.";"accepted";"BR";"EN"
"7821";"7821";"Besleria umbrosa";"GESNERIACEAE";"species";"Mart.";"accepted";"BR";"VU"
"7823";"7823";"Codonanthe carnosa";"GESNERIACEAE";"species";"(Gardner) Hanst.";"accepted";"BR";"VU"
"7831";"7831";"Codonanthe venosa";"GESNERIACEAE";"species";"Chautems";"accepted";"BR";"VU"
"30004";"30004";"Goyazia petraea";"GESNERIACEAE";"species";"(S.M.Phillips) Wiehler";"accepted";"BR";"EN"
"7861";"7861";"Nematanthus monanthos";"GESNERIACEAE";"species";"(Vell.) Chautems";"accepted";"BR";"EN"
"7876";"7876";"Paliavana werdermannii";"GESNERIACEAE";"species";"Mansf.";"accepted";"BR";"VU"
"7881";"7881";"Sinningia aghensis";"GESNERIACEAE";"species";"Chautems";"accepted";"BR";"EN"
"7884";"7884";"Sinningia araneosa";"GESNERIACEAE";"species";"Chautems";"accepted";"BR";"VU"
"7890";"7890";"Sinningia carangolensis";"GESNERIACEAE";"species";"Chautems";"accepted";"BR";"EN"
"7891";"7891";"Sinningia cardinalis";"GESNERIACEAE";"species";"(Lehm.) H.E.Moore";"accepted";"BR";"CR"
"7892";"7892";"Sinningia cochlearis";"GESNERIACEAE";"species";"(Hook.) Chautems";"accepted";"BR";"CR"
"7896";"7896";"Sinningia defoliata";"GESNERIACEAE";"species";"(Malme) Chautems";"accepted";"BR";"VU"
"7901";"7901";"Sinningia glazioviana";"GESNERIACEAE";"species";"(Fritsch) Chautems";"accepted";"BR";"CR"
"7902";"7902";"Sinningia guttata";"GESNERIACEAE";"species";"Lindl.";"accepted";"BR";"EN"
"17761";"17761";"Sinningia harleyi";"GESNERIACEAE";"species";"Wiehler & Chautems";"accepted";"BR";"EN"
"7903";"7903";"Sinningia hatschbachii";"GESNERIACEAE";"species";"Chautems";"accepted";"BR";"EN"
"7905";"7905";"Sinningia hirsuta";"GESNERIACEAE";"species";"(Lindl.) G.Nicholson";"accepted";"BR";"EN"
"7906";"7906";"Sinningia iarae";"GESNERIACEAE";"species";"Chautems";"accepted";"BR";"EN"
"7908";"7908";"Sinningia insularis";"GESNERIACEAE";"species";"(Hoehne) Chautems";"accepted";"BR";"EN"
"7909";"7909";"Sinningia kautskyi";"GESNERIACEAE";"species";"Chautems";"accepted";"BR";"VU"
"7913";"7913";"Sinningia lindleyi";"GESNERIACEAE";"species";"Schauer";"accepted";"BR";"EN"
"7914";"7914";"Sinningia lineata";"GESNERIACEAE";"species";"(Hjelmq.) Chautems";"accepted";"BR";"EN"
"7920";"7920";"Sinningia micans";"GESNERIACEAE";"species";"(Fritsch) Chautems";"accepted";"BR";"EN"
"7922";"7922";"Sinningia piresiana";"GESNERIACEAE";"species";"(Hoehne) Chautems";"accepted";"BR";"EN"
"7926";"7926";"Sinningia rupicola";"GESNERIACEAE";"species";"(Mart.) Wiehler";"accepted";"BR";"EN"
"7931";"7931";"Sinningia striata";"GESNERIACEAE";"species";"(Fritsch) Chautems";"accepted";"BR";"VU"
"7932";"7932";"Sinningia tuberosa";"GESNERIACEAE";"species";"(Mart.) H.E.Moore";"accepted";"BR";"VU"
"7933";"7933";"Sinningia valsuganensis";"GESNERIACEAE";"species";"Chautems";"accepted";"BR";"EN"
"7934";"7934";"Sinningia villosa";"GESNERIACEAE";"species";"Lindl.";"accepted";"BR";"EN"
"102181";"102181";"Sphaerorrhiza burchellii";"GESNERIACEAE";"species";"(S.M.Phillips) Roalson & Boggan";"accepted";"BR";"EN"
"7943";"7943";"Vanhouttea lanata";"GESNERIACEAE";"species";"Fritsch";"accepted";"BR";"EN"
"7944";"7944";"Vanhouttea leonii";"GESNERIACEAE";"species";"Chautems";"accepted";"BR";"EN"
"7945";"7945";"Vanhouttea pendula";"GESNERIACEAE";"species";"Chautems";"accepted";"BR";"EN"
"7952";"7952";"Gunnera herteri";"GUNNERACEAE";"species";"Osten";"accepted";"BR";"EN"
"96404";"96404";"Braunia plicata";"HEDWIGIACEAE";"species";"(Mitt.) A.Jaeger";"accepted";"BR";"VU"
"7980";"7980";"Humiriastrum spiritu-sancti";"HUMIRIACEAE";"species";"Cuatrec.";"accepted";"BR";"CR"
"91217";"91217";"Hymenophyllum sampaioanum";"HYMENOPHYLLACEAE";"species";"Brade & Rosenst.";"accepted";"BR";"CR"
"91218";"91218";"Hymenophyllum silveirae";"HYMENOPHYLLACEAE";"species";"Christ";"accepted";"BR";"CR"
"8004";"8004";"Hypericum mutilum";"HYPERICACEAE";"species";"L.";"accepted";"BR";"VU"
"30053";"30053";"Pseudotrimezia brevistamina";"IRIDACEAE";"species";"Chukr";"accepted";"BR";"CR"
"25590";"25590";"Pseudotrimezia concava";"IRIDACEAE";"species";"Ravenna";"accepted";"BR";"CR"
"30055";"30055";"Pseudotrimezia elegans";"IRIDACEAE";"species";"Ravenna";"accepted";"BR";"CR"
"30056";"30056";"Pseudotrimezia gracilis";"IRIDACEAE";"species";"Chukr";"accepted";"BR";"CR"
"30061";"30061";"Pseudotrimezia synandra";"IRIDACEAE";"species";"Ravenna";"accepted";"BR";"EN"
"25591";"25591";"Pseudotrimezia tenuissima";"IRIDACEAE";"species";"Ravenna";"accepted";"BR";"EN"
"36424";"36424";"Trimezia exillima";"IRIDACEAE";"species";"Ravenna";"accepted";"BR";"EN"
"103351";"103351";"Trimezia fistulosa";"IRIDACEAE";"species";"Foster";"accepted";"BR";"EN"
"30069";"30069";"Trimezia fistulosa var. longifolia";"IRIDACEAE";"species";"Chukr";"accepted";"BR";"CR"
"36433";"36433";"Trimezia plicatifolia";"IRIDACEAE";"species";"Chukr";"accepted";"BR";"EN"
"91273";"91273";"Isoetes bradei";"ISOETACEAE";"species";"Herter";"accepted";"BR";"EN"
"x004";"x004";"Isoetes luetzelburgii";"Isoetaceae";"species";"U.Weber";"accepted";"BR";"NE"
"97342";"97342";"Jungermannia decolor";"JUNGERMANNIACEAE";"species";"Schiffn.";"accepted";"BR";"EN"
"8189";"8189";"Cyanocephalus apertiflorus";"LAMIACEAE";"species";"(Epling) Harley & J.F.B.Pastore";"accepted";"BR";"VU"
"30121";"30121";"Cyanocephalus caprariifolius";"LAMIACEAE";"species";"(Pohl ex Benth.) Harley & J.F.B.Pastore";"accepted";"BR";"EN"
"17877";"17877";"Cyanocephalus delicatulus";"LAMIACEAE";"species";"(Harley) Harley & J.F.B.Pastore";"accepted";"BR";"EN"
"30129";"30129";"Cyanocephalus digitatus";"LAMIACEAE";"species";"(Harley) Harley & J.F.B.Pastore";"accepted";"BR";"EN"
"30168";"30168";"Cyanocephalus tagetifolius";"LAMIACEAE";"species";"(Harley) Harley & J.F.B.Pastore";"accepted";"BR";"EN"
"36574";"36574";"Cyanocephalus viaticus";"LAMIACEAE";"species";"(Harley) Harley & J.F.B.Pastore";"accepted";"BR";"EN"
"17848";"17848";"Eriope anamariae";"LAMIACEAE";"species";"Harley";"accepted";"BR";"EN"
"8142";"8142";"Eriope blanchetii";"LAMIACEAE";"species";"(Benth.) Harley";"accepted";"BR";"VU"
"30082";"30082";"Eriope crassipes subsp. cristalinae";"LAMIACEAE";"species";"Harley";"accepted";"BR";"CR"
"17856";"17856";"Eriope luetzelburgii";"LAMIACEAE";"species";"Harley";"accepted";"BR";"VU"
"30084";"30084";"Eriope machrisae";"LAMIACEAE";"species";"(Epling) Harley";"accepted";"BR";"EN"
"30088";"30088";"Eriope obovata var. gracilis";"LAMIACEAE";"species";"Harley";"accepted";"BR";"EN"
"x005";"x005";"Hesperozygis ringens";"Lamiaceae";"species";"(Benth.) Epling";"accepted";"BR";"NE"
"30095";"30095";"Hypenia aristulata";"LAMIACEAE";"species";"(Epling) Harley";"accepted";"BR";"CR"
"30099";"30099";"Hypenia crispata";"LAMIACEAE";"species";"(Pohl ex Benth.) Harley";"accepted";"BR";"EN"
"30105";"30105";"Hypenia micrantha";"LAMIACEAE";"species";"(Benth.) Harley";"accepted";"BR";"EN"
"30110";"30110";"Hypenia subrosea";"LAMIACEAE";"species";"(Harley) Harley";"accepted";"BR";"EN"
"8177";"8177";"Hyptidendron claussenii";"LAMIACEAE";"species";"(Benth.) Harley";"accepted";"BR";"EN"
"8178";"8178";"Hyptidendron conspersum";"LAMIACEAE";"species";"(Benth.) Harley";"accepted";"BR";"EN"
"30117";"30117";"Hyptis alpestris";"LAMIACEAE";"species";"A.St.-Hil. ex Benth.";"accepted";"BR";"EN"
"36527";"36527";"Hyptis angustifolia";"LAMIACEAE";"species";"Pohl ex Benth.";"accepted";"BR";"EN"
"36528";"36528";"Hyptis arenaria";"LAMIACEAE";"species";"Benth.";"accepted";"BR";"VU"
"17872";"17872";"Hyptis bahiensis";"LAMIACEAE";"species";"Harley";"accepted";"BR";"EN"
"30123";"30123";"Hyptis colligata";"LAMIACEAE";"species";"Epling & Játiva";"accepted";"BR";"EN"
"30126";"30126";"Hyptis cruciformis";"LAMIACEAE";"species";"Epling";"accepted";"BR";"EN"
"30134";"30134";"Hyptis frondosa";"LAMIACEAE";"species";"S.Moore";"accepted";"BR";"VU"
"36545";"36545";"Hyptis hamatidens";"LAMIACEAE";"species";"Epling & Játiva";"accepted";"BR";"VU"
"30140";"30140";"Hyptis imbricatiformis";"LAMIACEAE";"species";"Harley";"accepted";"BR";"EN"
"30157";"30157";"Hyptis pachyphylla";"LAMIACEAE";"species";"Epling";"accepted";"BR";"VU"
"30159";"30159";"Hyptis penaeoides";"LAMIACEAE";"species";"Taub. ex Ule";"accepted";"BR";"EN"
"8247";"8247";"Hyptis rhypidiophylla";"LAMIACEAE";"species";"Briq.";"accepted";"BR";"EN"
"17895";"17895";"Leptohyptis pinheiroi";"LAMIACEAE";"species";"(Harley) Harley & J.F.B.Pastore";"accepted";"BR";"EN"
"17899";"17899";"Martianthus sancti-gabrielii";"LAMIACEAE";"species";"(Harley) Harley & J.F.B.Pastore";"accepted";"BR";"EN"
"17873";"17873";"Medusantha carvalhoi";"LAMIACEAE";"species";"(Harley) Harley & J.F.B.Pastore";"accepted";"BR";"VU"
"25603";"25603";"Oocephalus piranii";"LAMIACEAE";"species";"(Harley) Harley & J.F.B.Pastore";"accepted";"BR";"CR"
"23344";"23344";"Aiouea benthamiana";"LAURACEAE";"species";"Mez";"accepted";"BR";"EN"
"8380";"8380";"Aiouea bracteata";"LAURACEAE";"species";"Kosterm.";"accepted";"BR";"VU"
"84216";"84216";"Aiouea lehmannii";"LAURACEAE";"species";"(O.C.Schmidt) S.S.Renner";"accepted";"BR";"EN"
"84232";"84232";"Aniba ferrea";"LAURACEAE";"species";"Kubitzki";"accepted";"BR";"VU"
"78444";"78444";"Aniba rosaeodora";"LAURACEAE";"species";"Ducke";"accepted";"BR";"EN"
"78445";"78445";"Aniba santalodora";"LAURACEAE";"species";"Ducke";"accepted";"BR";"VU"
"8390";"8390";"Beilschmiedia rigida";"LAURACEAE";"species";"(Mez) Kosterm.";"accepted";"BR";"EN"
"30188";"30188";"Cinnamomum erythropus";"LAURACEAE";"species";"(Nees & Mart.) Kosterm.";"accepted";"BR";"EN"
"78451";"78451";"Cinnamomum hatschbachii";"LAURACEAE";"species";"Vattimo-Gil";"accepted";"BR";"VU"
"30191";"30191";"Cinnamomum quadrangulum";"LAURACEAE";"species";"Kosterm.";"accepted";"BR";"VU"
"17928";"17928";"Dicypellium caryophyllaceum";"LAURACEAE";"species";"(Mart.) Nees";"accepted";"BR";"CR"
"23376";"23376";"Mezilaurus itauba";"LAURACEAE";"species";"(Meisn.) Taub. ex Mez";"accepted";"BR";"VU"
"8423";"8423";"Mezilaurus navalium";"LAURACEAE";"species";"(Allemão) Taub. ex Mez";"accepted";"BR";"EN"
"8425";"8425";"Nectandra barbellata";"LAURACEAE";"species";"Coe-Teix.";"accepted";"BR";"VU"
"23381";"23381";"Nectandra grisea";"LAURACEAE";"species";"Rohwer";"accepted";"BR";"VU"
"84330";"84330";"Nectandra paranaensis";"LAURACEAE";"species";"Coe-Teix.";"accepted";"BR";"VU"
"8444";"8444";"Ocotea basicordatifolia";"LAURACEAE";"species";"Vattimo-Gil";"accepted";"BR";"EN"
"8445";"8445";"Ocotea beulahiae";"LAURACEAE";"species";"Baitello";"accepted";"BR";"EN"
"8446";"8446";"Ocotea beyrichii";"LAURACEAE";"species";"(Nees) Mez";"accepted";"BR";"VU"
"8448";"8448";"Ocotea bragai";"LAURACEAE";"species";"Coe-Teix.";"accepted";"BR";"EN"
"8450";"8450";"Ocotea catharinensis";"LAURACEAE";"species";"Mez";"accepted";"BR";"VU"
"8453";"8453";"Ocotea confertiflora";"LAURACEAE";"species";"(Meisn.) Mez";"accepted";"BR";"VU"
"8497";"8497";"Ocotea cryptocarpa";"LAURACEAE";"species";"Baitello";"accepted";"BR";"EN"
"8458";"8458";"Ocotea felix";"LAURACEAE";"species";"Coe-Teix.";"accepted";"BR";"EN"
"105766";"105766";"Ocotea mosenii";"LAURACEAE";"species";"Mez";"accepted";"BR";"VU"
"8476";"8476";"Ocotea odorifera";"LAURACEAE";"species";"(Vell.) Rohwer";"accepted";"BR";"EN"
"8479";"8479";"Ocotea porosa";"LAURACEAE";"species";"(Nees & Mart.) Barroso";"accepted";"BR";"EN"
"8484";"8484";"Ocotea serrana";"LAURACEAE";"species";"Coe-Teix.";"accepted";"BR";"EN"
"8487";"8487";"Ocotea tabacifolia";"LAURACEAE";"species";"(Meisn.) Rohwer";"accepted";"BR";"EN"
"106933";"106933";"Persea glabra";"LAURACEAE";"species";"van der Werff";"accepted";"BR";"CR"
"8519";"8519";"Persea obovata";"LAURACEAE";"species";"Nees & Mart.";"accepted";"BR";"CR"
"30222";"30222";"Persea pedunculosa";"LAURACEAE";"species";"Meisn.";"accepted";"BR";"EN"
"8530";"8530";"Rhodostemonodaphne capixabensis";"LAURACEAE";"species";"Baitello & Coe-Teix.";"accepted";"BR";"EN"
"84425";"84425";"Rhodostemonodaphne parvifolia";"LAURACEAE";"species";"Madriñán";"accepted";"BR";"CR"
"105761";"105761";"Rhodostemonodaphne recurva";"LAURACEAE";"species";"van der Werff";"accepted";"BR";"EN"
"8533";"8533";"Urbanodendron bahiense";"LAURACEAE";"species";"(Meisn.) Rohwer";"accepted";"BR";"VU"
"8537";"8537";"Williamodendron cinnamomeum";"LAURACEAE";"species";"van der Werff";"accepted";"BR";"CR"
"23424";"23424";"Bertholletia excelsa";"LECYTHIDACEAE";"species";"Bonpl.";"accepted";"BR";"VU"
"8542";"8542";"Cariniana ianeirensis";"LECYTHIDACEAE";"species";"R.Knuth";"accepted";"BR";"EN"
"8543";"8543";"Cariniana legalis";"LECYTHIDACEAE";"species";"(Mart.) Kuntze";"accepted";"BR";"EN"
"17960";"17960";"Cariniana parvifolia";"LECYTHIDACEAE";"species";"S.A.Mori et al.";"accepted";"BR";"EN"
"8546";"8546";"Couratari asterotricha";"LECYTHIDACEAE";"species";"Prance";"accepted";"BR";"EN"
"8548";"8548";"Couratari pyramidata";"LECYTHIDACEAE";"species";"(Vell.) Kunth";"accepted";"BR";"EN"
"8550";"8550";"Eschweilera alvimii";"LECYTHIDACEAE";"species";"S.A.Mori";"accepted";"BR";"EN"
"8552";"8552";"Eschweilera compressa";"LECYTHIDACEAE";"species";"(Vell.) Miers";"accepted";"BR";"EN"
"36674";"36674";"Eschweilera subcordata";"LECYTHIDACEAE";"species";"S.A.Mori";"accepted";"BR";"EN"
"8555";"8555";"Eschweilera tetrapetala";"LECYTHIDACEAE";"species";"S.A.Mori";"accepted";"BR";"EN"
"8562";"8562";"Lecythis schwackei";"LECYTHIDACEAE";"species";"(R.Knuth) S.A.Mori";"accepted";"BR";"EN"
"97395";"97395";"Blepharolejeunea securifolia";"LEJEUNEACEAE";"species";"(Steph.) R.M.Schust.";"accepted";"BR";"EN"
"97401";"97401";"Bromeliophila natans";"LEJEUNEACEAE";"species";"(Steph.) R.M.Schust.";"accepted";"BR";"EN"
"97494";"97494";"Drepanolejeunea aculeata";"LEJEUNEACEAE";"species";"Bischl.";"accepted";"BR";"EN"
"97597";"97597";"Myriocoleopsis fluviatilis";"LEJEUNEACEAE";"species";"(Steph.) E.Reiner & Gradst.";"accepted";"BR";"VU"
"8566";"8566";"Genlisea lobata";"LENTIBULARIACEAE";"species";"Fromm";"accepted";"BR";"EN"
"25691";"25691";"Utricularia tridentata";"LENTIBULARIACEAE";"species";"SylvÃ©n";"accepted";"BR";"VU"
"97721";"97721";"Paracromastigum dusenii";"LEPIDOZIACEAE";"species";"(Steph.) R.M.Schust.";"accepted";"BR";"EN"
"8618";"8618";"Linum smithii";"LINACEAE";"species";"Mildner";"accepted";"BR";"EN"
"120041";"120041";"Aosa uleana";"LOASACEAE";"species";"(Urb. & Gilg) Weigend";"accepted";"BR";"CR"
"30247";"30247";"Spigelia aceifolia";"LOGANIACEAE";"species";"Woodson";"accepted";"BR";"EN"
"8631";"8631";"Spigelia amplexicaulis";"LOGANIACEAE";"species";"E.F.Guim. & Fontella";"accepted";"BR";"EN"
"30250";"30250";"Spigelia cipoensis";"LOGANIACEAE";"species";"Zappi";"accepted";"BR";"CR"
"19314";"19314";"Spigelia flava";"LOGANIACEAE";"species";"Zappi & Harley";"accepted";"BR";"VU"
"19317";"19317";"Spigelia kuhlmannii";"LOGANIACEAE";"species";"E.F.Guim. & Fontella";"accepted";"BR";"EN"
"8648";"8648";"Spigelia lundiana";"LOGANIACEAE";"species";"A.DC.";"accepted";"BR";"EN"
"8654";"8654";"Spigelia reitzii";"LOGANIACEAE";"species";"L.B.Sm.";"accepted";"BR";"EN"
"8662";"8662";"Spigelia vestita";"LOGANIACEAE";"species";"L.B.Sm.";"accepted";"BR";"EN"
"91477";"91477";"Diphasium jussiaei";"LYCOPODIACEAE";"species";"(Desv. ex Poiret) Presl ex Rothmaler";"accepted";"BR";"EN"
"91454";"91454";"Palhinhaea bradei";"LYCOPODIACEAE";"species";"(Herer) Holub";"accepted";"BR";"EN"
"122450";"122450";"Phlegmariurus aqualupianus";"LYCOPODIACEAE";"species";"(Spring) B.Øllg.";"accepted";"BR";"EN"
"91382";"91382";"Phlegmariurus christii";"LYCOPODIACEAE";"species";"(Silveira) B.Øllg.";"accepted";"BR";"EN"
"91399";"91399";"Phlegmariurus hemleri";"LYCOPODIACEAE";"species";"(Nessel) B.Øllg.";"accepted";"BR";"CR"
"91407";"91407";"Phlegmariurus itambensis";"LYCOPODIACEAE";"species";"(B.Øllg. & P.G.Windisch) B.Øllg.";"accepted";"BR";"EN"
"91415";"91415";"Phlegmariurus martii";"LYCOPODIACEAE";"species";"(Wawra) B.Øllg.";"accepted";"BR";"EN"
"91417";"91417";"Phlegmariurus mollicomus";"LYCOPODIACEAE";"species";"(Spring) B.Øllg.";"accepted";"BR";"EN"
"91419";"91419";"Phlegmariurus mooreanus";"LYCOPODIACEAE";"species";"(Baker) B.Øllg.";"accepted";"BR";"EN"
"91421";"91421";"Phlegmariurus nudus";"LYCOPODIACEAE";"species";"(Nessel) B.Øllg.";"accepted";"BR";"EN"
"91430";"91430";"Phlegmariurus regnellii";"LYCOPODIACEAE";"species";"(Maxon) B.Øllg.";"accepted";"BR";"CR"
"91434";"91434";"Phlegmariurus ruber";"LYCOPODIACEAE";"species";"(Cham. & Schlecht.) B.Øllg.";"accepted";"BR";"CR"
"91436";"91436";"Phlegmariurus sellowianus";"LYCOPODIACEAE";"species";"(Herter) B.Øllg.";"accepted";"BR";"VU"
"91440";"91440";"Phlegmariurus taxifolius";"Lycopodiaceae";"species";"(Sw.) Á. Löve & D. Löve.";"accepted";"BR";"EN"
"91442";"91442";"Phlegmariurus treitubensis";"LYCOPODIACEAE";"species";"(Silveira) B.Øllg.";"accepted";"BR";"CR"
"91453";"91453";"Pseudolycopodiella benjaminiana";"LYCOPODIACEAE";"species";"(P.G.Wndisch) B.Øllg.";"accepted";"BR";"EN"
"30284";"30284";"Cuphea adenophylla";"LYTHRACEAE";"species";"T.B.Cavalc.";"accepted";"BR";"CR"
"8740";"8740";"Cuphea arenarioides";"LYTHRACEAE";"species";"A.St.-Hil.";"accepted";"BR";"VU"
"19355";"19355";"Cuphea bahiensis";"LYTHRACEAE";"species";"(Lour.) T.B.Cavalc. & S.A.Graham";"accepted";"BR";"EN"
"30291";"30291";"Cuphea cipoensis";"LYTHRACEAE";"species";"T.B.Cavalc.";"accepted";"BR";"EN"
"30293";"30293";"Cuphea cuiabensis";"LYTHRACEAE";"species";"Koehne";"accepted";"BR";"EN"
"8748";"8748";"Cuphea glaziovii";"LYTHRACEAE";"species";"Koehne";"accepted";"BR";"EN"
"8752";"8752";"Cuphea lindmaniana";"LYTHRACEAE";"species";"Bacig.";"accepted";"BR";"EN"
"25694";"25694";"Cuphea rubro-virens";"LYTHRACEAE";"species";"T.B.Cavalc.";"accepted";"BR";"CR"
"25695";"25695";"Cuphea teleandra";"LYTHRACEAE";"species";"Lourteig";"accepted";"BR";"CR"
"25696";"25696";"Diplusodon aggregatifolius";"LYTHRACEAE";"species";"T.B.Cavalc.";"accepted";"BR";"EN"
"19372";"19372";"Diplusodon argyrophyllus";"LYTHRACEAE";"species";"T.B.Cavalc.";"accepted";"BR";"CR"
"30351";"30351";"Diplusodon ericoides";"LYTHRACEAE";"species";"Lourteig";"accepted";"BR";"CR"
"79221";"79221";"Diplusodon glaziovii";"LYTHRACEAE";"species";"Koehne";"accepted";"BR";"CR"
"30358";"30358";"Diplusodon gracilis";"LYTHRACEAE";"species";"Koehne";"accepted";"BR";"CR"
"30359";"30359";"Diplusodon hatschbachii";"LYTHRACEAE";"species";"Lourteig";"accepted";"BR";"VU"
"30371";"30371";"Diplusodon minasensis";"LYTHRACEAE";"species";"Lourteig";"accepted";"BR";"EN"
"115312";"115312";"Diplusodon orbicularis";"LYTHRACEAE";"species";"Koehne";"accepted";"BR";"VU"
"30377";"30377";"Diplusodon ovatus";"LYTHRACEAE";"species";"Pohl";"accepted";"BR";"EN"
"30378";"30378";"Diplusodon panniculatus";"LYTHRACEAE";"species";"Koehne";"accepted";"BR";"CR"
"30386";"30386";"Diplusodon retroimbricatus";"LYTHRACEAE";"species";"Koehne";"accepted";"BR";"CR"
"8777";"8777";"Diplusodon villosissimus";"LYTHRACEAE";"species";"Pohl";"accepted";"BR";"VU"
"8783";"8783";"Lafoensia nummularifolia";"LYTHRACEAE";"species";"A.St.-Hil.";"accepted";"BR";"VU"
"30411";"30411";"Banisteriopsis andersonii";"MALPIGHIACEAE";"species";"B.Gates";"accepted";"BR";"VU"
"8805";"8805";"Banisteriopsis basifixa";"MALPIGHIACEAE";"species";"B.Gates";"accepted";"BR";"VU"
"30416";"30416";"Banisteriopsis cipoensis";"MALPIGHIACEAE";"species";"B.Gates";"accepted";"BR";"EN"
"30419";"30419";"Banisteriopsis hatschbachii";"MALPIGHIACEAE";"species";"B.Gates";"accepted";"BR";"EN"
"30420";"30420";"Banisteriopsis hirsuta";"MALPIGHIACEAE";"species";"B.Gates";"accepted";"BR";"EN"
"8806";"8806";"Banisteriopsis magdalenensis";"MALPIGHIACEAE";"species";"B.Gates";"accepted";"BR";"EN"
"8813";"8813";"Banisteriopsis pseudojanusia";"MALPIGHIACEAE";"species";"(Nied.) B.Gates";"accepted";"BR";"CR"
"8815";"8815";"Banisteriopsis sellowiana";"MALPIGHIACEAE";"species";"(A.Juss.) B.Gates";"accepted";"BR";"VU"
"8823";"8823";"Bunchosia itacarensis";"MALPIGHIACEAE";"species";"W.R.Anderson";"accepted";"BR";"CR"
"8824";"8824";"Bunchosia macilenta";"MALPIGHIACEAE";"species";"Dobson";"accepted";"BR";"VU"
"8826";"8826";"Bunchosia pernambucana";"MALPIGHIACEAE";"species";"W.R.Anderson";"accepted";"BR";"EN"
"8828";"8828";"Byrsonima alvimii";"MALPIGHIACEAE";"species";"W.R.Anderson";"accepted";"BR";"VU"
"30437";"30437";"Byrsonima brachybotrya";"MALPIGHIACEAE";"species";"Nied.";"accepted";"BR";"VU"
"30439";"30439";"Byrsonima cipoensis";"MALPIGHIACEAE";"species";"Mamede";"accepted";"BR";"EN"
"30444";"30444";"Byrsonima fonsecae";"MALPIGHIACEAE";"species";"W.R.Anderson";"accepted";"BR";"CR"
"30449";"30449";"Byrsonima lanulosa";"MALPIGHIACEAE";"species";"W.R.Anderson";"accepted";"BR";"EN"
"8839";"8839";"Byrsonima microphylla";"MALPIGHIACEAE";"species";"A.Juss.";"accepted";"BR";"EN"
"101458";"101458";"Byrsonima onishiana";"MALPIGHIACEAE";"species";"W.R.Anderson";"accepted";"BR";"EN"
"19438";"19438";"Camarea elongata";"MALPIGHIACEAE";"species";"Mamede";"accepted";"BR";"VU"
"101483";"101483";"Camarea humifusa";"MALPIGHIACEAE";"species";"W.R.Anderson";"accepted";"BR";"EN"
"30463";"30463";"Camarea linearifolia";"MALPIGHIACEAE";"species";"A.St.-Hil.";"accepted";"BR";"CR"
"8859";"8859";"Diplopterys sepium";"MALPIGHIACEAE";"species";"(A.Juss.) W.R.Anderson & C.C.Davis";"accepted";"BR";"EN"
"8864";"8864";"Heladena multiflora";"MALPIGHIACEAE";"species";"(Hook. & Arn.) Nied.";"accepted";"BR";"EN"
"8866";"8866";"Heteropterys admirabilis";"MALPIGHIACEAE";"species";"Amorim";"accepted";"BR";"EN"
"19443";"19443";"Heteropterys aliciae";"MALPIGHIACEAE";"species";"W.R.Anderson";"accepted";"BR";"CR"
"8870";"8870";"Heteropterys bahiensis";"MALPIGHIACEAE";"species";"Nied.";"accepted";"BR";"CR"
"114627";"114627";"Heteropterys brasiliensis";"MALPIGHIACEAE";"species";"Regnell & Körn.";"accepted";"BR";"EN"
"8873";"8873";"Heteropterys bullata";"MALPIGHIACEAE";"species";"Amorim";"accepted";"BR";"EN"
"8874";"8874";"Heteropterys capixaba";"MALPIGHIACEAE";"species";"Amorim";"accepted";"BR";"EN"
"8877";"8877";"Heteropterys conformis";"MALPIGHIACEAE";"species";"W.R.Anderson";"accepted";"BR";"CR"
"8880";"8880";"Heteropterys crinigera";"MALPIGHIACEAE";"species";"Griseb.";"accepted";"BR";"VU"
"30471";"30471";"Heteropterys dusenii";"MALPIGHIACEAE";"species";"Nied.";"accepted";"BR";"VU"
"8882";"8882";"Heteropterys fragilis";"MALPIGHIACEAE";"species";"Amorim";"accepted";"BR";"EN"
"30472";"30472";"Heteropterys hatschbachii";"MALPIGHIACEAE";"species";"W.R.Anderson";"accepted";"BR";"CR"
"30474";"30474";"Heteropterys marginata";"MALPIGHIACEAE";"species";"W.R.Anderson";"accepted";"BR";"EN"
"8892";"8892";"Heteropterys megaptera";"MALPIGHIACEAE";"species";"A.Juss.";"accepted";"BR";"EN"
"8896";"8896";"Heteropterys oberdanii";"MALPIGHIACEAE";"species";"Amorim";"accepted";"BR";"VU"
"8897";"8897";"Heteropterys occhionii";"MALPIGHIACEAE";"species";"Amorim";"accepted";"BR";"CR"
"8901";"8901";"Heteropterys sanctorum";"MALPIGHIACEAE";"species";"W.R.Anderson";"accepted";"BR";"CR"
"8904";"8904";"Heteropterys ternstroemiifolia";"MALPIGHIACEAE";"species";"A.Juss.";"accepted";"BR";"EN"
"8905";"8905";"Heteropterys thyrsoidea";"MALPIGHIACEAE";"species";"(Griseb.) A.Juss.";"accepted";"BR";"EN"
"8909";"8909";"Hiraea bullata";"MALPIGHIACEAE";"species";"W.R.Anderson";"accepted";"BR";"VU"
"8912";"8912";"Hiraea wiedeana";"MALPIGHIACEAE";"species";"A.Juss.";"accepted";"BR";"EN"
