"family";"scientificName";"statusSource";"status";"list";"dispLegal"
"Gymnophthalmidae";"Psilophthalmus paeminosus";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Turneraceae";"Turnera maracasana";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Hylidae";"Phasmahyla spectabilis";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Dyckia secunda";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Rutaceae";"Conchocarpus punctatus";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Araceae";"Anthurium morii";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Fabaceae";"Calliandra pubens";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Eriocaulaceae";"Comanthera floccosa";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Turneraceae";"Piriqueta abairana";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Menispermaceae";"Sciadotenia campestris";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Lamiaceae";"Eriope polyphylla";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Gentianaceae";"Schultesia crenuliflora";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Annonaceae";"Duguetia reticulata";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Rubiaceae";"Staelia glandulosa";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Lamiaceae";"Oocephalus silvinae";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Lamiaceae";"Leptohyptis pinheiroi";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Begoniaceae";"Begonia fellereriana";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Araliaceae";"Dendropanax geniculatus";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Malvaceae";"Pavonia palmeirensis";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Euphorbiaceae";"Croton sapiifolius";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Melastomataceae";"Microlicia subaequalis";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Malvaceae";"Gaya xiquexiquensis";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Fabaceae";"Harpalyce lanata";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Commelinaceae";"Dichorisandra subtilis";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"";"Aspronema dorsivittatum";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Cassidulidae";"Cassidulus infidus";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Loranthaceae";"Phthirusa macrophylla";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bignoniaceae";"Adenocalymma fruticosum";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Tropiduridae";"Tropidurus psammonastes";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Melastomataceae";"Cambessedesia wurdackii";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Cactaceae";"Micranthocereus streckeri";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Araceae";"Anthurium erskinei";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Asteraceae";"Acritopappus harleyi";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Asteraceae";"Acritopappus diamantinicus";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Hylidae";"Dendropsophus studerae";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Orchidaceae";"Cattleya sincorana";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Cactaceae";"Rhipsalis hileiabaiana";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"";"Typhlops yonenagae";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Gesneriaceae";"Sinningia harleyi";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Vriesea graciliscapa";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Plantaginaceae";"Angelonia procumbens";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Myrtaceae";"Eugenia longifolia";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Ebenaceae";"Diospyros amabi";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Melastomataceae";"Huberia carvalhoi";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Myrtaceae";"Myrcia pseudospectabilis";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Lauraceae";"Ocotea rohweri";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Amaranthaceae";"Pfaffia tuberculosa";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Myrtaceae";"Eugenia viscacea";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Plantaginaceae";"Angelonia blanchetii";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Melastomataceae";"Microlicia balsamifera";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Malvaceae";"Sida meloana";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Lymania alvimii";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Eriocaulaceae";"Comanthera mucugensis";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Orchidaceae";"Gomesa sincorana";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Dipsadidae";"Philodryas agassizii";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Malvaceae";"Helicteres rufipila";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Asteraceae";"Paralychnophora harleyi";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Felidae";"Leopardus tigrinus";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Lymania spiculata";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Malpighiaceae";"Stigmaphyllon caatingicola";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Cotingidae";"Cotinga maculata";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"";"Ophthalmolebias rosaceus";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Begoniaceae";"Begonia pinheironis";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Fabaceae";"Moldenhawera nutans";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Violaceae";"Anchietea ferrucciae";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Rutaceae";"Conchocarpus santosii";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Hohenbergia littoralis";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Araliaceae";"Schefflera aurata";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Myrtaceae";"Plinia longiacuminata";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Vochysiaceae";"Qualea hannekesaskiarum";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Melastomataceae";"Microlicia aurea";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Chrysobalanaceae";"Couepia coarctata";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Lamiaceae";"Hyptis bahiensis";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Orchidaceae";"Bifrenaria silvana";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Rubiaceae";"Staelia catechosperma";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Proteaceae";"Euplassa bahiensis";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Loranthaceae";"Ligaria teretiflora";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Callichthyidae";"Corydoras lacerdai";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Convolvulaceae";"Jacquemontia diamantinensis";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Poaceae";"Parodiolyra ramosissima";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Myrtaceae";"Myrcia almasensis";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Linderniaceae";"Cubitanthus alatus";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Poaceae";"Dichanthelium stipiflorum";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Poaceae";"Alvimia auriculata";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Marantaceae";"Goeppertia fasciata";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Polygalaceae";"Polygala trifurcata";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Asteraceae";"Mikania hagei";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Poaceae";"Eremitis robusta";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Amaryllidaceae";"Nothoscordum bahiense";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Erythroxylaceae";"Erythroxylum splendidum";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Melastomataceae";"Marcetia nummularia";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Lamiaceae";"Eplingiella cuniloides";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Apocynaceae";"Monsanima morrenioides";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Lamiaceae";"Martianthus sancti-gabrielii";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Lymania corallina";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Apocynaceae";"Bahiella blanchetii";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Asteraceae";"Agrianthus almasensis";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"";"Hyporthodus nigritus";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Cactaceae";"Melocactus deinacanthus";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Cyperaceae";"Cyperus almensis";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Malvaceae";"Pavonia pilifera";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Poaceae";"Dichanthelium cumbucana";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Melastomataceae";"Ossaea sulbahiensis";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Solanaceae";"Solanum santosii";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Teiidae";"Ameivula nativo";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Asteraceae";"Paralychnophora atkinsiae";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Rubiaceae";"Hindsia sessilifolia";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Dipsadidae";"Rodriguesophis chui";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"";"Pachycondyla goeldii";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Melastomataceae";"Marcetia nervulosa";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Cucurbitaceae";"Apodanthera villosa";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Melastomataceae";"Microlicia mucugensis";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Melastomataceae";"Cambessedesia hermogenesii";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Commelinaceae";"Dichorisandra variegata";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Annonaceae";"Duguetia dicholepidota";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Gymnophthalmidae";"Procellosaurinus tetradactylus";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Portea kermesina";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Poaceae";"Atractantha falcata";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Asteraceae";"Mikania kubitzkii";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Chrysobalanaceae";"Couepia insignis";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Pomacentridae";"Microspathodon chrysurus";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Orthophytum hatschbachii";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Plantaginaceae";"Philcoxia tuberosa";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Gesneriaceae";"Nematanthus corticola";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Apidae";"Melipona (Melipona) mandacaia";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Poaceae";"Ichnanthus longhi-wagnerae";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Lauraceae";"Ocotea vegrandis";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Melastomataceae";"Marcetia sincorensis";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Canistrum sandrae";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Melastomataceae";"Microlicia subalata";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Sapindaceae";"Serjania magnistipulata";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Fabaceae";"Phanera carvalhoi";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Rutaceae";"Conchocarpus concinnus";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Neoregelia longisepala";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Tropiduridae";"Tropidurus mucujensis";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Fabaceae";"Calliandra semisepulta";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Turneraceae";"Turnera marmorata";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Erythroxylaceae";"Erythroxylum leal-costae";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Lamiaceae";"Vitex martii";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Lamiaceae";"Oocephalus tenuithyrsus";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Malvaceae";"Pavonia gerleniae";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Fabaceae";"Inga pedunculata";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Euphorbiaceae";"Croton seminudus";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Euphorbiaceae";"Cnidoscolus byssinus";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Ronnbergia carvalhoi";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Lythraceae";"Diplusodon bahiensis";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Xyridaceae";"Xyris fibrosa";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Fabaceae";"Aeschynomene soniae";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"";"Stigmatomma cleae";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Convolvulaceae";"Evolvulus delicatus";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"";"Philodendron williansii";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Fabaceae";"Dahlstedtia bahiana";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Asteraceae";"Lychnophora jeffreyi";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Malpighiaceae";"Mcvaughia bahiana";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Asteraceae";"Chaptalia chapadensis";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Araceae";"Anthurium radicans";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Asteraceae";"Agrianthus luetzelburgii";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Melastomataceae";"Tibouchina carvalhoi";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Melastomataceae";"Microlicia sulfurea";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Lamiaceae";"Oocephalus ganevii";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Gecarcinidae";"Cardisoma guanhumi";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Orthophytum ophiuroides";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Cactaceae";"Micranthocereus polyanthus";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Asteraceae";"Baccharis orbiculata";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Neoregelia crispata";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Malvaceae";"Pavonia luetzelburgii";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Malpighiaceae";"Janusia christianeae";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Dipsadidae";"Tropidodryas serra";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Lythraceae";"Cuphea bahiensis";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Malpighiaceae";"Stigmaphyllon harleyi";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Poaceae";"Apochloa animara";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Fabaceae";"Bauhinia integerrima";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Asteraceae";"Vernonanthura fagifolia";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Malpighiaceae";"Heteropterys sanctorum";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Myrtaceae";"Myrcia carvalhoi";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Begoniaceae";"Begonia subacida";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Lamiaceae";"Eplingiella brightoniae";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Orthophytum riocontense";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Malvaceae";"Pavonia rubriphylla";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Verbenaceae";"Lippia morii";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Viperidae";"Bothrops jararacussu";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Aechmea paradoxa";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Fabaceae";"Chamaecrista amabilis";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Poaceae";"Alvimia lancifolia";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Cactaceae";"Melocactus pachyacanthus";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Eriocaulaceae";"Actinocephalus ochrocephalus";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Pipridae";"Neopelma aurifrons";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Fabaceae";"Senegalia santosii";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Neoregelia kerryi";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Lamiaceae";"Eriope obovata";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Marantaceae";"Goeppertia brevipes";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Poaceae";"Parianella carvalhoi";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Orthophytum harleyi";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Iridaceae";"Pseudiris speciosa";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Aechmea disjuncta";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Fabaceae";"Chamaecrista coradinii";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Melastomataceae";"Microlicia catolensis";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bignoniaceae";"Handroanthus grandiflorus";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Orchidaceae";"Encyclia unaensis";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Malvaceae";"Rayleya bahiensis";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Fabaceae";"Chamaecrista onusta";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
