"family";"scientificName";"statusSource";"status";"list";"dispLegal"
"VELLOZIACEAE";"Vellozia gigantea";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VELLOZIACEAE";"Vellozia glabra";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VELLOZIACEAE";"Vellozia hatschbachii";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VELLOZIACEAE";"Vellozia leptopetala";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VELLOZIACEAE";"Vellozia lilacina";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VELLOZIACEAE";"Vellozia metzgerae";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VELLOZIACEAE";"Vellozia nuda";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VELLOZIACEAE";"Vellozia patens";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VELLOZIACEAE";"Vellozia piresiana";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VELLOZIACEAE";"Vellozia pulchra";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VELLOZIACEAE";"Vellozia sessilis";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VELLOZIACEAE";"Vellozia streptophylla";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VELLOZIACEAE";"Vellozia subalata";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VERBENACEAE";"Aloysia hatschbachii";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VERBENACEAE";"Citharexylum obtusifolium";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VERBENACEAE";"Lippia alnifolia";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VERBENACEAE";"Lippia bradei";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VERBENACEAE";"Lippia bromleyana";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VERBENACEAE";"Lippia elliptica";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VERBENACEAE";"Lippia insignis";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VERBENACEAE";"Lippia morii";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VERBENACEAE";"Lippia pumila";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VERBENACEAE";"Lippia rhodocnemis";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VERBENACEAE";"Recordia reitzii";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VERBENACEAE";"Stachytarpheta almasensis";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VERBENACEAE";"Stachytarpheta procumbens";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VERBENACEAE";"Stachytarpheta radlkoferiana";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VIOLACEAE";"Hybanthus albus";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VIOLACEAE";"Pombalia strigoides";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VIOLACEAE";"Rinorea bicornuta";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VIOLACEAE";"Rinorea longistipulata";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VIOLACEAE";"Rinorea ramiziana";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VIOLACEAE";"Rinorea villosiflora";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VIOLACEAE";"Viola gracillima";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VITACEAE";"Cissus apendiculata";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VITACEAE";"Cissus inundata";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VOCHYSIACEAE";"Callisthene inundata";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VOCHYSIACEAE";"Erisma arietinum";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VOCHYSIACEAE";"Qualea coerulea";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VOCHYSIACEAE";"Qualea magna";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VOCHYSIACEAE";"Vochysia angelica";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VOCHYSIACEAE";"Vochysia pygmaea";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"VOCHYSIACEAE";"Vochysia santaluciae";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"XYRIDACEAE";"Xyris aurea";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"XYRIDACEAE";"Xyris blepharophylla";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"XYRIDACEAE";"Xyris cipoensis";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"XYRIDACEAE";"Xyris coutensis";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"XYRIDACEAE";"Xyris dardanoi";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"XYRIDACEAE";"Xyris fibrosa";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"XYRIDACEAE";"Xyris fusca";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"XYRIDACEAE";"Xyris hatschbachii";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"XYRIDACEAE";"Xyris hystrix";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"XYRIDACEAE";"Xyris longifolia";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"XYRIDACEAE";"Xyris lucida";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"XYRIDACEAE";"Xyris morii";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"XYRIDACEAE";"Xyris neglecta";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"XYRIDACEAE";"Xyris nigricans";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"XYRIDACEAE";"Xyris obtusiuscula";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"XYRIDACEAE";"Xyris phaeocephala";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"XYRIDACEAE";"Xyris platystachya";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"XYRIDACEAE";"Xyris reitzii";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"XYRIDACEAE";"Xyris retrorsifimbriata";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"XYRIDACEAE";"Xyris rigida";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"XYRIDACEAE";"Xyris sincorana";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"XYRIDACEAE";"Xyris sororia";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"XYRIDACEAE";"Xyris stenophylla";"Vulnerável";"VU";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"XYRIDACEAE";"Xyris tortilis";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"XYRIDACEAE";"Xyris uninervis";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"XYRIDACEAE";"Xyris vacillans";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"XYRIDACEAE";"Xyris wawrae";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"ZINGIBERACEAE";"Renealmia brasiliensis";"Em Perigo";"EN";"Lista Flora Ameacada Espirito Santo";"Portaria MMA 443/2014"
"Leporidae";"Sylvilagus brasiliensis";"Vulnerável";"VU";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"";"Artibeus fimbriatus";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Didelphidae";"Gracilinanus microtarsus";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Tayassuidae";"Pecari tajacu";"Vulnerável";"VU";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"";"Micoureus paraguayanus";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Noctilionidae";"Noctilio leporinus";"Vulnerável";"VU";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Molossidae";"Cynomops abrasus";"Vulnerável";"VU";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Cricetidae";"Delomys dorsalis";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Phyllostomidae";"Mimon bennettii";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Vespertilionidae";"Histiotus velatus";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"";"Molossus rufus";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"";"Chiroderma doriae";"Regionalmente Extinto";"RE";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Phyllostomidae";"Trachops cirrhosus";"Vulnerável";"VU";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Molossidae";"Promops nasutus";"Vulnerável";"VU";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Felidae";"Leopardus wiedii";"Vulnerável";"VU";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Cervidae";"Mazama gouazoubira";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Canidae";"Cerdocyon thous";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Echimyidae";"Myocastor coypus";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Vespertilionidae";"Myotis levis";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Tayassuidae";"Tayassu pecari";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Cricetidae";"Oligoryzomys nigripes";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Cervidae";"Mazama americana";"Vulnerável";"VU";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"";"Chiroderma doriae";"Vulnerável";"VU";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Felidae";"Panthera onca";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Dasypodidae";"Euphractus sexcinctus";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Felidae";"Leopardus pardalis";"Vulnerável";"VU";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"";"Cavia aperea";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"";"Didelphis albiventris";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"";"Molossops neglectus";"Em Perigo";"EN";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Phyllostomidae";"Pygoderma bilabiatum";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Mustelidae";"Eira barbara";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Cricetidae";"Sooretamys angouya";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Phyllostomidae";"Anoura caudifer";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Caviidae";"Hydrochoerus hydrochaeris";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Mustelidae";"Pteronura brasiliensis";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Vespertilionidae";"Lasiurus (Lasiurus) cinereus";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Phyllostomidae";"Artibeus (Artibeus) lituratus";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Phyllostomidae";"Vampyressa pusilla";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"";"Myrmecophaga tridactyla";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"";"Mazama bororo";"Vulnerável";"VU";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Phyllostomidae";"Chrotopterus auritus";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Tapiriidae";"Tapirus terrestris";"Em Perigo";"EN";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Cricetidae";"Euryoryzomys russatus";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Mustelidae";"Galictis cuja";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Phyllostomidae";"Micronycteris megalotis";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Atelidae";"Brachyteles arachnoides";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Physeteridae";"Physeter macrocephalus";"Vulnerável";"VU";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"";"Eumops hansae";"Vulnerável";"VU";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Cricetidae";"Nectomys squamipes";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Emballonuridae";"Peropteryx macrotis";"Vulnerável";"VU";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"";"Noctilio albiventris";"Vulnerável";"VU";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"";"Guerlinguetus ingrami";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Cricetidae";"Thaptomys nigrita";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Cricetidae";"Oligoryzomys flavescens";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"";"Diphylla ecaudata";"Quase Ameaçada";"NT";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"";"Dasypus novemcinctus";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Didelphidae";"Philander frenatus";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"";"Eptesicus diminutus";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Canidae";"Speothos venaticus";"Vulnerável";"VU";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Vespertilionidae";"Lasiurus (Lasiurus) blossevilli";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"";"Sphiggurus spinosus";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Phyllostomidae";"Carollia perspicillata";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Canidae";"Chrysocyon brachyurus";"Vulnerável";"VU";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"";"Eptesicus taddeii";"Quase Ameaçada";"NT";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"";"Sphiggurus viiosus";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Molossidae";"Molossus molossus";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Cuniculidae";"Cuniculus paca";"Em Perigo";"EN";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Procyonidae";"Procyon cancrivorus";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Molossidae";"Eumops bonariensis";"Em Perigo";"EN";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Phyllostomidae";"Phyllostomus hastatus";"Vulnerável";"VU";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Phyllostomidae";"Glossophaga soricina";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"";"Akodon montensis";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Molossidae";"Nyctinomops laticaudatus";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Phyllostomidae";"Platyrrhinus lineatus";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Phyllostomidae";"Sturnira (Sturnira) lilium";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"";"Myotis riparius";"Quase Ameaçada";"NT";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"";"Alouatta clamitans";"Quase Ameaçada";"NT";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Phyllostomidae";"Artibeus (Artibeus) planirostris";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Cricetidae";"Necromys lasiurus";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Felidae";"Leopardus tigrinus";"Vulnerável";"VU";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Atelidae";"Alouatta caraya";"Vulnerável";"VU";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Felidae";"Puma concolor";"Vulnerável";"VU";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Cervidae";"Mazama nana";"Vulnerável";"VU";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Vespertilionidae";"Myotis nigricans";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"";"Dasyprocta azarae";"Vulnerável";"VU";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Balaenidae";"Eubalaena australis";"Em Perigo";"EN";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Mustelidae";"Lontra longicaudis";"Quase Ameaçada";"NT";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Phyllostomidae";"Platyrrhinus recifinus";"Vulnerável";"VU";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"";"Dasyprocta azarae";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"";"Megaptera novaengliae";"Vulnerável";"VU";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Phyllostomidae";"Artibeus (Dermanura) cinereus";"Vulnerável";"VU";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Vespertilionidae";"Eptesicus furinalis";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Phyllostomidae";"Desmodus rotundus";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Vespertilionidae";"Myotis ruber";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Cricetidae";"Akodon cursor";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Cervidae";"Ozotoceros bezoarticus";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Didelphidae";"Didelphis aurita";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Procyonidae";"Nasua nasua";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Cricetidae";"Holochilus brasiliensis";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Cricetidae";"Wilfredomys oenax";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Cervidae";"Blastocerus dichotomus";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"";"Sturnira tildae";"Vulnerável";"VU";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Vespertilionidae";"Eptesicus brasiliensis";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Myrmecophagidae";"Tamandua tetradactyla";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Otariidae";"Otaria flavescens";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"";"Artibeus obscurus";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Molossidae";"Tadarida brasiliensis";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Delphinidae";"Sotalia guianensis";"Vulnerável";"VU";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"";"Anoura geoffroyi";"Pouco Preocupante";"LC";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"";"Pontoporia blainvillei";"Em Perigo";"EN";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"";"Leontopithecus caissara";"Em Perigo";"EN";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Bromeliaceae";"Dyckia hatschbachii";"Em Perigo";"EN";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Salicaceae";"Casearia paranaensis";"Rara";"R";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Bromeliaceae";"Vriesea muelleri";"Rara";"R";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Bromeliaceae";"Dyckia distachya";"Em Perigo";"EN";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Myrtaceae";"Myrcia tenuivenosa";"Vulnerável";"V";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
"Lauraceae";"Ocotea porosa";"Vulnerável";"V";"Lista Flora Ameacada Parana";"Decreto Estadual 7264/2010"
