"nome_cientifico";"status_conservacao";"fonte";"lista";"dispositivo_legal"
"Ocotea tabacifolia";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Persea glabra";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Persea obovata";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Persea pedunculosa";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Rhodostemonodaphne capixabensis";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Rhodostemonodaphne parvifolia";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Rhodostemonodaphne recurva";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Urbanodendron bahiense";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Williamodendron cinnamomeum";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Bertholletia excelsa";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Cariniana ianeirensis";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Cariniana legalis";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Cariniana parvifolia";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Couratari asterotricha";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Couratari pyramidata";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Eschweilera alvimii";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Eschweilera compressa";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Eschweilera subcordata";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Eschweilera tetrapetala";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Lecythis schwackei";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Blepharolejeunea securifolia";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Bromeliophila natans";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Drepanolejeunea aculeata";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Myriocoleopsis fluviatilis";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Genlisea lobata";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Utricularia tridentata";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Paracromastigum dusenii";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Linum smithii";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Aosa uleana";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Spigelia aceifolia";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Spigelia amplexicaulis";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Spigelia cipoensis";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Spigelia flava";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Spigelia kuhlmannii";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Spigelia lundiana";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Spigelia reitzii";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Spigelia vestita";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Diphasium jussiaei";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Palhinhaea bradei";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Phlegmariurus aqualupianus";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Phlegmariurus christii";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Phlegmariurus hemleri";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Phlegmariurus itambensis";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Phlegmariurus martii";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Phlegmariurus mollicomus";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Phlegmariurus mooreanus";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Phlegmariurus nudus";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Phlegmariurus regnellii";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Phlegmariurus ruber";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Phlegmariurus sellowianus";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Phlegmariurus taxifolius";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Phlegmariurus treitubensis";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Pseudolycopodiella benjaminiana";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Cuphea adenophylla";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Cuphea arenarioides";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Cuphea bahiensis";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Cuphea cipoensis";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Cuphea cuiabensis";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Cuphea glaziovii";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Cuphea lindmaniana";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Cuphea rubro-virens";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Cuphea teleandra";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Diplusodon aggregatifolius";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Diplusodon argyrophyllus";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Diplusodon ericoides";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Diplusodon glaziovii";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Diplusodon gracilis";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Diplusodon hatschbachii";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Diplusodon minasensis";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Diplusodon orbicularis";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Diplusodon ovatus";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Diplusodon panniculatus";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Diplusodon retroimbricatus";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Diplusodon villosissimus";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Lafoensia nummularifolia";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Banisteriopsis andersonii";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Banisteriopsis basifixa";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Banisteriopsis cipoensis";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Banisteriopsis hatschbachii";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Banisteriopsis hirsuta";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Banisteriopsis magdalenensis";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Banisteriopsis pseudojanusia";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Banisteriopsis sellowiana";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Bunchosia itacarensis";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Bunchosia macilenta";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Bunchosia pernambucana";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Byrsonima alvimii";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Byrsonima brachybotrya";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Byrsonima cipoensis";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Byrsonima fonsecae";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Byrsonima lanulosa";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Byrsonima microphylla";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Byrsonima onishiana";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Camarea elongata";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Camarea humifusa";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Camarea linearifolia";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Diplopterys sepium";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Heladena multiflora";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Heteropterys admirabilis";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Heteropterys aliciae";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Heteropterys bahiensis";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Heteropterys brasiliensis";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Heteropterys bullata";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Heteropterys capixaba";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Heteropterys conformis";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Heteropterys crinigera";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Heteropterys dusenii";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Heteropterys fragilis";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Heteropterys hatschbachii";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Heteropterys marginata";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Heteropterys megaptera";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Heteropterys oberdanii";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Heteropterys occhionii";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Heteropterys sanctorum";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Heteropterys ternstroemiifolia";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Heteropterys thyrsoidea";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Hiraea bullata";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Hiraea wiedeana";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Janusia linearifolia";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Janusia occhionii";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Janusia schwannioides";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Mezia araujoi";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Peixotoa adenopoda";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Peixotoa andersonii";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Peixotoa bahiana";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Peixotoa barnebyi";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Peixotoa catarinensis";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Peixotoa cipoana";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Peixotoa psilophylla";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Stigmaphyllon bradei";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Stigmaphyllon carautae";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Stigmaphyllon crenatum";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Stigmaphyllon glabrum";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Stigmaphyllon harleyi";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Stigmaphyllon macedoanum";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Stigmaphyllon mattogrossense";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Stigmaphyllon vitifolium";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Thryallis laburnum";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Thryallis parviflora";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Abutilon anodoides";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Abutilon nigricans";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Calyculogygas uruguayensis";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Calyptraemalva catharinensis";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Hochreutinera hasslerana";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Monteiroa smithii";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Pavonia almasana";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Pavonia grazielae";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Pavonia hatschbachii";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Pavonia spiciformis";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Goeppertia tuberosa";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Goeppertia widgrenii";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Ischnosiphon ovatus";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Maranta subterranea";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Saranthe composita";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Marchantia berteroana";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Regnellidium diphyllum";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Bertolonia angustifolia";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Bertolonia formosa";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Bertolonia foveolata";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Bertolonia hoehneana";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Bertolonia leuzeana";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Bertolonia paranaensis";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Cambessedesia atropurpurea";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Cambessedesia gracilis";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Cambessedesia hermogenesii";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Cambessedesia weddellii";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Cambessedesia wurdackii";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Eriocnema acaulis";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Eriocnema fulva";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Huberia carvalhoi";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Huberia espiritosantensis";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Huberia pirani";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Lavoisiera cordata";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Leandra hatschbachii";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Lithobium cordatum";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Marcetia alba";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Marcetia bahiana";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Marcetia formosa";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Marcetia hatschbachii";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Marcetia luetzelburgii";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Marcetia lychnophoroides";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Marcetia nummularia";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Marcetia oxycoccoides";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Marcetia semiriana";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Marcetia shepherdii";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Marcetia viscida";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Meriania callophylla";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Merianthera burlemarxii";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Merianthera pulchra";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Miconia angelana";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Miconia capixaba";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Miconia carvalhoana";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Miconia cipoensis";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Miconia glazioviana";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Miconia johnwurdackiana";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Miconia mendoncae";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Miconia penduliflora";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Miconia picinguabensis";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Miconia setosociliata";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Microlicia canastrensis";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Microlicia cuspidifolia";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Microlicia flava";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Microlicia glazioviana";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Microlicia humilis";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Microlicia macedoi";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Microlicia microphylla";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
